"breakdownTime";"employees";"siteTraffic";"errorCode";"topic";"hoursToImprove"
"2022-09-17";19;640028;"404-S1";"economics";30,5
"2019-11-16";19;810582;"403-S1";"mathematics";14,5
"2020-11-22";7;181094;"403-S1";"mathematics";15,4
"2021-03-27";7;906761;"400-S1";"medicine";33,4
"2021-11-04";21;477336;"400-S2";"medicine";33
"2021-03-23";10;316379;"403-S2";"economics";24
"2019-10-23";9;879590;"403-S1";"mathematics";15,1
"2020-08-24";22;657301;"400-S1";"mathematics";14,5
"2020-11-27";29;911128;"400-S2";"mathematics";14,7
"2018-06-08";16;283881;"404-S1";"mathematics";22,6
"2021-02-19";13;34048;"404-S1";"mathematics";22,8
"2021-10-24";6;550957;"404-S1";"mathematics";23,7
"2020-02-04";8;985695;"400-S1";"medicine";33,3
"2022-11-18";10;196789;"404-S2";"economics";32
"2022-03-31";15;520986;"404-S1";"mathematics";22,7
"2020-11-13";13;439151;"404-S1";"economics";30,8
"2019-12-29";13;219310;"403-S2";"medicine";33,5
"2022-05-01";12;627192;"400-S2";"mathematics";15,7
"2021-09-13";11;609456;"404-S1";"mathematics";22,9
"2020-05-01";29;56847;"404-S1";"medicine";40,3
"2022-02-14";10;550333;"404-S1";"mathematics";23
"2018-12-09";8;794334;"400-S1";"economics";23,3
"2019-11-13";15;493870;"404-S2";"medicine";41,3
"2021-10-09";24;304388;"403-S2";"mathematics";14,8
"2019-08-20";26;510251;"403-S1";"mathematics";14,4
"2019-03-25";22;693733;"403-S2";"economics";22,9
"2019-03-21";13;959807;"403-S1";"economics";22,8
"2021-04-30";8;119919;"403-S2";"economics";24,5
"2019-05-17";24;205652;"404-S1";"economics";30,4
"2020-10-07";26;678559;"404-S1";"economics";30,4
"2019-04-21";28;661629;"404-S1";"mathematics";22,4
"2018-08-28";13;912694;"403-S2";"economics";23,5
"2019-08-25";14;63872;"404-S1";"medicine";40,7
"2018-01-13";27;622430;"404-S1";"medicine";40,4
"2022-10-22";21;561977;"404-S1";"mathematics";22,5
"2020-10-16";16;776119;"404-S1";"mathematics";22,6
"2018-04-03";24;292803;"400-S1";"mathematics";14,4
"2021-02-17";23;820405;"403-S1";"economics";22,4
"2022-09-10";12;290797;"403-S2";"economics";23,7
"2018-03-09";14;489459;"404-S2";"mathematics";23,4
"2018-06-18";24;560036;"404-S1";"economics";30,4
"2018-01-24";18;801758;"400-S2";"economics";23,1
"2018-08-17";6;573164;"404-S1";"economics";31,7
"2021-12-16";30;973400;"403-S2";"mathematics";14,7
"2022-03-20";7;485041;"403-S2";"economics";24,9
"2022-09-22";17;543653;"403-S1";"medicine";32,6
"2019-02-07";10;226055;"403-S1";"economics";23
"2018-03-21";16;689210;"403-S1";"mathematics";14,6
"2022-11-02";9;867000;"400-S2";"economics";24,2
"2018-10-02";5;683828;"403-S2";"mathematics";18
"2021-12-20";30;439431;"400-S1";"mathematics";14,3
"2022-10-28";14;443098;"400-S1";"medicine";32,7
"2018-09-29";16;446588;"404-S1";"mathematics";22,6
"2020-02-16";19;475001;"404-S1";"mathematics";22,5
"2021-02-07";20;61103;"403-S1";"medicine";32,5
"2018-11-26";9;664533;"404-S1";"medicine";41,1
"2018-11-25";7;292019;"404-S1";"economics";31,4
"2022-12-20";30;562240;"403-S1";"mathematics";14,3
"2021-02-17";20;451406;"403-S2";"mathematics";15
"2018-03-08";13;496094;"403-S2";"mathematics";15,5
"2021-09-02";14;566989;"403-S2";"mathematics";15,4
"2020-10-12";25;428403;"400-S1";"economics";22,4
"2019-01-12";13;731482;"400-S1";"mathematics";14,8
"2019-11-01";21;282769;"403-S1";"mathematics";14,5
"2020-07-30";19;488932;"404-S1";"mathematics";22,5
"2018-01-23";24;333923;"400-S1";"mathematics";14,4
"2022-12-06";22;279132;"404-S1";"economics";30,5
"2020-08-02";29;50625;"403-S2";"mathematics";14,7
"2018-09-12";19;915956;"404-S2";"economics";31,1
"2020-07-09";28;221830;"403-S2";"mathematics";14,7
"2021-09-19";22;555283;"404-S2";"mathematics";22,9
"2022-01-24";8;73481;"403-S1";"mathematics";15,3
"2022-05-27";15;599677;"404-S1";"economics";30,7
"2019-10-01";20;358400;"404-S2";"mathematics";23
"2020-05-05";16;142276;"404-S2";"medicine";41,3
"2020-07-31";17;401004;"404-S1";"economics";30,6
"2022-08-21";26;822408;"403-S2";"economics";22,8
"2019-02-17";11;251902;"403-S2";"medicine";33,8
"2021-06-17";16;155366;"404-S1";"economics";30,6
"2019-02-06";18;591274;"404-S1";"mathematics";22,6
"2018-08-10";7;650865;"400-S1";"economics";23,4
"2021-01-19";17;659224;"403-S2";"medicine";33,2
"2020-06-28";22;146416;"404-S1";"mathematics";22,5
"2019-01-09";12;275344;"404-S2";"mathematics";23,7
"2021-10-19";27;23279;"404-S1";"mathematics";22,4
"2019-02-09";19;280349;"403-S2";"mathematics";15,1
"2021-01-03";16;588848;"404-S1";"mathematics";22,6
"2018-12-07";30;241457;"400-S2";"mathematics";14,7
"2018-01-04";14;661265;"403-S1";"mathematics";14,7
"2021-09-25";28;353929;"404-S2";"mathematics";22,7
"2021-04-25";20;290751;"403-S2";"economics";23
"2021-05-17";25;613558;"403-S1";"medicine";32,4
"2019-03-23";23;697867;"404-S2";"mathematics";22,9
"2018-06-23";11;694805;"403-S2";"mathematics";15,8
"2022-04-27";14;909588;"403-S2";"mathematics";15,4
"2022-05-06";5;935493;"403-S2";"medicine";36
"2019-03-23";14;33375;"404-S1";"economics";30,7
"2021-12-03";27;125078;"403-S1";"medicine";32,4
"2019-05-06";13;529856;"404-S1";"economics";30,8
"2022-12-19";21;102462;"403-S2";"medicine";33
"2022-12-10";28;227215;"404-S2";"mathematics";22,7
"2020-08-05";15;537834;"404-S1";"mathematics";22,7
"2020-09-06";23;705376;"403-S1";"mathematics";14,4
"2018-01-02";30;164200;"404-S2";"mathematics";22,7
"2018-01-05";15;858784;"403-S2";"mathematics";15,3
"2022-06-21";15;939844;"403-S2";"mathematics";15,3
"2018-11-04";18;972948;"404-S1";"mathematics";22,6
"2022-09-18";18;365851;"403-S1";"medicine";32,6
"2021-02-03";20;652513;"403-S1";"economics";22,5
"2019-02-12";29;885064;"403-S1";"mathematics";14,3
"2019-06-14";22;838844;"403-S2";"economics";22,9
"2020-03-24";20;893018;"404-S1";"medicine";40,5
"2018-02-21";6;829165;"403-S1";"economics";23,7
"2019-06-30";17;449882;"404-S1";"economics";30,6
"2022-10-20";27;949899;"404-S2";"economics";30,7
"2021-01-09";27;56689;"404-S1";"economics";30,4
"2019-09-06";19;847410;"403-S2";"medicine";33,1
"2020-08-30";17;577103;"403-S1";"medicine";32,6
"2018-03-26";11;824562;"403-S2";"medicine";33,8
"2022-06-01";20;905330;"404-S1";"mathematics";22,5
"2019-01-15";9;952729;"400-S1";"economics";23,1
"2022-08-25";13;908091;"403-S2";"medicine";33,5
"2022-06-11";13;254025;"403-S1";"economics";22,8
"2018-10-01";13;683016;"403-S1";"economics";22,8
"2020-04-23";15;883758;"403-S1";"economics";22,7
"2018-09-12";16;284368;"404-S2";"mathematics";23,3
"2022-03-18";24;729690;"403-S1";"economics";22,4
"2022-12-06";11;746929;"404-S1";"mathematics";22,9
"2019-04-27";25;376450;"404-S1";"mathematics";22,4
"2020-04-29";6;324236;"403-S1";"economics";23,7
"2020-11-05";13;833511;"400-S1";"economics";22,8
"2020-02-19";26;55223;"400-S1";"economics";22,4
"2020-08-28";16;352065;"400-S1";"medicine";32,6
"2021-08-10";8;202849;"403-S1";"mathematics";15,3
"2018-04-06";28;235437;"400-S1";"economics";22,4
"2021-09-20";22;368029;"403-S1";"economics";22,5
"2022-12-19";28;246698;"403-S1";"economics";22,4
"2020-04-15";19;741372;"404-S1";"mathematics";22,5
"2019-10-17";13;303320;"403-S2";"mathematics";15,5
"2022-12-29";10;262859;"403-S2";"economics";24
"2019-03-09";24;96200;"403-S1";"mathematics";14,4
"2020-05-10";25;403149;"404-S1";"economics";30,4
"2018-07-04";6;750206;"404-S2";"mathematics";25,3
"2021-08-19";12;570853;"403-S1";"mathematics";14,8
"2018-12-22";10;960310;"404-S2";"economics";32
"2020-04-08";26;998811;"404-S1";"mathematics";22,4
"2019-04-23";19;569494;"403-S1";"mathematics";14,5
"2021-05-17";14;931889;"400-S1";"medicine";32,7
"2022-08-10";25;707215;"403-S1";"medicine";32,4
"2020-05-31";16;384941;"403-S2";"medicine";33,3
"2019-03-10";14;605837;"404-S2";"economics";31,4
"2019-01-05";16;335239;"403-S1";"mathematics";14,6
"2022-02-16";26;898746;"400-S1";"mathematics";14,4
"2018-12-01";28;872018;"404-S2";"mathematics";22,7
"2021-08-25";17;575428;"404-S2";"mathematics";23,2
"2019-12-20";17;311347;"403-S2";"medicine";33,2
"2020-11-22";8;442518;"404-S1";"economics";31,3
"2022-08-19";25;707258;"404-S1";"economics";30,4
"2021-06-24";29;606421;"404-S2";"economics";30,7
"2019-09-14";25;702545;"400-S2";"mathematics";14,8
"2020-02-27";13;313581;"400-S1";"mathematics";14,8
"2018-10-31";18;508468;"404-S1";"economics";30,6
"2018-09-11";8;303466;"404-S2";"economics";32,5
"2020-03-20";18;918216;"400-S1";"economics";22,6
"2022-07-01";12;505121;"403-S1";"economics";22,8
"2021-06-22";21;400030;"404-S1";"mathematics";22,5
"2018-05-06";23;904399;"404-S2";"economics";30,9
"2022-08-29";29;767269;"404-S1";"mathematics";22,3
"2020-07-31";10;733489;"404-S1";"mathematics";23
"2021-06-30";17;258815;"400-S2";"mathematics";15,2
"2019-03-17";21;887895;"403-S1";"medicine";32,5
"2022-12-30";22;895224;"404-S2";"medicine";40,9
"2018-10-16";30;92946;"404-S1";"economics";30,3
"2020-09-19";10;185169;"404-S2";"mathematics";24
"2018-01-08";29;376958;"403-S1";"mathematics";14,3
"2021-11-03";13;401221;"404-S2";"mathematics";23,5
"2021-04-24";5;375767;"404-S2";"medicine";44
"2021-12-03";27;526656;"403-S2";"medicine";32,7
"2019-10-05";20;883817;"404-S2";"medicine";41
"2021-02-06";23;227882;"403-S1";"mathematics";14,4
"2021-02-16";24;462419;"400-S1";"mathematics";14,4
"2020-09-22";27;790538;"403-S2";"economics";22,7
"2018-04-27";25;741087;"404-S1";"economics";30,4
"2021-12-25";21;151683;"404-S1";"mathematics";22,5
"2020-05-14";15;592111;"403-S1";"mathematics";14,7
"2022-02-10";5;464732;"404-S1";"mathematics";24
"2020-04-14";15;893208;"403-S1";"mathematics";14,7
"2019-05-01";26;392068;"403-S1";"mathematics";14,4
"2018-10-18";29;952002;"404-S2";"mathematics";22,7
"2022-04-06";5;939550;"403-S1";"medicine";34
"2019-08-03";11;610870;"400-S1";"economics";22,9
"2022-06-13";15;435476;"400-S2";"economics";23,3
"2018-09-06";29;331618;"404-S1";"economics";30,3
"2018-11-10";11;282944;"404-S1";"mathematics";22,9
"2020-02-01";18;162309;"404-S1";"economics";30,6
"2020-08-27";15;95699;"400-S1";"economics";22,7
"2022-05-09";11;768023;"404-S1";"medicine";40,9
"2020-05-27";21;257338;"403-S2";"mathematics";15
"2022-01-18";19;325928;"404-S1";"medicine";40,5
"2021-03-26";26;539392;"403-S2";"medicine";32,8
"2019-12-30";25;126684;"403-S2";"economics";22,8
"2019-02-03";20;649903;"400-S1";"mathematics";14,5
"2019-11-23";7;95091;"403-S2";"medicine";34,9
"2020-11-30";30;867875;"400-S1";"medicine";32,3
"2022-12-15";30;948183;"403-S1";"economics";22,3
"2020-12-13";21;991693;"404-S1";"mathematics";22,5
"2020-07-12";11;280955;"404-S1";"economics";30,9
"2021-12-13";7;41496;"403-S2";"economics";24,9
"2018-12-31";19;757849;"403-S1";"mathematics";14,5
"2021-01-24";21;393848;"403-S2";"mathematics";15
"2018-07-23";19;66983;"403-S1";"economics";22,5
"2022-05-10";14;39228;"400-S1";"economics";22,7
"2021-01-08";19;287322;"404-S1";"economics";30,5
"2021-10-03";30;442410;"404-S1";"medicine";40,3
"2022-04-03";22;253856;"404-S1";"medicine";40,5
"2021-12-01";11;554643;"403-S1";"medicine";32,9
"2022-02-14";9;917209;"403-S1";"mathematics";15,1
"2019-04-06";5;145228;"400-S1";"mathematics";16
"2022-10-06";5;663216;"404-S2";"mathematics";26
"2022-05-02";18;528688;"403-S1";"mathematics";14,6
"2021-06-10";19;486913;"403-S1";"mathematics";14,5
"2020-11-20";29;487310;"403-S1";"mathematics";14,3
"2022-08-21";6;369980;"400-S2";"mathematics";17,3
"2021-05-19";21;375282;"400-S1";"mathematics";14,5
"2021-07-31";16;53528;"400-S2";"economics";23,3
"2022-04-08";10;963328;"404-S2";"economics";32
"2020-01-26";11;142282;"404-S2";"mathematics";23,8
"2020-02-02";21;735348;"400-S1";"medicine";32,5
"2019-03-09";24;783716;"403-S1";"mathematics";14,4
"2020-09-30";9;597700;"400-S1";"mathematics";15,1
"2022-07-24";22;923406;"403-S2";"mathematics";14,9
"2020-09-21";28;679774;"400-S2";"mathematics";14,7
"2022-08-18";30;461505;"404-S2";"medicine";40,7
"2019-01-23";16;345598;"400-S1";"medicine";32,6
"2022-11-13";5;942861;"404-S1";"mathematics";24
"2018-05-22";12;986124;"400-S1";"economics";22,8
"2020-08-21";6;975018;"403-S1";"mathematics";15,7
"2019-03-26";25;767953;"400-S2";"medicine";32,8
"2018-11-19";22;503531;"404-S1";"medicine";40,5
"2021-10-03";18;25692;"400-S2";"medicine";33,1
"2018-01-14";16;463027;"400-S1";"mathematics";14,6
"2020-12-12";14;718405;"403-S1";"mathematics";14,7
"2018-04-11";5;660561;"404-S2";"mathematics";26
"2020-03-31";18;397310;"404-S2";"medicine";41,1
"2020-09-08";7;987388;"404-S1";"medicine";41,4
"2020-03-07";23;124985;"404-S1";"mathematics";22,4
"2020-02-22";28;990998;"403-S2";"mathematics";14,7
"2022-09-09";11;819286;"403-S1";"economics";22,9
"2022-08-19";26;787331;"400-S1";"mathematics";14,4
"2021-02-01";25;571314;"400-S1";"mathematics";14,4
"2020-07-11";9;558326;"403-S2";"mathematics";16,2
"2021-09-17";5;944294;"400-S2";"mathematics";18
"2021-08-12";18;189754;"403-S1";"mathematics";14,6
"2021-09-02";14;771812;"403-S2";"economics";23,4
"2022-09-13";23;102549;"400-S1";"economics";22,4
"2021-08-26";14;859300;"400-S2";"medicine";33,4
"2019-10-12";23;605996;"403-S1";"medicine";32,4
"2021-06-02";13;62758;"400-S2";"mathematics";15,5
"2020-06-01";5;968820;"404-S1";"medicine";42
"2018-07-25";15;970366;"404-S1";"medicine";40,7
"2022-03-03";29;649204;"403-S2";"mathematics";14,7
"2020-09-20";25;915210;"400-S2";"economics";22,8
"2019-09-03";15;605008;"403-S1";"mathematics";14,7
"2019-03-01";15;283760;"400-S1";"mathematics";14,7
"2022-05-15";19;533046;"404-S2";"mathematics";23,1
"2021-09-19";28;737505;"400-S1";"mathematics";14,4
"2020-03-11";29;757321;"404-S2";"mathematics";22,7
"2020-01-03";30;164617;"403-S2";"mathematics";14,7
"2020-04-13";11;258569;"403-S2";"mathematics";15,8
"2022-04-09";27;724619;"404-S2";"medicine";40,7
"2018-04-09";27;838235;"404-S1";"economics";30,4
"2022-04-14";16;561133;"403-S2";"economics";23,3
"2020-03-27";11;782108;"403-S2";"mathematics";15,8
"2020-07-22";14;394707;"404-S1";"economics";30,7
"2020-07-29";7;287083;"403-S2";"mathematics";16,9
"2018-02-24";27;959785;"400-S1";"economics";22,4
"2018-05-06";16;755067;"403-S1";"mathematics";14,6
"2019-01-06";7;994989;"404-S1";"medicine";41,4
"2021-12-25";6;436842;"403-S1";"economics";23,7
"2020-08-14";8;978111;"404-S1";"economics";31,3
"2021-12-09";5;476316;"404-S2";"mathematics";26
"2018-04-27";8;638852;"403-S2";"mathematics";16,5
"2018-12-10";12;630129;"403-S1";"economics";22,8
"2018-08-31";24;272805;"400-S1";"mathematics";14,4
"2020-12-16";11;577812;"404-S1";"mathematics";22,9
"2022-01-07";25;300456;"404-S1";"medicine";40,4
"2021-05-24";24;537877;"403-S1";"mathematics";14,4
"2021-11-24";11;729294;"400-S1";"mathematics";14,9
"2022-06-22";29;825010;"403-S1";"mathematics";14,3
"2020-09-15";25;517456;"404-S1";"medicine";40,4
"2018-11-15";27;410029;"400-S1";"economics";22,4
"2020-05-11";27;157781;"404-S1";"economics";30,4
"2018-11-22";23;731882;"400-S1";"economics";22,4
"2019-01-01";6;223750;"404-S2";"economics";33,3
"2020-10-28";19;619296;"403-S1";"mathematics";14,5
"2019-03-16";15;620247;"404-S1";"economics";30,7
"2019-04-06";15;114264;"403-S1";"mathematics";14,7
"2022-03-11";20;231012;"400-S1";"economics";22,5
"2021-06-22";28;302330;"403-S1";"medicine";32,4
"2019-03-16";13;792977;"403-S1";"mathematics";14,8
"2020-02-18";22;349792;"400-S1";"mathematics";14,5
"2021-01-27";13;996743;"403-S2";"economics";23,5
"2021-09-07";26;277422;"403-S1";"economics";22,4
"2019-06-19";13;140290;"404-S1";"economics";30,8
"2020-05-12";26;930529;"404-S1";"mathematics";22,4
"2020-05-04";7;958100;"400-S1";"medicine";33,4
"2019-08-22";12;326273;"403-S1";"mathematics";14,8
"2019-02-28";28;99262;"404-S1";"medicine";40,4
"2020-07-02";9;131863;"403-S1";"economics";23,1
"2019-04-06";25;964481;"404-S1";"economics";30,4
"2022-03-23";24;295707;"400-S2";"economics";22,8
"2022-05-20";30;142337;"403-S1";"mathematics";14,3
"2018-11-03";17;209616;"403-S2";"economics";23,2
"2019-02-03";6;658083;"404-S1";"economics";31,7
"2018-09-17";10;33159;"400-S1";"economics";23
"2020-12-09";15;556025;"400-S2";"mathematics";15,3
"2020-06-17";11;650287;"404-S2";"mathematics";23,8
"2021-08-30";21;389455;"403-S1";"mathematics";14,5
"2019-06-20";15;716830;"403-S2";"medicine";33,3
"2020-09-14";17;110133;"400-S1";"mathematics";14,6
"2018-02-20";26;313325;"404-S1";"mathematics";22,4
"2018-07-24";13;471347;"400-S1";"mathematics";14,8
"2019-06-18";16;225272;"400-S1";"mathematics";14,6
"2019-05-16";15;656764;"404-S1";"medicine";40,7
"2018-04-24";16;977134;"403-S2";"mathematics";15,3
"2018-12-17";30;598160;"403-S1";"mathematics";14,3
"2021-11-09";30;534558;"403-S1";"economics";22,3
"2020-11-16";22;914251;"404-S1";"mathematics";22,5
"2020-11-10";25;412098;"403-S2";"economics";22,8
"2021-06-01";17;320553;"403-S1";"economics";22,6
"2022-04-06";23;680066;"403-S1";"mathematics";14,4
"2021-09-09";16;147869;"403-S1";"mathematics";14,6
"2020-02-12";20;745146;"400-S1";"economics";22,5
"2021-01-24";22;190000;"403-S1";"mathematics";14,5
"2022-10-08";19;305449;"404-S1";"medicine";40,5
"2022-08-13";15;961376;"400-S2";"mathematics";15,3
"2020-05-07";8;133674;"404-S2";"medicine";42,5
"2022-07-13";18;54551;"404-S1";"mathematics";22,6
"2020-12-18";19;944607;"404-S1";"economics";30,5
"2019-08-04";24;806531;"400-S1";"economics";22,4
"2022-02-25";27;403748;"400-S1";"mathematics";14,4
"2022-12-06";12;491530;"400-S2";"economics";23,7
"2021-08-04";7;481421;"403-S1";"economics";23,4
"2021-06-19";25;943602;"400-S1";"mathematics";14,4
"2019-03-21";30;819937;"403-S1";"medicine";32,3
"2019-01-24";30;186742;"403-S1";"mathematics";14,3
"2018-09-29";6;915935;"400-S1";"medicine";33,7
"2022-07-29";7;929857;"403-S1";"mathematics";15,4
"2022-12-14";15;587303;"400-S2";"economics";23,3
"2018-11-03";21;972259;"403-S1";"mathematics";14,5
"2022-04-17";21;871563;"403-S1";"economics";22,5
"2019-11-30";28;556330;"404-S2";"economics";30,7
"2019-11-17";9;741527;"404-S1";"mathematics";23,1
"2018-09-05";11;345981;"404-S2";"economics";31,8
"2021-05-17";18;502166;"404-S1";"mathematics";22,6
"2022-11-01";9;458741;"403-S1";"mathematics";15,1
"2022-03-17";7;128961;"403-S1";"mathematics";15,4
"2022-03-07";15;597322;"400-S1";"medicine";32,7
"2020-11-03";8;145146;"404-S1";"mathematics";23,3
"2022-12-20";27;161675;"403-S1";"mathematics";14,4
"2020-04-25";23;804394;"403-S1";"mathematics";14,4
"2020-12-08";25;978891;"404-S2";"medicine";40,8
"2022-05-29";26;32867;"403-S1";"mathematics";14,4
"2020-05-06";18;806428;"403-S1";"economics";22,6
"2021-03-18";8;265046;"403-S2";"mathematics";16,5
"2019-07-14";5;761745;"404-S1";"medicine";42
"2019-01-15";22;998757;"400-S2";"medicine";32,9
"2021-07-25";11;113292;"404-S1";"economics";30,9
"2018-04-26";6;864314;"403-S2";"economics";25,3
"2021-05-02";27;265083;"403-S2";"mathematics";14,7
"2022-04-09";13;269842;"404-S1";"medicine";40,8
"2018-07-26";9;969013;"404-S1";"mathematics";23,1
"2022-02-25";25;695641;"403-S1";"mathematics";14,4
"2022-08-27";12;862631;"403-S1";"mathematics";14,8
"2022-12-27";29;489909;"404-S1";"mathematics";22,3
"2019-04-01";18;421995;"400-S1";"medicine";32,6
"2019-06-04";20;784605;"404-S1";"mathematics";22,5
"2022-11-24";11;622926;"404-S1";"mathematics";22,9
"2018-04-16";12;121204;"404-S1";"medicine";40,8
"2021-06-15";8;791893;"403-S1";"mathematics";15,3
"2021-03-27";27;463647;"404-S1";"medicine";40,4
"2019-01-10";21;171899;"400-S2";"mathematics";15
"2022-12-06";20;54776;"403-S2";"mathematics";15
"2020-09-21";14;866802;"403-S1";"economics";22,7
"2020-05-31";13;997221;"403-S1";"medicine";32,8
"2021-05-26";17;986300;"400-S1";"mathematics";14,6
"2019-11-04";17;523652;"404-S1";"mathematics";22,6
"2021-08-28";18;273182;"400-S1";"mathematics";14,6
"2022-02-07";9;891097;"404-S1";"mathematics";23,1
"2020-07-04";8;862498;"403-S1";"economics";23,3
"2022-03-04";23;189413;"404-S1";"economics";30,4
"2018-02-23";16;368111;"403-S1";"medicine";32,6
"2020-07-28";15;391222;"400-S1";"mathematics";14,7
"2019-09-08";26;417562;"403-S1";"mathematics";14,4
"2021-07-29";17;954966;"404-S1";"economics";30,6
"2018-03-01";15;415728;"404-S2";"mathematics";23,3
"2018-04-12";19;94222;"404-S1";"mathematics";22,5
"2020-12-25";11;631738;"404-S1";"economics";30,9
"2021-09-26";12;792152;"404-S1";"mathematics";22,8
"2022-01-17";8;835289;"404-S2";"economics";32,5
"2019-11-28";11;83480;"404-S2";"economics";31,8
"2019-07-21";30;29508;"400-S2";"medicine";32,7
"2018-04-01";12;291334;"400-S2";"mathematics";15,7
"2022-04-28";28;248441;"403-S1";"medicine";32,4
"2020-02-11";8;770293;"403-S1";"mathematics";15,3
"2018-12-12";19;294294;"403-S1";"economics";22,5
"2021-12-25";27;81280;"400-S2";"economics";22,7
"2019-02-26";14;922109;"403-S1";"mathematics";14,7
"2018-03-06";28;892193;"403-S2";"mathematics";14,7
"2018-07-01";5;23508;"403-S1";"mathematics";16
"2020-05-30";18;310228;"403-S1";"mathematics";14,6
"2021-01-28";12;711640;"403-S2";"mathematics";15,7
"2020-08-22";22;449364;"400-S1";"mathematics";14,5
"2020-05-05";22;174421;"403-S1";"mathematics";14,5
"2018-07-04";30;94868;"400-S1";"mathematics";14,3
"2021-07-22";22;951366;"404-S1";"mathematics";22,5
"2018-10-03";11;290428;"403-S2";"economics";23,8
"2019-11-10";25;623078;"403-S1";"medicine";32,4
"2020-02-25";18;940467;"403-S1";"mathematics";14,6
"2022-12-13";24;748340;"400-S1";"mathematics";14,4
"2020-09-24";23;844196;"403-S1";"mathematics";14,4
"2021-11-08";6;806041;"403-S1";"mathematics";15,7
"2019-07-29";20;213853;"403-S2";"mathematics";15
"2018-05-31";12;432988;"404-S2";"economics";31,7
"2018-05-09";14;899976;"404-S1";"mathematics";22,7
"2019-05-02";17;382616;"404-S1";"medicine";40,6
"2021-07-15";28;127540;"404-S1";"medicine";40,4
"2021-05-16";6;95149;"404-S1";"medicine";41,7
"2018-11-27";18;342172;"400-S1";"medicine";32,6
"2020-01-25";14;222932;"400-S1";"medicine";32,7
"2022-04-22";12;385420;"404-S1";"mathematics";22,8
"2022-10-31";25;903700;"404-S1";"medicine";40,4
"2022-06-29";12;459236;"403-S1";"mathematics";14,8
"2019-10-29";21;785898;"403-S1";"mathematics";14,5
"2020-02-02";23;973507;"403-S1";"mathematics";14,4
"2020-06-03";23;780936;"404-S2";"medicine";40,9
"2020-06-27";24;679746;"403-S1";"medicine";32,4
"2021-02-07";12;820508;"404-S1";"medicine";40,8
"2018-04-19";23;145778;"403-S2";"economics";22,9
"2020-05-27";27;434056;"403-S1";"mathematics";14,4
"2021-06-29";25;710091;"403-S2";"mathematics";14,8
"2018-03-30";6;391169;"404-S2";"economics";33,3
"2020-05-08";16;33862;"404-S2";"mathematics";23,3
"2021-05-24";14;347121;"403-S1";"economics";22,7
"2018-02-25";26;730905;"403-S1";"mathematics";14,4
"2018-06-22";16;835077;"400-S2";"mathematics";15,3
"2022-12-31";21;403621;"404-S1";"mathematics";22,5
"2021-02-03";13;347123;"400-S1";"mathematics";14,8
"2018-04-24";17;435390;"403-S1";"economics";22,6
"2021-09-12";25;116446;"403-S2";"economics";22,8
"2021-05-10";11;639721;"404-S1";"mathematics";22,9
"2021-09-15";8;607503;"400-S2";"economics";24,5
"2020-04-19";13;823406;"404-S1";"medicine";40,8
"2020-09-11";20;786503;"404-S2";"mathematics";23
"2020-10-08";20;536602;"404-S1";"medicine";40,5
"2021-05-20";11;274151;"403-S1";"economics";22,9
"2020-11-09";22;547505;"404-S2";"medicine";40,9
"2022-05-01";14;363465;"403-S1";"mathematics";14,7
"2019-03-07";26;952298;"403-S1";"mathematics";14,4
"2019-04-28";13;650059;"403-S1";"medicine";32,8
"2018-09-10";6;156102;"400-S2";"economics";25,3
"2022-12-05";22;463513;"403-S1";"economics";22,5
"2018-08-11";11;853305;"403-S1";"medicine";32,9
"2020-04-11";14;845143;"400-S2";"mathematics";15,4
"2019-07-20";28;454956;"400-S2";"mathematics";14,7
"2019-02-04";24;612324;"404-S2";"economics";30,8
"2019-04-25";8;183348;"400-S2";"economics";24,5
"2019-02-15";30;573853;"400-S1";"medicine";32,3
"2019-06-25";27;908286;"400-S2";"mathematics";14,7
"2020-03-20";25;327105;"403-S1";"economics";22,4
"2018-09-07";18;196704;"404-S2";"economics";31,1
"2021-09-05";19;500947;"403-S1";"mathematics";14,5
"2021-09-15";29;212135;"403-S1";"mathematics";14,3
"2022-05-18";12;728939;"404-S2";"mathematics";23,7
"2019-09-28";9;658491;"403-S1";"medicine";33,1
"2020-01-09";29;624961;"404-S2";"economics";30,7
"2020-08-12";26;230402;"400-S2";"mathematics";14,8
"2021-05-03";22;513463;"404-S1";"medicine";40,5
"2018-02-17";13;927356;"403-S1";"economics";22,8
"2022-07-16";21;783771;"404-S2";"medicine";41
"2018-10-09";7;24629;"403-S2";"mathematics";16,9
"2019-04-20";22;827963;"403-S1";"economics";22,5
"2020-04-04";26;756448;"404-S2";"mathematics";22,8
"2019-10-04";13;630872;"404-S2";"economics";31,5
"2018-12-27";9;967931;"404-S1";"economics";31,1
"2018-10-10";9;720580;"404-S1";"mathematics";23,1
"2018-08-19";11;431457;"404-S1";"mathematics";22,9
"2018-01-25";25;809645;"403-S1";"medicine";32,4
"2022-08-16";9;22282;"403-S1";"mathematics";15,1
"2022-07-20";18;637078;"404-S1";"mathematics";22,6
"2018-03-28";10;307435;"403-S1";"mathematics";15
"2020-08-07";28;48674;"404-S1";"economics";30,4
"2022-04-11";22;201087;"403-S2";"mathematics";14,9
"2020-04-03";6;945524;"403-S2";"mathematics";17,3
"2018-06-15";21;731752;"403-S1";"economics";22,5
"2019-02-13";20;223614;"403-S1";"medicine";32,5
"2018-08-20";23;587043;"404-S1";"economics";30,4
