"TravelDate";"Destination";"Species";"TravelClass";"Duration";"PromoTokens";"Price"
"2024_02_01";"Venus_S";"Venutian";"Business";2;6;1168,66
"2024_10_15";"Jupiter_P";"Venutian";"Business";2;6;1416,29
"2024_10_13";"Saturn_S";"Jovian";"Business";13;6;934,41
"2024_09_05";"Mars_P";"Martian";"Business";4;5;1545,91
"2024_02_18";"Andromeda_S";"Venutian";"Luxury";1;9;665,35
"2024_12_01";"Venus_S";"Martian";"Luxury";5;9;765,15
"2024_08_11";"Andromeda_P";"Andromedan";"Luxury";1;12;1029,32
"2024_07_17";"Andromeda_S";"Martian";"Luxury";5;1;651,21
"2024_10_01";"Mars_P";"Andromedan";"Business";6;4;1533,52
"2024_04_16";"Jupiter_P";"Saturnian";"Business";9;13;1384,63
"2024_07_24";"Andromeda_P";"Venutian";"Economy";1;6;858,63
"2024_08_30";"Saturn_P";"Martian";"Luxury";9;13;1076,72
"2024_11_19";"Venus_S";"Andromedan";"Business";7;6;1102,27
"2024_08_20";"Jupiter_S";"Saturnian";"Business";3;3;1117,98
"2024_07_27";"Jupiter_P";"Human";"Business";3;4;1488,22
"2024_01_11";"Jupiter_S";"Martian";"Economy";1;7;432,87
"2024_12_23";"Andromeda_P";"Jovian";"Luxury";8;4;1093,48
"2024_04_11";"Jupiter_P";"Saturnian";"Business";1;1;1555,5
"2024_08_22";"Andromeda_P";"Venutian";"Business";6;10;1435,57
"2024_06_02";"Andromeda_P";"Saturnian";"Luxury";14;3;1267,38
"2024_03_24";"Venus_P";"Venutian";"Business";9;7;1403,23
"2024_11_18";"Saturn_S";"Martian";"Economy";1;3;426,35
"2024_05_14";"Venus_P";"Martian";"Business";11;13;1512,35
"2024_06_16";"Andromeda_P";"Venutian";"Economy";6;13;1067,26
"2024_12_06";"Saturn_P";"Jovian";"Business";9;13;1636,69
"2024_10_12";"Saturn_S";"Andromedan";"Luxury";2;10;730,6
"2024_08_04";"Jupiter_P";"Venutian";"Business";11;13;1398,78
"2024_02_10";"Jupiter_S";"Human";"Business";7;1;935,99
"2024_02_20";"Venus_P";"Jovian";"Business";3;3;1491,34
"2024_12_30";"Mars_S";"Jovian";"Business";8;7;1141,03
"2024_11_27";"Andromeda_S";"Human";"Luxury";5;3;697,24
"2024_07_04";"Jupiter_P";"Martian";"Luxury";7;4;1149,47
"2024_06_12";"Jupiter_P";"Jovian";"Luxury";14;11;1059,22
"2024_06_09";"Andromeda_P";"Andromedan";"Business";11;13;1610,12
"2024_05_13";"Andromeda_P";"Human";"Economy";4;5;931,38
"2024_12_14";"Mars_P";"Andromedan";"Luxury";4;11;1103,13
"2024_02_28";"Mars_P";"Martian";"Business";13;8;1598,64
"2024_02_18";"Andromeda_P";"Martian";"Business";3;4;1444
"2024_02_24";"Saturn_P";"Venutian";"Business";1;2;1533,65
"2024_07_28";"Venus_S";"Andromedan";"Luxury";4;8;537,5
"2024_03_07";"Mars_S";"Martian";"Business";14;7;997,21
"2024_03_28";"Venus_P";"Andromedan";"Economy";11;4;870,54
"2024_03_30";"Venus_S";"Jovian";"Business";6;12;905,49
"2024_06_09";"Jupiter_P";"Human";"Economy";1;6;1061,06
"2024_08_30";"Andromeda_P";"Martian";"Luxury";3;5;1137,16
"2024_12_04";"Andromeda_S";"Andromedan";"Business";3;5;1082,09
"2024_10_17";"Saturn_S";"Human";"Business";10;2;985,43
"2024_05_28";"Andromeda_P";"Andromedan";"Economy";7;8;1048,17
"2024_09_13";"Venus_S";"Human";"Business";13;13;909,83
"2024_09_27";"Mars_S";"Andromedan";"Luxury";3;5;690,17
"2024_01_24";"Jupiter_P";"Saturnian";"Luxury";8;10;1100,83
"2024_06_30";"Mars_S";"Jovian";"Luxury";2;11;514,82
"2024_02_08";"Venus_P";"Saturnian";"Business";12;5;1684,6
"2024_02_29";"Venus_S";"Martian";"Luxury";1;12;489,89
"2024_08_24";"Saturn_P";"Martian";"Business";8;1;1616,42
"2024_11_02";"Saturn_P";"Martian";"Economy";10;13;1050,15
"2024_07_23";"Mars_P";"Human";"Economy";5;11;825,97
"2024_08_03";"Saturn_P";"Martian";"Business";11;1;1637,99
"2024_05_02";"Saturn_S";"Venutian";"Business";1;2;1145,44
"2024_01_29";"Mars_S";"Saturnian";"Economy";13;12;459,36
"2024_01_26";"Jupiter_S";"Jovian";"Business";13;6;1040,96
"2024_08_28";"Venus_P";"Human";"Economy";7;13;850,04
"2024_08_27";"Jupiter_S";"Saturnian";"Luxury";2;3;716,88
"2024_06_14";"Jupiter_S";"Jovian";"Economy";14;11;358,3
"2024_12_24";"Andromeda_S";"Human";"Luxury";6;4;615,61
"2024_11_13";"Mars_P";"Andromedan";"Economy";7;6;1047,82
"2024_08_02";"Andromeda_P";"Andromedan";"Luxury";14;7;1282,48
"2024_06_21";"Andromeda_S";"Andromedan";"Economy";4;1;585,44
"2024_05_30";"Venus_S";"Human";"Luxury";3;12;749,02
"2024_02_23";"Mars_P";"Human";"Economy";7;5;1036,84
"2024_07_25";"Saturn_P";"Human";"Business";4;2;1444,64
"2024_06_13";"Andromeda_S";"Saturnian";"Luxury";8;5;690,44
"2024_02_18";"Venus_P";"Martian";"Luxury";1;13;1026,89
"2024_11_14";"Andromeda_P";"Martian";"Business";3;12;1458,09
"2024_12_24";"Andromeda_S";"Andromedan";"Luxury";12;10;595,54
"2024_09_07";"Mars_S";"Human";"Business";9;10;1085,4
"2024_05_25";"Venus_P";"Venutian";"Economy";4;7;914,65
"2024_09_11";"Andromeda_P";"Saturnian";"Luxury";2;1;1032,99
"2024_07_16";"Jupiter_P";"Jovian";"Luxury";4;7;999,69
"2024_09_14";"Saturn_P";"Human";"Economy";8;13;1007,03
"2024_10_13";"Andromeda_S";"Venutian";"Economy";2;5;517,76
"2024_10_29";"Jupiter_P";"Human";"Economy";6;9;800,8
"2024_06_21";"Mars_S";"Jovian";"Business";8;12;1156,41
"2024_07_23";"Jupiter_S";"Saturnian";"Business";7;6;995,84
"2024_08_18";"Venus_S";"Human";"Business";14;9;1070,85
"2024_07_07";"Saturn_P";"Jovian";"Economy";6;10;1073,63
"2024_07_09";"Saturn_P";"Saturnian";"Luxury";10;11;1036,52
"2024_05_14";"Andromeda_S";"Andromedan";"Economy";13;13;380,05
"2024_02_21";"Mars_S";"Venutian";"Economy";11;1;503,47
"2024_07_24";"Saturn_P";"Jovian";"Luxury";2;10;1008,02
"2024_03_31";"Saturn_S";"Human";"Business";11;6;1006,19
"2024_10_30";"Mars_S";"Andromedan";"Economy";5;13;331,85
"2024_11_30";"Saturn_P";"Martian";"Economy";7;7;1012,45
"2024_11_26";"Jupiter_S";"Saturnian";"Luxury";2;1;630,73
"2024_02_25";"Jupiter_P";"Jovian";"Business";14;5;1515,16
"2024_01_20";"Andromeda_S";"Andromedan";"Business";6;3;919,36
"2024_12_05";"Andromeda_S";"Andromedan";"Luxury";10;5;789,08
"2024_01_13";"Mars_S";"Jovian";"Business";12;5;946,19
"2024_08_21";"Saturn_P";"Andromedan";"Luxury";3;5;1073,64
"2024_06_28";"Mars_S";"Jovian";"Economy";12;10;386,46
"2024_10_18";"Jupiter_S";"Saturnian";"Business";4;7;932,18
"2024_08_13";"Saturn_S";"Saturnian";"Luxury";4;8;611,3
"2024_07_21";"Venus_S";"Jovian";"Luxury";1;12;623,51
"2024_01_09";"Mars_S";"Saturnian";"Luxury";4;11;761,78
"2024_12_15";"Venus_P";"Jovian";"Luxury";5;1;1263,28
"2024_05_22";"Andromeda_S";"Andromedan";"Luxury";14;1;569,71
"2024_03_04";"Jupiter_P";"Jovian";"Business";6;1;1520,02
"2024_11_09";"Mars_S";"Saturnian";"Business";11;1;910,48
"2024_04_23";"Saturn_S";"Saturnian";"Business";7;4;1005,4
"2024_01_16";"Andromeda_S";"Andromedan";"Luxury";14;3;674,85
"2024_09_01";"Saturn_P";"Human";"Business";12;7;1560,79
"2024_08_04";"Saturn_S";"Andromedan";"Economy";13;7;330,95
"2024_01_31";"Venus_P";"Venutian";"Luxury";2;10;1146,05
"2024_08_24";"Mars_S";"Saturnian";"Economy";14;12;347,64
"2024_10_12";"Jupiter_P";"Saturnian";"Economy";13;8;857,11
"2024_06_19";"Jupiter_P";"Andromedan";"Economy";8;11;903,04
"2024_04_27";"Andromeda_S";"Martian";"Luxury";5;8;763,15
"2024_04_22";"Jupiter_P";"Human";"Business";12;10;1676,83
"2024_03_31";"Andromeda_P";"Human";"Luxury";8;3;1150,39
"2024_04_06";"Venus_P";"Human";"Business";13;7;1678,26
"2024_09_26";"Mars_P";"Jovian";"Economy";7;10;891,83
"2024_02_04";"Venus_P";"Martian";"Luxury";3;7;1267,09
"2024_03_13";"Andromeda_S";"Venutian";"Business";7;1;912,62
"2024_11_12";"Saturn_S";"Andromedan";"Business";2;4;1088,92
"2024_11_01";"Venus_S";"Human";"Business";10;6;1021,9
"2024_07_23";"Saturn_P";"Martian";"Business";7;1;1517,83
"2024_09_10";"Jupiter_S";"Martian";"Economy";8;3;491,08
"2024_03_22";"Saturn_P";"Venutian";"Economy";14;1;983,46
"2024_08_08";"Jupiter_S";"Venutian";"Economy";3;4;525,07
"2024_08_31";"Mars_P";"Saturnian";"Business";3;1;1491,35
"2024_02_28";"Jupiter_S";"Human";"Luxury";5;7;575,18
"2024_03_06";"Andromeda_S";"Martian";"Luxury";7;5;563,35
"2024_02_14";"Andromeda_P";"Saturnian";"Business";11;5;1407,55
"2024_11_15";"Venus_S";"Human";"Luxury";4;12;664,08
"2024_07_17";"Andromeda_S";"Martian";"Luxury";4;4;650,35
"2024_09_05";"Mars_S";"Saturnian";"Luxury";8;1;694,5
"2024_06_19";"Saturn_P";"Andromedan";"Business";5;4;1463,67
"2024_10_08";"Mars_P";"Andromedan";"Business";12;1;1466,29
"2024_05_07";"Jupiter_S";"Jovian";"Economy";8;4;524,35
"2024_05_04";"Venus_P";"Saturnian";"Economy";10;1;1064,91
"2024_03_06";"Jupiter_S";"Saturnian";"Luxury";14;13;601,92
"2024_07_19";"Venus_S";"Martian";"Economy";7;1;470,03
"2024_10_09";"Mars_P";"Human";"Business";5;4;1437,11
"2024_12_15";"Jupiter_S";"Venutian";"Business";1;12;1149,1
"2024_09_14";"Andromeda_S";"Human";"Economy";6;2;486,08
"2024_09_01";"Andromeda_P";"Andromedan";"Economy";1;7;1003,98
"2024_09_10";"Jupiter_P";"Andromedan";"Economy";5;12;828,69
"2024_04_13";"Andromeda_S";"Andromedan";"Business";8;5;1003,04
"2024_05_20";"Mars_S";"Human";"Luxury";13;4;587,86
"2024_03_03";"Mars_P";"Venutian";"Economy";6;12;992,02
"2024_12_31";"Mars_P";"Andromedan";"Business";12;9;1512,5
"2024_05_16";"Mars_S";"Martian";"Economy";12;13;434,41
"2024_03_06";"Andromeda_P";"Jovian";"Business";2;8;1474,69
"2024_10_09";"Andromeda_S";"Saturnian";"Business";6;11;1036,36
"2024_07_21";"Andromeda_P";"Venutian";"Luxury";10;2;1056,75
"2024_07_14";"Saturn_S";"Martian";"Luxury";4;8;654,99
"2024_10_21";"Saturn_P";"Human";"Economy";8;3;1085,81
"2024_02_25";"Saturn_P";"Martian";"Luxury";10;1;1205,07
"2024_11_10";"Andromeda_S";"Venutian";"Business";11;12;945,93
"2024_07_29";"Mars_P";"Human";"Luxury";3;6;1143,41
"2024_11_14";"Venus_S";"Martian";"Luxury";7;2;732,2
"2024_07_25";"Jupiter_P";"Venutian";"Business";12;1;1408,36
"2024_11_25";"Jupiter_S";"Martian";"Economy";12;1;451,02
"2024_02_14";"Andromeda_S";"Human";"Economy";13;9;313,73
"2024_06_15";"Saturn_P";"Venutian";"Business";1;11;1646,47
"2024_11_24";"Andromeda_P";"Venutian";"Luxury";8;7;1265,98
"2024_08_25";"Venus_S";"Saturnian";"Economy";12;12;404,74
"2024_02_10";"Saturn_S";"Human";"Luxury";1;2;772,92
"2024_12_19";"Mars_S";"Martian";"Business";3;7;1183,94
"2024_11_14";"Venus_P";"Saturnian";"Economy";14;2;856
"2024_10_03";"Saturn_P";"Andromedan";"Economy";10;13;865,03
"2024_11_10";"Mars_P";"Martian";"Economy";5;6;897,17
"2024_03_08";"Mars_P";"Martian";"Economy";13;10;1015,21
"2024_01_13";"Andromeda_P";"Venutian";"Business";2;7;1525,26
"2024_12_10";"Mars_P";"Andromedan";"Business";7;6;1430,14
"2024_02_20";"Mars_S";"Jovian";"Luxury";8;2;567,51
"2024_08_07";"Venus_S";"Andromedan";"Business";12;6;1011,96
"2024_09_27";"Andromeda_S";"Human";"Economy";13;8;502,54
"2024_04_22";"Andromeda_S";"Martian";"Business";11;10;938,33
"2024_11_01";"Jupiter_S";"Saturnian";"Business";5;4;1172,06
"2024_08_27";"Jupiter_S";"Jovian";"Economy";8;7;433,66
"2024_08_27";"Saturn_P";"Venutian";"Luxury";4;4;1246,27
"2024_05_01";"Mars_P";"Saturnian";"Luxury";4;5;1049,94
"2024_05_14";"Andromeda_S";"Andromedan";"Business";5;10;1045,79
"2024_08_15";"Venus_P";"Saturnian";"Business";14;6;1474,29
"2024_03_08";"Andromeda_P";"Martian";"Business";8;11;1473,04
"2024_10_24";"Saturn_S";"Venutian";"Economy";5;11;294,13
"2024_04_09";"Mars_S";"Venutian";"Luxury";10;11;526,53
"2024_11_23";"Andromeda_S";"Venutian";"Business";2;6;1111,55
"2024_01_22";"Andromeda_S";"Jovian";"Luxury";7;6;732,4
"2024_12_27";"Venus_S";"Human";"Economy";8;8;464,77
"2024_09_18";"Andromeda_S";"Venutian";"Economy";3;4;371,08
"2024_10_19";"Jupiter_P";"Saturnian";"Business";6;5;1667,73
"2024_06_24";"Jupiter_S";"Venutian";"Luxury";4;1;524,81
"2024_12_04";"Andromeda_P";"Saturnian";"Business";9;9;1606,96
"2024_07_02";"Mars_S";"Human";"Luxury";12;13;567,43
"2024_11_19";"Andromeda_P";"Jovian";"Luxury";11;8;1105,15
"2024_08_25";"Mars_P";"Andromedan";"Economy";8;11;835,22
"2024_03_21";"Andromeda_P";"Saturnian";"Business";4;6;1538,35
"2024_12_27";"Andromeda_S";"Venutian";"Economy";11;2;551,02
"2024_06_15";"Venus_P";"Martian";"Economy";10;13;881,4
"2024_08_02";"Saturn_P";"Saturnian";"Business";6;4;1426,5
"2024_02_14";"Saturn_P";"Human";"Luxury";10;13;1156,4
"2024_06_16";"Jupiter_P";"Venutian";"Economy";9;10;958,12
"2024_06_09";"Mars_P";"Martian";"Economy";8;6;1062,16
"2024_07_29";"Andromeda_S";"Andromedan";"Economy";7;2;407,3
"2024_06_18";"Venus_S";"Jovian";"Luxury";11;3;669,43
"2024_04_22";"Mars_S";"Human";"Economy";3;5;550,58
"2024_01_18";"Saturn_P";"Venutian";"Luxury";11;6;1193,87
"2024_03_25";"Mars_P";"Martian";"Business";5;7;1427,19
"2024_12_26";"Andromeda_S";"Martian";"Economy";12;6;489,61
"2024_01_15";"Venus_S";"Human";"Economy";10;10;418,62
"2024_06_25";"Andromeda_S";"Andromedan";"Business";9;11;1055,23
"2024_08_01";"Mars_S";"Jovian";"Business";13;11;1081,76
"2024_06_04";"Andromeda_S";"Martian";"Economy";13;3;588,15
"2024_06_09";"Andromeda_P";"Martian";"Business";7;12;1549,7
"2024_06_10";"Mars_P";"Venutian";"Economy";8;11;1063,06
"2024_08_09";"Saturn_P";"Human";"Economy";13;1;1006,46
"2024_07_13";"Saturn_S";"Venutian";"Economy";9;8;344,7
"2024_07_13";"Venus_P";"Venutian";"Economy";3;4;1059,72
"2024_02_23";"Andromeda_P";"Andromedan";"Economy";5;7;926,87
"2024_04_09";"Venus_P";"Human";"Business";2;6;1577,55
"2024_11_18";"Saturn_P";"Saturnian";"Business";13;4;1439,89
"2024_12_11";"Venus_P";"Andromedan";"Luxury";12;7;1220,46
"2024_04_18";"Mars_P";"Martian";"Business";5;9;1536,73
"2024_11_13";"Mars_P";"Human";"Luxury";12;12;1107,72
"2024_07_05";"Jupiter_S";"Venutian";"Economy";6;11;490,81
"2024_06_28";"Venus_P";"Martian";"Economy";8;3;967,73
"2024_11_10";"Saturn_P";"Martian";"Economy";8;12;1025,34
"2024_10_13";"Venus_S";"Jovian";"Luxury";1;13;584,68
"2024_06_27";"Mars_P";"Martian";"Business";5;9;1434,52
"2024_04_26";"Andromeda_P";"Andromedan";"Business";4;10;1517,68
"2024_09_01";"Jupiter_P";"Andromedan";"Luxury";5;1;1178,93
"2024_12_29";"Jupiter_P";"Jovian";"Luxury";2;13;1242,73
"2024_03_04";"Venus_S";"Martian";"Business";2;4;1173,42
"2024_06_17";"Andromeda_S";"Andromedan";"Luxury";4;8;616,76
"2024_07_03";"Andromeda_P";"Andromedan";"Economy";11;11;928,89
"2024_05_18";"Saturn_P";"Venutian";"Economy";14;2;953,59
"2024_08_17";"Mars_S";"Andromedan";"Economy";1;8;533,2
"2024_04_21";"Jupiter_S";"Martian";"Economy";6;7;372,23
"2024_04_28";"Venus_P";"Jovian";"Economy";7;2;1085,64
"2024_05_17";"Jupiter_P";"Human";"Business";7;7;1483,38
"2024_03_14";"Mars_P";"Andromedan";"Luxury";2;10;1160,2
"2024_07_03";"Jupiter_S";"Andromedan";"Business";2;11;1060,53
"2024_03_22";"Andromeda_P";"Human";"Luxury";13;13;1038,25
"2024_03_03";"Venus_P";"Jovian";"Business";12;5;1636,97
"2024_07_01";"Jupiter_P";"Andromedan";"Economy";8;5;897,44
"2024_11_03";"Mars_P";"Venutian";"Economy";2;7;993,92
"2024_11_07";"Saturn_S";"Saturnian";"Business";8;2;981,49
"2024_06_11";"Jupiter_S";"Martian";"Business";5;10;1060,26
"2024_09_26";"Venus_P";"Jovian";"Business";7;8;1496,72
"2024_08_04";"Jupiter_S";"Human";"Luxury";3;9;648,19
"2024_11_19";"Andromeda_S";"Saturnian";"Business";6;3;1176,7
"2024_02_02";"Jupiter_S";"Saturnian";"Economy";6;13;454,71
"2024_03_26";"Andromeda_S";"Jovian";"Economy";4;9;510,25
"2024_01_07";"Saturn_S";"Martian";"Economy";1;10;534,67
"2024_12_31";"Jupiter_P";"Venutian";"Economy";10;10;810,54
"2024_10_20";"Saturn_S";"Venutian";"Economy";5;6;424,2
"2024_09_26";"Saturn_P";"Human";"Luxury";4;13;1105,43
"2024_08_05";"Andromeda_P";"Martian";"Business";8;12;1525,37
"2024_08_28";"Andromeda_P";"Jovian";"Luxury";5;9;1103,16
"2024_06_15";"Venus_S";"Human";"Business";11;8;967,16
"2024_10_27";"Saturn_S";"Jovian";"Economy";3;5;379,78
"2024_07_15";"Mars_P";"Jovian";"Luxury";14;10;1124,03
"2024_08_23";"Venus_S";"Jovian";"Business";13;6;1180,69
"2024_08_06";"Venus_P";"Martian";"Business";4;5;1440,49
"2024_11_12";"Jupiter_P";"Jovian";"Economy";2;12;1063,2
"2024_06_04";"Saturn_S";"Andromedan";"Economy";2;1;468,63
"2024_01_23";"Venus_S";"Venutian";"Business";6;12;1042,66
"2024_05_20";"Jupiter_S";"Venutian";"Economy";1;13;559
"2024_07_17";"Venus_S";"Human";"Economy";4;12;553,68
"2024_04_15";"Andromeda_S";"Venutian";"Luxury";9;3;511,85
"2024_09_29";"Andromeda_S";"Andromedan";"Luxury";12;7;650,41
"2024_11_12";"Andromeda_S";"Andromedan";"Luxury";4;8;655,62
"2024_01_25";"Saturn_P";"Venutian";"Business";9;2;1647,5
"2024_09_04";"Venus_P";"Andromedan";"Business";3;13;1424,71
"2024_10_24";"Jupiter_S";"Venutian";"Luxury";4;2;739,43
"2024_06_01";"Saturn_P";"Human";"Luxury";14;13;1108,49
"2024_02_27";"Venus_P";"Martian";"Economy";3;11;1022,09
"2024_03_20";"Venus_S";"Human";"Business";4;13;1065,12
"2024_10_24";"Andromeda_S";"Martian";"Economy";10;4;486,66
"2024_11_19";"Saturn_S";"Andromedan";"Business";3;11;1132,84
"2024_08_29";"Andromeda_S";"Andromedan";"Business";3;3;980,8
"2024_10_10";"Venus_P";"Jovian";"Business";13;10;1464,03
"2024_01_18";"Jupiter_P";"Saturnian";"Luxury";3;13;1252,83
"2024_10_18";"Mars_P";"Saturnian";"Economy";5;1;890,28
"2024_01_22";"Jupiter_S";"Jovian";"Business";7;4;1080,17
"2024_08_18";"Jupiter_S";"Human";"Business";13;4;1072,83
"2024_07_02";"Andromeda_P";"Martian";"Luxury";5;1;1109,02
"2024_04_16";"Mars_P";"Human";"Business";1;11;1673
"2024_01_26";"Jupiter_S";"Saturnian";"Economy";2;2;415,98
"2024_10_18";"Mars_P";"Saturnian";"Economy";3;13;828,56
"2024_11_19";"Andromeda_S";"Venutian";"Luxury";4;13;590,65
"2024_01_16";"Saturn_P";"Andromedan";"Business";11;4;1631,8
"2024_05_22";"Saturn_S";"Human";"Luxury";9;9;593,34
"2024_08_22";"Mars_P";"Martian";"Business";4;4;1416,79
"2024_11_04";"Andromeda_S";"Venutian";"Business";12;9;1165,56
"2024_06_04";"Mars_S";"Human";"Luxury";13;12;519,22
"2024_12_17";"Jupiter_P";"Andromedan";"Luxury";8;10;1206,84
"2024_08_06";"Jupiter_S";"Human";"Business";4;12;1171,57
"2024_03_23";"Saturn_S";"Andromedan";"Economy";5;6;368,42
"2024_10_25";"Saturn_S";"Venutian";"Business";11;13;1148,41
"2024_06_03";"Jupiter_P";"Andromedan";"Economy";13;9;1079,33
"2024_07_04";"Jupiter_S";"Jovian";"Business";13;4;1189,74
"2024_12_12";"Venus_S";"Human";"Luxury";12;9;536,64
"2024_03_26";"Jupiter_P";"Venutian";"Luxury";14;9;1248,98
"2024_03_04";"Andromeda_P";"Human";"Economy";8;8;932,18
"2024_11_02";"Mars_P";"Jovian";"Luxury";8;12;1177,89
"2024_07_01";"Andromeda_P";"Martian";"Business";8;3;1687,98
"2024_04_18";"Jupiter_S";"Human";"Business";2;8;1101,61
"2024_05_15";"Venus_S";"Saturnian";"Business";13;10;1081,84
"2024_03_01";"Andromeda_S";"Saturnian";"Economy";6;2;529,5
"2024_03_12";"Jupiter_P";"Saturnian";"Business";7;10;1479,26
"2024_02_22";"Andromeda_P";"Human";"Business";2;4;1402,55
"2024_01_10";"Mars_S";"Jovian";"Economy";14;3;543,12
"2024_04_29";"Saturn_S";"Venutian";"Luxury";5;3;767,79
"2024_01_25";"Saturn_S";"Human";"Business";10;12;1078,04
"2024_10_15";"Jupiter_P";"Jovian";"Business";12;13;1594,6
"2024_05_06";"Venus_S";"Venutian";"Economy";4;1;508,41
"2024_04_02";"Saturn_P";"Venutian";"Luxury";3;10;1021,5
"2024_07_15";"Mars_S";"Saturnian";"Luxury";8;8;698,69
"2024_11_28";"Saturn_P";"Martian";"Luxury";7;3;1195,09
"2024_10_03";"Jupiter_S";"Human";"Economy";10;12;540,25
"2024_05_27";"Venus_P";"Saturnian";"Luxury";6;12;1187,57
"2024_08_16";"Saturn_P";"Venutian";"Business";6;1;1669,21
"2024_11_11";"Andromeda_P";"Saturnian";"Business";2;1;1583,2
"2024_08_18";"Venus_S";"Martian";"Business";7;4;961,82
"2024_12_19";"Jupiter_S";"Saturnian";"Economy";3;5;366,92
"2024_06_26";"Jupiter_P";"Jovian";"Luxury";9;12;1009,98
"2024_01_10";"Andromeda_S";"Martian";"Luxury";5;4;670,17
"2024_08_30";"Andromeda_P";"Venutian";"Business";11;8;1522,66
"2024_10_28";"Saturn_S";"Jovian";"Luxury";12;7;619,87
"2024_03_17";"Venus_P";"Saturnian";"Business";9;3;1606,86
"2024_04_01";"Mars_P";"Saturnian";"Luxury";4;3;1211,34
"2024_08_23";"Mars_S";"Andromedan";"Luxury";10;11;684,14
"2024_04_28";"Andromeda_P";"Andromedan";"Luxury";3;9;1191,18
"2024_11_04";"Saturn_P";"Venutian";"Economy";8;13;861,78
"2024_10_27";"Saturn_S";"Jovian";"Business";5;1;1151,55
"2024_06_23";"Saturn_S";"Saturnian";"Luxury";7;12;544,28
"2024_03_13";"Mars_S";"Venutian";"Business";2;4;1002,93
"2024_08_09";"Mars_S";"Andromedan";"Business";14;1;912,62
"2024_07_14";"Venus_P";"Andromedan";"Luxury";7;8;1196,18
"2024_11_13";"Jupiter_S";"Saturnian";"Luxury";9;12;564,77
"2024_07_06";"Mars_S";"Andromedan";"Economy";6;5;452,76
"2024_08_25";"Saturn_P";"Martian";"Business";13;9;1407,11
"2024_07_29";"Saturn_S";"Andromedan";"Economy";12;12;558,01
"2024_01_02";"Venus_P";"Andromedan";"Economy";14;3;817,13
"2024_01_04";"Jupiter_S";"Martian";"Economy";3;12;535,13
"2024_11_30";"Mars_S";"Andromedan";"Economy";4;9;415,67
"2024_07_11";"Jupiter_S";"Human";"Business";4;12;925,53
"2024_12_05";"Jupiter_P";"Human";"Economy";8;13;1013,97
"2024_02_27";"Mars_S";"Human";"Business";7;4;910,82
"2024_06_10";"Saturn_S";"Jovian";"Economy";5;11;553,27
"2024_04_06";"Jupiter_P";"Human";"Luxury";5;11;1264,98
"2024_06_06";"Mars_P";"Human";"Business";2;9;1480,74
"2024_12_02";"Saturn_S";"Saturnian";"Luxury";13;5;560,89
"2024_06_01";"Saturn_S";"Jovian";"Luxury";5;8;757,12
"2024_07_13";"Mars_S";"Human";"Business";10;2;1110,55
"2024_10_20";"Andromeda_P";"Jovian";"Luxury";12;3;1265,29
"2024_12_31";"Jupiter_S";"Jovian";"Luxury";12;2;604,99
"2024_05_12";"Mars_P";"Jovian";"Economy";2;3;1056,56
"2024_02_25";"Andromeda_S";"Saturnian";"Economy";8;8;489,52
"2024_05_28";"Mars_S";"Venutian";"Economy";3;8;387,69
"2024_10_27";"Mars_S";"Jovian";"Economy";8;7;476,47
"2024_07_14";"Saturn_S";"Jovian";"Luxury";5;13;514,91
"2024_05_04";"Jupiter_P";"Venutian";"Luxury";13;3;1281,27
"2024_02_28";"Saturn_S";"Saturnian";"Business";9;10;979,34
"2024_05_29";"Saturn_S";"Martian";"Luxury";1;9;746,13
"2024_08_01";"Andromeda_P";"Human";"Business";14;12;1481,25
"2024_11_18";"Jupiter_P";"Martian";"Economy";4;1;896,01
"2024_03_28";"Venus_P";"Venutian";"Business";9;7;1664,12
"2024_01_10";"Jupiter_P";"Human";"Luxury";6;6;1150,38
"2024_07_31";"Andromeda_P";"Martian";"Economy";6;6;860,68
"2024_03_21";"Saturn_P";"Andromedan";"Economy";12;11;848,04
"2024_12_19";"Saturn_S";"Saturnian";"Business";11;8;1113,29
"2024_12_09";"Jupiter_P";"Venutian";"Luxury";9;6;1029,19
"2024_12_26";"Andromeda_S";"Andromedan";"Business";9;12;913,31
"2024_10_19";"Saturn_P";"Saturnian";"Economy";12;4;913,5
"2024_08_02";"Venus_P";"Jovian";"Luxury";12;11;1032,85
"2024_09_27";"Saturn_P";"Andromedan";"Luxury";9;1;1199,88
"2024_03_18";"Mars_S";"Martian";"Business";13;11;964,53
"2024_02_07";"Venus_S";"Jovian";"Luxury";13;4;789,2
"2024_10_23";"Mars_S";"Martian";"Business";13;10;927,43
"2024_02_01";"Mars_P";"Andromedan";"Economy";3;6;903,44
"2024_03_31";"Andromeda_S";"Saturnian";"Luxury";14;2;763,58
"2024_10_05";"Andromeda_S";"Saturnian";"Economy";2;1;445,72
"2024_09_13";"Jupiter_P";"Andromedan";"Luxury";12;5;1055,91
"2024_05_02";"Andromeda_S";"Andromedan";"Luxury";7;13;568,58
"2024_05_28";"Andromeda_S";"Saturnian";"Luxury";3;10;542,51
"2024_09_18";"Jupiter_S";"Andromedan";"Luxury";3;3;754,9
"2024_01_31";"Andromeda_S";"Saturnian";"Economy";13;7;431,4
"2024_08_09";"Mars_S";"Saturnian";"Business";10;2;991,65
"2024_04_21";"Venus_S";"Venutian";"Luxury";4;8;725,51
"2024_02_18";"Saturn_S";"Martian";"Luxury";8;9;532,99
