"mode","income","alt","price","catch","chid","idx.chid","idx.alt"
FALSE, 2083.3332,"boat",  3.290,0.1491, 320, 320,boat
FALSE, 2083.3332,"charter", 28.290,0.2421, 320, 320,charter
TRUE, 2083.3332,"pier",  3.290,0.0052, 320, 320,pier
FALSE, 2083.3332,"beach", 26.320,0.0678, 321, 321,beach
FALSE, 2083.3332,"boat",  3.290,0.1643, 321, 321,boat
TRUE, 2083.3332,"charter", 32.290,0.0041, 321, 321,charter
FALSE, 2083.3332,"pier", 26.320,0.0789, 321, 321,pier
FALSE, 2916.6666,"beach",  4.290,0.0678, 322, 322,beach
FALSE, 2916.6666,"boat",  4.290,0.2601, 322, 322,boat
FALSE, 2916.6666,"charter", 29.290,0.5391, 322, 322,charter
TRUE, 2916.6666,"pier",  4.290,0.0503, 322, 322,pier
FALSE, 1249.9998,"beach",  2.290,0.0678, 323, 323,beach
FALSE, 1249.9998,"boat",  2.290,0.2601, 323, 323,boat
FALSE, 1249.9998,"charter", 27.290,0.5391, 323, 323,charter
TRUE, 1249.9998,"pier",  2.290,0.0503, 323, 323,pier
FALSE, 1249.9998,"beach",  2.290,0.0678, 324, 324,beach
FALSE, 1249.9998,"boat",  2.290,0.2601, 324, 324,boat
FALSE, 1249.9998,"charter", 27.290,0.5391, 324, 324,charter
TRUE, 1249.9998,"pier",  2.290,0.0503, 324, 324,pier
TRUE, 2916.6666,"beach",  4.290,0.0678, 325, 325,beach
FALSE, 2916.6666,"boat",  4.290,0.2601, 325, 325,boat
FALSE, 2916.6666,"charter", 29.290,0.5391, 325, 325,charter
FALSE, 2916.6666,"pier",  4.290,0.0503, 325, 325,pier
FALSE, 6250.0013,"beach",  8.290,0.0678, 326, 326,beach
TRUE, 6250.0013,"boat",  8.290,0.2601, 326, 326,boat
FALSE, 6250.0013,"charter", 33.290,0.5391, 326, 326,charter
FALSE, 6250.0013,"pier",  8.290,0.0503, 326, 326,pier
FALSE, 5416.6667,"beach",  7.290,0.0678, 327, 327,beach
TRUE, 5416.6667,"boat",  7.290,0.2601, 327, 327,boat
FALSE, 5416.6667,"charter", 32.290,0.5391, 327, 327,charter
FALSE, 5416.6667,"pier",  7.290,0.0503, 327, 327,pier
FALSE,10416.6660,"beach", 13.290,0.0678, 328, 328,beach
FALSE,10416.6660,"boat", 13.290,0.2601, 328, 328,boat
FALSE,10416.6660,"charter", 38.290,0.5391, 328, 328,charter
TRUE,10416.6660,"pier", 13.290,0.0503, 328, 328,pier
FALSE, 2083.3332,"beach",  3.290,0.0678, 329, 329,beach
TRUE, 2083.3332,"boat",  3.290,0.0230, 329, 329,boat
FALSE, 2083.3332,"charter", 28.290,0.1648, 329, 329,charter
FALSE, 2083.3332,"pier",  3.290,0.0503, 329, 329,pier
FALSE, 4583.3320,"beach",  6.290,0.0678, 330, 330,beach
TRUE, 4583.3320,"boat",  6.290,0.1491, 330, 330,boat
FALSE, 4583.3320,"charter", 31.290,0.2421, 330, 330,charter
FALSE, 4583.3320,"pier",  6.290,0.0052, 330, 330,pier
FALSE, 2083.3332,"beach", 26.320,0.0678, 331, 331,beach
FALSE, 2083.3332,"boat",  3.290,0.0971, 331, 331,boat
TRUE, 2083.3332,"charter", 32.290,0.1648, 331, 331,charter
FALSE, 2083.3332,"pier", 26.320,0.0789, 331, 331,pier
FALSE, 2916.6666,"beach",  4.290,0.0678, 332, 332,beach
TRUE, 2916.6666,"boat",  4.290,0.0276, 332, 332,boat
FALSE, 2916.6666,"charter", 29.290,0.0029, 332, 332,charter
FALSE, 2916.6666,"pier",  4.290,0.0503, 332, 332,pier
FALSE, 4583.3320,"beach",  6.290,0.0678, 333, 333,beach
TRUE, 4583.3320,"boat",  6.290,0.0276, 333, 333,boat
FALSE, 4583.3320,"charter", 31.290,0.0029, 333, 333,charter
FALSE, 4583.3320,"pier",  6.290,0.0503, 333, 333,pier
FALSE, 6250.0013,"beach", 74.610,0.0678, 334, 334,beach
FALSE, 6250.0013,"boat", 16.580,0.0499, 334, 334,boat
TRUE, 6250.0013,"charter", 45.580,0.2421, 334, 334,charter
FALSE, 6250.0013,"pier", 74.610,0.0025, 334, 334,pier
FALSE, 2916.6666,"beach",  4.290,0.0678, 335, 335,beach
FALSE, 2916.6666,"boat",  4.290,0.2601, 335, 335,boat
FALSE, 2916.6666,"charter", 29.290,0.5391, 335, 335,charter
TRUE, 2916.6666,"pier",  4.290,0.0503, 335, 335,pier
FALSE, 4583.3320,"beach",  6.290,0.0678, 336, 336,beach
FALSE, 4583.3320,"boat",  6.290,0.2601, 336, 336,boat
TRUE, 4583.3320,"charter", 31.290,0.5391, 336, 336,charter
FALSE, 4583.3320,"pier",  6.290,0.0503, 336, 336,pier
TRUE, 1249.9998,"beach",  2.290,0.0678, 337, 337,beach
FALSE, 1249.9998,"boat",  2.290,0.0276, 337, 337,boat
FALSE, 1249.9998,"charter", 27.290,0.0029, 337, 337,charter
FALSE, 1249.9998,"pier",  2.290,0.0503, 337, 337,pier
FALSE, 3749.9999,"beach",  5.290,0.0678, 338, 338,beach
FALSE, 3749.9999,"boat",  5.290,0.0276, 338, 338,boat
FALSE, 3749.9999,"charter", 30.290,0.0029, 338, 338,charter
TRUE, 3749.9999,"pier",  5.290,0.0503, 338, 338,pier
FALSE, 2083.3332,"beach",  3.290,0.0678, 339, 339,beach
TRUE, 2083.3332,"boat",  3.290,0.0276, 339, 339,boat
FALSE, 2083.3332,"charter", 28.290,0.0029, 339, 339,charter
FALSE, 2083.3332,"pier",  3.290,0.0503, 339, 339,pier
FALSE, 1249.9998,"beach",  2.290,0.0678, 340, 340,beach
TRUE, 1249.9998,"boat",  2.290,0.0276, 340, 340,boat
FALSE, 1249.9998,"charter", 27.290,0.0029, 340, 340,charter
FALSE, 1249.9998,"pier",  2.290,0.0503, 340, 340,pier
FALSE, 2916.6666,"beach", 34.320,0.0678, 341, 341,beach
TRUE, 2916.6666,"boat",  4.290,0.0014, 341, 341,boat
FALSE, 2916.6666,"charter", 33.290,0.0029, 341, 341,charter
FALSE, 2916.6666,"pier", 34.320,0.0789, 341, 341,pier
FALSE, 4583.3320,"beach",  6.290,0.0678, 342, 342,beach
FALSE, 4583.3320,"boat",  6.290,0.0276, 342, 342,boat
TRUE, 4583.3320,"charter", 31.290,0.0029, 342, 342,charter
FALSE, 4583.3320,"pier",  6.290,0.0503, 342, 342,pier
FALSE, 7083.3317,"beach",  9.290,0.0678, 343, 343,beach
TRUE, 7083.3317,"boat",  9.290,0.2601, 343, 343,boat
FALSE, 7083.3317,"charter", 34.290,0.5391, 343, 343,charter
FALSE, 7083.3317,"pier",  9.290,0.0503, 343, 343,pier
TRUE, 3749.9999,"beach",306.820,0.5333, 344, 344,beach
FALSE, 3749.9999,"boat", 42.320,0.2413, 344, 344,boat
FALSE, 3749.9999,"charter", 77.320,1.0266, 344, 344,charter
FALSE, 3749.9999,"pier",306.820,0.4522, 344, 344,pier
FALSE, 5416.6667,"beach", 65.610,0.0678, 345, 345,beach
TRUE, 5416.6667,"boat",231.822,0.0897, 345, 345,boat
FALSE, 5416.6667,"charter",266.822,1.0905, 345, 345,charter
FALSE, 5416.6667,"pier", 65.610,0.0789, 345, 345,pier
FALSE, 6250.0013,"beach",  8.290,0.0678, 346, 346,beach
TRUE, 6250.0013,"boat",  8.290,0.0276, 346, 346,boat
FALSE, 6250.0013,"charter", 33.290,0.0029, 346, 346,charter
FALSE, 6250.0013,"pier",  8.290,0.0503, 346, 346,pier
FALSE, 2916.6666,"beach",132.132,0.1049, 347, 347,beach
FALSE, 2916.6666,"boat", 34.320,0.0613, 347, 347,boat
TRUE, 2916.6666,"charter", 58.320,0.3087, 347, 347,charter
FALSE, 2916.6666,"pier",132.132,0.0079, 347, 347,pier
FALSE, 2083.3332,"beach", 26.320,0.0678, 348, 348,beach
FALSE, 2083.3332,"boat",  3.290,0.0014, 348, 348,boat
TRUE, 2083.3332,"charter", 32.290,0.0029, 348, 348,charter
FALSE, 2083.3332,"pier", 26.320,0.0789, 348, 348,pier
FALSE, 5416.6667,"beach",  7.290,0.0678, 349, 349,beach
FALSE, 5416.6667,"boat",  7.290,0.2601, 349, 349,boat
TRUE, 5416.6667,"charter", 32.290,0.5391, 349, 349,charter
FALSE, 5416.6667,"pier",  7.290,0.0503, 349, 349,pier
FALSE, 7916.6663,"beach", 51.450,0.0678, 350, 350,beach
TRUE, 7916.6663,"boat", 30.870,0.1643, 350, 350,boat
FALSE, 7916.6663,"charter", 59.870,0.5391, 350, 350,charter
FALSE, 7916.6663,"pier", 51.450,0.0789, 350, 350,pier
FALSE, 7916.6663,"beach", 30.870,0.0678, 351, 351,beach
TRUE, 7916.6663,"boat", 30.870,0.2601, 351, 351,boat
FALSE, 7916.6663,"charter", 55.870,0.5391, 351, 351,charter
FALSE, 7916.6663,"pier", 30.870,0.0503, 351, 351,pier
FALSE, 2916.6666,"beach", 12.870,0.0678, 352, 352,beach
TRUE, 2916.6666,"boat", 12.870,0.0276, 352, 352,boat
FALSE, 2916.6666,"charter", 37.870,0.0029, 352, 352,charter
FALSE, 2916.6666,"pier", 12.870,0.0503, 352, 352,pier
FALSE, 5416.6667,"beach", 21.870,0.0678, 353, 353,beach
FALSE, 5416.6667,"boat", 21.870,0.0230, 353, 353,boat
TRUE, 5416.6667,"charter", 46.870,0.1648, 353, 353,charter
FALSE, 5416.6667,"pier", 21.870,0.0503, 353, 353,pier
TRUE, 5416.6667,"beach", 24.786,0.0678, 354, 354,beach
FALSE, 5416.6667,"boat", 24.786,0.2601, 354, 354,boat
FALSE, 5416.6667,"charter", 49.786,0.5391, 354, 354,charter
FALSE, 5416.6667,"pier", 24.786,0.0503, 354, 354,pier
FALSE, 4583.3320,"beach", 21.386,0.0678, 355, 355,beach
FALSE, 4583.3320,"boat", 21.386,0.1643, 355, 355,boat
TRUE, 4583.3320,"charter", 50.386,0.5391, 355, 355,charter
FALSE, 4583.3320,"pier", 21.386,0.0789, 355, 355,pier
FALSE, 6250.0013,"beach",455.950,0.5333, 356, 356,beach
FALSE, 6250.0013,"boat", 41.450,0.0361, 356, 356,boat
TRUE, 6250.0013,"charter", 76.450,0.4216, 356, 356,charter
FALSE, 6250.0013,"pier",455.950,0.0069, 356, 356,pier
FALSE, 2916.6666,"beach", 12.870,0.0678, 357, 357,beach
TRUE, 2916.6666,"boat", 12.870,0.2601, 357, 357,boat
FALSE, 2916.6666,"charter", 37.870,0.5391, 357, 357,charter
FALSE, 2916.6666,"pier", 12.870,0.0503, 357, 357,pier
FALSE, 2916.6666,"beach",119.262,0.2537, 358, 358,beach
FALSE, 2916.6666,"boat",235.950,0.0531, 358, 358,boat
TRUE, 2916.6666,"charter",260.950,0.0052, 358, 358,charter
FALSE, 2916.6666,"pier",119.262,0.1498, 358, 358,pier
FALSE, 3749.9999,"beach", 15.870,0.0678, 359, 359,beach
TRUE, 3749.9999,"boat", 15.870,0.2601, 359, 359,boat
FALSE, 3749.9999,"charter", 40.870,0.5391, 359, 359,charter
FALSE, 3749.9999,"pier", 15.870,0.0503, 359, 359,pier
FALSE, 6250.0013,"beach", 24.870,0.0678, 360, 360,beach
TRUE, 6250.0013,"boat", 24.870,0.2601, 360, 360,boat
FALSE, 6250.0013,"charter", 49.870,0.5391, 360, 360,charter
FALSE, 6250.0013,"pier", 24.870,0.0503, 360, 360,pier
FALSE, 7083.3317,"beach", 46.450,0.0678, 361, 361,beach
FALSE, 7083.3317,"boat", 27.870,0.1643, 361, 361,boat
TRUE, 7083.3317,"charter", 56.870,0.0041, 361, 361,charter
FALSE, 7083.3317,"pier", 46.450,0.0789, 361, 361,pier
TRUE, 1249.9998,"beach",  4.122,0.0678, 362, 362,beach
FALSE, 1249.9998,"boat",  4.122,0.2601, 362, 362,boat
FALSE, 1249.9998,"charter", 29.122,0.5391, 362, 362,charter
FALSE, 1249.9998,"pier",  4.122,0.0503, 362, 362,pier
FALSE, 1249.9998,"beach",  4.122,0.0678, 363, 363,beach
FALSE, 1249.9998,"boat",  4.122,0.2601, 363, 363,boat
FALSE, 1249.9998,"charter", 29.122,0.5391, 363, 363,charter
TRUE, 1249.9998,"pier",  4.122,0.0503, 363, 363,pier
FALSE, 4583.3320,"beach",130.832,0.0678, 364, 364,beach
TRUE, 4583.3320,"boat",130.832,0.2601, 364, 364,boat
FALSE, 4583.3320,"charter",155.832,0.5391, 364, 364,charter
FALSE, 4583.3320,"pier",130.832,0.0503, 364, 364,pier
FALSE, 3749.9999,"beach",119.554,0.1049, 365, 365,beach
TRUE, 3749.9999,"boat", 73.002,0.0238, 365, 365,boat
FALSE, 3749.9999,"charter", 97.002,0.0468, 365, 365,charter
FALSE, 3749.9999,"pier",119.554,0.0451, 365, 365,pier
FALSE, 2083.3332,"beach", 45.402,0.0678, 366, 366,beach
TRUE, 2083.3332,"boat", 74.354,0.0897, 366, 366,boat
FALSE, 2083.3332,"charter",109.354,1.0905, 366, 366,charter
FALSE, 2083.3332,"pier", 45.402,0.0789, 366, 366,pier
FALSE, 2083.3332,"beach", 45.402,0.0678, 367, 367,beach
FALSE, 2083.3332,"boat", 74.354,0.0559, 367, 367,boat
TRUE, 2083.3332,"charter",109.354,0.6456, 367, 367,charter
FALSE, 2083.3332,"pier", 45.402,0.0789, 367, 367,pier
FALSE, 3749.9999,"beach",119.554,0.1049, 368, 368,beach
TRUE, 3749.9999,"boat", 73.002,0.1574, 368, 368,boat
FALSE, 3749.9999,"charter", 97.002,0.4671, 368, 368,charter
FALSE, 3749.9999,"pier",119.554,0.0451, 368, 368,pier
FALSE, 1249.9998,"beach", 31.602,0.0678, 369, 369,beach
FALSE, 1249.9998,"boat", 51.754,0.0102, 369, 369,boat
TRUE, 1249.9998,"charter", 86.754,0.0209, 369, 369,charter
FALSE, 1249.9998,"pier", 31.602,0.0789, 369, 369,pier
FALSE, 1249.9998,"beach",106.714,0.5333, 370, 370,beach
FALSE, 1249.9998,"boat", 31.602,0.0361, 370, 370,boat
TRUE, 1249.9998,"charter", 66.602,0.4216, 370, 370,charter
FALSE, 1249.9998,"pier",106.714,0.0069, 370, 370,pier
TRUE, 1249.9998,"beach", 37.098,0.0678, 371, 371,beach
FALSE, 1249.9998,"boat", 37.098,0.1643, 371, 371,boat
FALSE, 1249.9998,"charter", 66.098,0.5391, 371, 371,charter
FALSE, 1249.9998,"pier", 37.098,0.0789, 371, 371,pier
FALSE,  416.6667,"beach", 20.898,0.0678, 372, 372,beach
FALSE,  416.6667,"boat", 20.898,0.1643, 372, 372,boat
FALSE,  416.6667,"charter", 49.898,0.5391, 372, 372,charter
TRUE,  416.6667,"pier", 20.898,0.0789, 372, 372,pier
FALSE, 5416.6667,"beach",393.660,0.5333, 373, 373,beach
FALSE, 5416.6667,"boat",154.548,0.0156, 373, 373,boat
TRUE, 5416.6667,"charter",189.548,0.0058, 373, 373,charter
FALSE, 5416.6667,"pier",393.660,0.4522, 373, 373,pier
FALSE, 2083.3332,"beach",177.660,0.5333, 374, 374,beach
FALSE, 2083.3332,"boat", 69.748,0.0361, 374, 374,boat
TRUE, 2083.3332,"charter",104.748,0.4216, 374, 374,charter
FALSE, 2083.3332,"pier",177.660,0.0069, 374, 374,pier
FALSE,  416.6667,"beach", 26.832,0.0678, 375, 375,beach
FALSE,  416.6667,"boat", 26.832,0.1491, 375, 375,boat
TRUE,  416.6667,"charter", 51.832,0.2421, 375, 375,charter
FALSE,  416.6667,"pier", 26.832,0.0052, 375, 375,pier
FALSE, 3749.9999,"beach",110.032,0.0678, 376, 376,beach
FALSE, 3749.9999,"boat",110.032,0.2601, 376, 376,boat
TRUE, 3749.9999,"charter",135.032,0.5391, 376, 376,charter
FALSE, 3749.9999,"pier",110.032,0.0503, 376, 376,pier
FALSE, 5416.6667,"beach",151.632,0.0678, 377, 377,beach
TRUE, 5416.6667,"boat",236.196,0.0102, 377, 377,boat
FALSE, 5416.6667,"charter",271.196,0.0209, 377, 377,charter
FALSE, 5416.6667,"pier",151.632,0.0789, 377, 377,pier
FALSE,12499.9980,"beach",511.596,0.1049, 378, 378,beach
TRUE,12499.9980,"boat",328.432,0.0023, 378, 378,boat
FALSE,12499.9980,"charter",352.432,0.0046, 378, 378,charter
FALSE,12499.9980,"pier",511.596,0.0451, 378, 378,pier
FALSE, 4583.3320,"beach",353.498,0.5333, 379, 379,beach
FALSE, 4583.3320,"boat",130.832,0.2413, 379, 379,boat
TRUE, 4583.3320,"charter",165.832,1.0266, 379, 379,charter
FALSE, 4583.3320,"pier",353.498,0.4522, 379, 379,pier
FALSE, 2083.3332,"beach", 68.432,0.0678, 380, 380,beach
TRUE, 2083.3332,"boat",106.596,0.0559, 380, 380,boat
FALSE, 2083.3332,"charter",141.596,0.6456, 380, 380,charter
FALSE, 2083.3332,"pier", 68.432,0.0789, 380, 380,pier
FALSE, 2916.6666,"beach", 90.948,0.0678, 381, 381,beach
FALSE, 2916.6666,"boat", 90.948,0.0014, 381, 381,boat
FALSE, 2916.6666,"charter",119.948,0.0029, 381, 381,charter
TRUE, 2916.6666,"pier", 90.948,0.0789, 381, 381,pier
FALSE, 2916.6666,"beach",132.990,0.1049, 382, 382,beach
TRUE, 2916.6666,"boat", 90.948,0.0023, 382, 382,boat
FALSE, 2916.6666,"charter",114.948,0.0046, 382, 382,charter
FALSE, 2916.6666,"pier",132.990,0.0451, 382, 382,pier
FALSE, 2916.6666,"beach", 90.948,0.0678, 383, 383,beach
FALSE, 2916.6666,"boat",132.990,0.0732, 383, 383,boat
TRUE, 2916.6666,"charter",162.490,0.1726, 383, 383,charter
FALSE, 2916.6666,"pier", 90.948,0.0052, 383, 383,pier
FALSE,  416.6667,"beach", 65.016,0.5333, 384, 384,beach
FALSE,  416.6667,"boat", 26.574,0.2413, 384, 384,boat
TRUE,  416.6667,"charter", 61.574,1.0266, 384, 384,charter
FALSE,  416.6667,"pier", 65.016,0.4522, 384, 384,pier
FALSE, 2916.6666,"beach",216.216,0.5333, 385, 385,beach
FALSE, 2916.6666,"boat", 88.374,0.0156, 385, 385,boat
TRUE, 2916.6666,"charter",123.374,0.0058, 385, 385,charter
FALSE, 2916.6666,"pier",216.216,0.4522, 385, 385,pier
FALSE, 5416.6667,"beach",319.302,0.1049, 386, 386,beach
TRUE, 5416.6667,"boat",247.860,0.0613, 386, 386,boat
FALSE, 5416.6667,"charter",271.860,0.3087, 386, 386,charter
FALSE, 5416.6667,"pier",319.302,0.0079, 386, 386,pier
FALSE, 7083.3317,"beach",295.422,0.1049, 387, 387,beach
TRUE, 7083.3317,"boat",115.196,0.1574, 387, 387,boat
FALSE, 7083.3317,"charter",139.196,0.4671, 387, 387,charter
FALSE, 7083.3317,"pier",295.422,0.0451, 387, 387,pier
FALSE, 5416.6667,"beach",150.174,0.0678, 388, 388,beach
FALSE, 5416.6667,"boat",170.586,0.1643, 388, 388,boat
FALSE, 5416.6667,"charter",199.586,0.5391, 388, 388,charter
TRUE, 5416.6667,"pier",150.174,0.0789, 388, 388,pier
FALSE, 5416.6667,"beach",367.416,0.5333, 389, 389,beach
FALSE, 5416.6667,"boat",150.174,0.2413, 389, 389,boat
TRUE, 5416.6667,"charter",185.174,1.0266, 389, 389,charter
FALSE, 5416.6667,"pier",367.416,0.4522, 389, 389,pier
FALSE, 6250.0013,"beach",170.774,0.0678, 390, 390,beach
FALSE, 6250.0013,"boat",218.856,0.0108, 390, 390,boat
TRUE, 6250.0013,"charter",253.856,0.2377, 390, 390,charter
FALSE, 6250.0013,"pier",170.774,0.0025, 390, 390,pier
FALSE, 2916.6666,"beach", 88.374,0.0678, 391, 391,beach
FALSE, 2916.6666,"boat",113.256,0.0559, 391, 391,boat
TRUE, 2916.6666,"charter",148.256,0.6456, 391, 391,charter
FALSE, 2916.6666,"pier", 88.374,0.0789, 391, 391,pier
TRUE, 1249.9998,"beach", 47.174,0.0678, 392, 392,beach
FALSE, 1249.9998,"boat", 53.586,0.1643, 392, 392,boat
FALSE, 1249.9998,"charter", 82.586,0.5391, 392, 392,charter
FALSE, 1249.9998,"pier", 47.174,0.0789, 392, 392,pier
FALSE, 4583.3320,"beach",129.574,0.0678, 393, 393,beach
FALSE, 4583.3320,"boat",147.186,0.1643, 393, 393,boat
FALSE, 4583.3320,"charter",176.186,0.5391, 393, 393,charter
TRUE, 4583.3320,"pier",129.574,0.0789, 393, 393,pier
FALSE, 3749.9999,"beach",108.974,0.0678, 394, 394,beach
FALSE, 3749.9999,"boat",123.786,0.1643, 394, 394,boat
FALSE, 3749.9999,"charter",152.786,0.5391, 394, 394,charter
TRUE, 3749.9999,"pier",108.974,0.0789, 394, 394,pier
FALSE, 8750.0010,"beach",569.016,0.5333, 395, 395,beach
FALSE, 8750.0010,"boat",232.574,0.2413, 395, 395,boat
TRUE, 8750.0010,"charter",267.574,1.0266, 395, 395,charter
FALSE, 8750.0010,"pier",569.016,0.4522, 395, 395,pier
FALSE, 2916.6666,"beach", 88.374,0.0678, 396, 396,beach
FALSE, 2916.6666,"boat",100.386,0.1643, 396, 396,boat
TRUE, 2916.6666,"charter",129.386,0.5391, 396, 396,charter
FALSE, 2916.6666,"pier", 88.374,0.0789, 396, 396,pier
FALSE, 4583.3320,"beach",317.016,0.5333, 397, 397,beach
FALSE, 4583.3320,"boat",129.574,0.1665, 397, 397,boat
TRUE, 4583.3320,"charter",164.574,0.3975, 397, 397,charter
FALSE, 4583.3320,"pier",317.016,0.4522, 397, 397,pier
FALSE, 2083.3332,"beach",106.596,0.2537, 398, 398,beach
FALSE, 2083.3332,"boat",168.448,0.6817, 398, 398,boat
TRUE, 2083.3332,"charter",193.448,2.3014, 398, 398,charter
FALSE, 2083.3332,"pier",106.596,0.1498, 398, 398,pier
FALSE, 3749.9999,"beach",140.714,0.0678, 399, 399,beach
FALSE, 3749.9999,"boat",159.758,0.0499, 399, 399,boat
TRUE, 3749.9999,"charter",188.758,0.2421, 399, 399,charter
FALSE, 3749.9999,"pier",140.714,0.0025, 399, 399,pier
FALSE, 3749.9999,"beach",171.396,0.1049, 400, 400,beach
TRUE, 3749.9999,"boat",140.714,0.1574, 400, 400,boat
FALSE, 3749.9999,"charter",164.714,0.4671, 400, 400,charter
FALSE, 3749.9999,"pier",171.396,0.0451, 400, 400,pier
FALSE, 3749.9999,"beach",171.396,0.2537, 401, 401,beach
TRUE, 3749.9999,"boat",270.848,0.0531, 401, 401,boat
FALSE, 3749.9999,"charter",295.848,0.0052, 401, 401,charter
FALSE, 3749.9999,"pier",171.396,0.1498, 401, 401,pier
FALSE, 3749.9999,"beach",107.916,0.0678, 402, 402,beach
FALSE, 3749.9999,"boat",138.598,0.0559, 402, 402,boat
TRUE, 3749.9999,"charter",173.598,0.6456, 402, 402,charter
FALSE, 3749.9999,"pier",107.916,0.0789, 402, 402,pier
FALSE, 4583.3320,"beach",115.736,0.1049, 403, 403,beach
TRUE, 4583.3320,"boat", 79.254,0.0023, 403, 403,boat
FALSE, 4583.3320,"charter",103.254,0.0046, 403, 403,charter
FALSE, 4583.3320,"pier",115.736,0.0451, 403, 403,pier
FALSE, 4583.3320,"beach",266.696,0.5333, 404, 404,beach
FALSE, 4583.3320,"boat", 79.254,0.0361, 404, 404,boat
TRUE, 4583.3320,"charter",114.254,0.4216, 404, 404,charter
FALSE, 4583.3320,"pier",266.696,0.0069, 404, 404,pier
FALSE, 2916.6666,"beach", 86.658,0.1049, 405, 405,beach
TRUE, 2916.6666,"boat", 37.752,0.0023, 405, 405,boat
FALSE, 2916.6666,"charter", 61.752,0.0046, 405, 405,charter
FALSE, 2916.6666,"pier", 86.658,0.0451, 405, 405,pier
FALSE,  416.6667,"beach", 58.050,0.5333, 406, 406,beach
TRUE,  416.6667,"boat", 11.352,0.0361, 406, 406,boat
FALSE,  416.6667,"charter", 46.352,0.4216, 406, 406,charter
FALSE,  416.6667,"pier", 58.050,0.0069, 406, 406,pier
FALSE, 2916.6666,"beach", 86.658,0.1049, 407, 407,beach
TRUE, 2916.6666,"boat", 37.752,0.0023, 407, 407,boat
FALSE, 2916.6666,"charter", 61.752,0.0046, 407, 407,charter
FALSE, 2916.6666,"pier", 86.658,0.0451, 407, 407,pier
FALSE, 3749.9999,"beach", 85.698,0.1049, 408, 408,beach
FALSE, 3749.9999,"boat", 60.306,0.0023, 408, 408,boat
TRUE, 3749.9999,"charter", 84.306,0.0046, 408, 408,charter
FALSE, 3749.9999,"pier", 85.698,0.0451, 408, 408,pier
FALSE, 3749.9999,"beach",212.658,0.5333, 409, 409,beach
FALSE, 3749.9999,"boat", 60.306,0.0156, 409, 409,boat
TRUE, 3749.9999,"charter", 95.306,0.0058, 409, 409,charter
FALSE, 3749.9999,"pier",212.658,0.4522, 409, 409,pier
FALSE, 3749.9999,"beach",212.658,0.5333, 410, 410,beach
FALSE, 3749.9999,"boat", 60.306,0.0156, 410, 410,boat
TRUE, 3749.9999,"charter", 95.306,0.0058, 410, 410,charter
FALSE, 3749.9999,"pier",212.658,0.4522, 410, 410,pier
FALSE, 2916.6666,"beach", 69.498,0.1049, 411, 411,beach
FALSE, 2916.6666,"boat", 48.906,0.0023, 411, 411,boat
TRUE, 2916.6666,"charter", 72.906,0.0046, 411, 411,charter
FALSE, 2916.6666,"pier", 69.498,0.0451, 411, 411,pier
TRUE, 3749.9999,"beach", 85.698,0.2537, 412, 412,beach
FALSE, 3749.9999,"boat", 85.698,0.0233, 412, 412,boat
FALSE, 3749.9999,"charter",104.198,0.0219, 412, 412,charter
FALSE, 3749.9999,"pier", 85.698,0.1498, 412, 412,pier
FALSE, 2083.3332,"beach", 53.298,0.1049, 413, 413,beach
TRUE, 2083.3332,"boat", 37.506,0.1574, 413, 413,boat
FALSE, 2083.3332,"charter", 61.506,0.4671, 413, 413,charter
FALSE, 2083.3332,"pier", 53.298,0.0451, 413, 413,pier
FALSE, 2916.6666,"beach",172.458,0.5333, 414, 414,beach
TRUE, 2916.6666,"boat", 48.906,0.2413, 414, 414,boat
FALSE, 2916.6666,"charter", 83.906,1.0266, 414, 414,charter
FALSE, 2916.6666,"pier",172.458,0.4522, 414, 414,pier
FALSE, 3749.9999,"beach",212.658,0.5333, 415, 415,beach
FALSE, 3749.9999,"boat", 60.306,0.0361, 415, 415,boat
TRUE, 3749.9999,"charter", 95.306,0.4216, 415, 415,charter
FALSE, 3749.9999,"pier",212.658,0.0069, 415, 415,pier
FALSE, 3749.9999,"beach",224.296,0.5333, 416, 416,beach
FALSE, 3749.9999,"boat", 66.654,0.2413, 416, 416,boat
FALSE, 3749.9999,"charter",101.654,1.0266, 416, 416,charter
TRUE, 3749.9999,"pier",224.296,0.4522, 416, 416,pier
FALSE, 2083.3332,"beach", 34.874,0.0678, 417, 417,beach
FALSE, 2083.3332,"boat", 34.874,0.1643, 417, 417,boat
FALSE, 2083.3332,"charter", 63.874,0.5391, 417, 417,charter
TRUE, 2083.3332,"pier", 34.874,0.0789, 417, 417,pier
FALSE, 5416.6667,"beach",360.126,0.5333, 418, 418,beach
FALSE, 5416.6667,"boat", 77.274,0.0156, 418, 418,boat
TRUE, 5416.6667,"charter",112.274,0.0058, 418, 418,charter
FALSE, 5416.6667,"pier",360.126,0.4522, 418, 418,pier
FALSE, 2083.3332,"beach", 34.874,0.0678, 419, 419,beach
FALSE, 2083.3332,"boat", 34.874,0.0276, 419, 419,boat
TRUE, 2083.3332,"charter", 59.874,0.0029, 419, 419,charter
FALSE, 2083.3332,"pier", 34.874,0.0503, 419, 419,pier
FALSE, 3749.9999,"beach",261.326,0.5333, 420, 420,beach
FALSE, 3749.9999,"boat", 56.074,0.0156, 420, 420,boat
TRUE, 3749.9999,"charter", 91.074,0.0058, 420, 420,charter
FALSE, 3749.9999,"pier",261.326,0.4522, 420, 420,pier
