id,sex,income,car,size,choice,dealer
266,male,33,Europe,2,0,4
267,male,20.299999,American,4,1,9
267,male,20.299999,Japan,4,0,3
267,male,20.299999,Europe,4,0,3
268,male,38,American,3,0,14
268,male,38,Japan,3,1,10
268,male,38,Europe,3,0,2
269,female,60.400002,American,3,1,18
269,female,60.400002,Japan,3,0,5
269,female,60.400002,Europe,3,0,4
270,male,69,American,3,1,23
270,male,69,Japan,3,0,8
270,male,69,Europe,3,0,2
271,male,27.700001,American,1,0,21
271,male,27.700001,Japan,1,1,9
271,male,27.700001,Europe,1,0,5
272,male,41,American,2,0,20
272,male,41,Japan,2,1,10
272,male,41,Europe,2,0,5
273,male,65.599998,American,4,0,13
273,male,65.599998,Japan,4,1,4
273,male,65.599998,Europe,4,0,5
274,male,24.799999,American,3,1,21
274,male,24.799999,Japan,3,0,5
274,male,24.799999,Europe,3,0,3
275,male,21.6,American,2,1,19
275,male,21.6,Japan,2,0,8
275,male,21.6,Europe,2,0,3
276,female,43.299999,American,1,1,23
276,female,43.299999,Japan,1,0,9
276,female,43.299999,Europe,1,0,5
277,female,44.400002,American,1,0,22
277,female,44.400002,Japan,1,1,10
277,female,44.400002,Europe,1,0,4
278,male,45.300003,American,4,1,17
278,male,45.300003,Japan,4,0,8
278,male,45.300003,Europe,4,0,1
279,male,48.799999,American,3,1,20
279,male,48.799999,Japan,3,0,10
279,male,48.799999,Europe,3,0,5
280,male,44.700001,American,4,0,23
280,male,44.700001,Japan,4,0,7
280,male,44.700001,Europe,4,1,2
281,male,57.5,American,1,1,24
281,male,57.5,Japan,1,0,9
281,male,57.5,Europe,1,0,4
282,male,42,American,2,1,20
282,male,42,Japan,2,0,8
282,male,42,Europe,2,0,3
283,male,40.5,American,1,1,23
283,male,40.5,Japan,1,0,10
283,male,40.5,Europe,1,0,4
284,male,44.400002,American,1,1,24
284,male,44.400002,Japan,1,0,10
284,male,44.400002,Europe,1,0,5
285,female,50.300003,American,2,1,21
285,female,50.300003,Japan,2,0,7
285,female,50.300003,Europe,2,0,4
286,female,41.099998,American,4,1,13
286,female,41.099998,Japan,4,0,3
286,female,41.099998,Europe,4,0,2
287,male,49,American,3,0,22
287,male,49,Japan,3,1,10
287,male,49,Europe,3,0,3
288,female,43,American,3,1,21
288,female,43,Japan,3,0,7
288,female,43,Europe,3,0,2
289,male,43.799999,American,4,0,16
289,male,43.799999,Japan,4,0,8
289,male,43.799999,Europe,4,1,3
290,male,46.599998,American,2,0,24
290,male,46.599998,Japan,2,0,8
290,male,46.599998,Europe,2,1,5
291,male,45.700001,American,3,1,14
291,male,45.700001,Japan,3,0,10
291,male,45.700001,Europe,3,0,2
292,male,69.800003,American,3,1,23
292,male,69.800003,Japan,3,0,10
292,male,69.800003,Europe,3,0,5
293,female,45.599998,American,2,0,21
293,female,45.599998,Japan,2,1,7
293,female,45.599998,Europe,2,0,5
294,male,20.9,American,1,1,23
294,male,20.9,Japan,1,0,10
294,male,20.9,Europe,1,0,4
295,male,30.6,American,4,1,20
295,male,30.6,Japan,4,0,4
295,male,30.6,Europe,4,0,4
