rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80,_Iyear_67,_Iyear_68,_Iyear_69,_Iyear_70,_Iyear_71,_Iyear_73
0,0,1,1,1,1,14,106,46,71,28,37,18,18,1.013,9.8129997,1,2,6.4219999,7.052,0,0,0,0,1,0
0,0,0,1,1,1,12,116,38,70,21,31,14,15,0,9.3699999,1,4,5.8460002,7.6789999,0,0,0,1,0,0
0,0,0,1,1,1,8,123,44,70,21,31,14,14,0,8.3459997,3,7,5.9530001,6.8280001,0,0,0,1,0,0
0,0,0,1,1,1,8,118,40,68,21,33,16,16,.37799999,12.388,1,13,6.0710001,7.0170002,0,1,0,0,0,0
0,0,1,1,1,1,12,103,29,69,23,34,12,12,0,9.927,1,11,6.5,7.3130002,0,0,1,0,0,0
0,0,1,1,1,1,8,114,40,66,23,37,12,14,5.3330002,19.683001,2,3,5.6490002,6.717,0,0,0,0,0,0
0,0,1,1,1,1,12,102,36,66,21,35,12,12,4.2729998,16.382999,5,8,5.0999999,6.8429999,0,0,0,0,0,0
0,0,0,1,1,1,6,104,36,66,22,36,12,12,4.7329998,18.723,1,15,5.598,6.8860002,0,0,0,0,0,0
0,0,0,0,1,1,14,112,43,66,19,33,14,14,.37799999,14.269,1,12,5.5609999,6.9380002,0,0,0,0,0,0
0,0,0,1,1,1,12,107,39,68,18,30,12,12,.34599999,9.7370005,1,1,5.6939998,7.1479998,0,1,0,0,0,0
0,1,1,1,1,1,12,117,36,71,25,34,13,14,4.9330001,15.713,3,12,5.8720002,7.0349998,0,0,0,0,1,0
0,0,1,1,1,1,12,96,42,66,19,33,12,12,0,8.4940004,2,9,5.2979999,7.1999998,0,0,0,0,0,0
0,0,0,1,1,1,8,97,27,69,18,29,12,12,.354,9.9259996,1,6,5.914,6.8410001,0,0,1,0,0,0
0,1,0,1,1,0,8,99,29,69,19,30,10,10,2.628,12.039,1,2,5.3940001,5.927,0,0,1,0,0,0
0,0,0,0,1,1,8,126,44,70,21,31,14,14,.90600002,10.284,3,1,5.7839999,6.835,0,0,0,1,0,0
0,0,0,1,1,0,12,109,49,67,25,38,17,17,.98100001,13.081,1,4,5.8860002,7.052,1,0,0,0,0,0
0,0,0,1,1,1,12,119,48,68,21,33,16,16,.057999998,12.471,0,1,4.9419999,6.4330001,0,1,0,0,0,0
0,0,1,1,1,1,12,102,38,73,21,29,16,16,3.1429999,10.031,1,1,5.8579998,6.7350001,0,0,0,0,0,1
0,0,0,0,1,1,9,105,45,66,24,38,17,18,0,7.2639999,1,15,5.3520002,6.645,0,0,0,0,0,0
0,0,0,1,1,0,12,117,40,71,20,29,16,17,0,7.908,1,5,5.6659999,6.375,0,0,0,0,1,0
0,0,0,1,1,1,12,112,40,66,24,38,16,16,3.25,17.231001,4,18,5.9349999,7.5619998,0,0,0,0,0,0
0,0,0,1,1,1,8,89,28,67,16,29,10,12,0,7.4239998,0,3,5.3569999,6.9640002,1,0,0,0,0,0
0,0,0,0,1,1,12,131,39,70,18,28,12,12,0,7.0430002,1,1,5.7589998,6.0320001,0,0,0,1,0,0
0,0,1,1,1,1,16,114,28,73,20,28,16,16,.81599998,6.4889998,0,6,6.2969999,7.092,0,0,0,0,0,1
0,0,0,1,1,1,10,98,35,66,23,37,12,14,4.7119999,17.898001,6,2,5.737,7.0510001,0,0,0,0,0,0
0,0,0,1,1,1,12,125,30,71,20,29,13,14,1.3609999,10.007,2,11,6.04,7.092,0,0,0,0,1,0
0,0,0,1,1,1,10,100,38,69,25,36,16,18,2.378,13.392,1,3,5.8379998,6.5669999,0,0,1,0,0,0
0,0,0,1,1,1,8,113,26,70,18,28,12,12,0,6.5760002,4,3,5.6170001,6.7449999,0,0,0,1,0,0
0,0,0,1,1,1,10,102,46,68,23,35,16,16,1,13.497,1,11,5.6630001,6.908,0,1,0,0,0,0
0,0,0,0,1,1,12,82,33,73,23,31,18,18,.37799999,7.302,5,8,5.4380002,6.1950002,0,0,0,0,0,1
0,0,1,1,1,1,12,112,47,66,21,35,14,14,1.575,15.393,2,4,5.652,6.908,0,0,0,0,0,0
1,1,0,1,1,1,8,111,38,73,23,31,16,16,0,10.903,0,4,5.4029999,6.763,0,0,0,0,0,1
0,0,0,1,1,1,11,96,24,69,19,30,13,13,0,2.789,1,3,5.2979999,7.2259998,0,0,1,0,0,0
0,0,0,1,1,1,16,127,48,66,23,37,16,16,1.3329999,15.609,1,12,5.6939998,7.369,0,0,0,0,0,0
0,0,0,1,1,1,8,97,47,67,24,37,14,15,1,13.989,1,14,6.2150002,7.3790002,1,0,0,0,0,0
0,1,1,1,1,1,12,120,50,69,25,36,14,14,.79500002,11.855,2,13,6.6199999,8.0319996,0,0,1,0,0,0
0,0,0,0,1,1,16,101,41,73,27,35,16,16,.39700001,7.3860002,2,9,5.9910002,6.8000002,0,0,0,0,0,1
0,0,0,1,1,1,12,120,40,66,23,37,14,14,3.3329999,15.652,2,2,5.8109999,6.809,0,0,0,0,0,0
0,0,0,0,1,1,5,110,23,66,18,32,12,12,1.3329999,15.172,3,13,5.8200002,6.0970001,0,0,0,0,0,0
0,0,0,1,1,1,5,94,35,67,17,30,9,12,0,9.2130003,1,0,4.8280001,5.665,1,0,0,0,0,0
0,0,1,1,1,1,17,120,50,70,27,37,16,16,2.2609999,12.174,5,15,6.2919998,7.2750001,0,0,0,1,0,0
0,0,1,1,1,1,8,108,45,66,22,36,12,12,5.3779998,19.374001,7,21,5.6630001,6.869,0,0,0,0,0,0
0,0,0,1,1,1,11,103,31,66,19,33,9,12,3.5829999,17.125999,1,10,5.8460002,6.98,0,0,0,0,0,0
0,0,1,1,1,1,11,106,36,67,22,35,12,12,1,13.835,6,19,6.0159998,7.131,1,0,0,0,0,0
0,0,0,0,1,1,12,119,37,73,29,37,16,16,.37799999,6.961,10,18,6.4920001,6.9569998,0,0,0,0,0,1
0,0,1,1,1,1,8,87,33,71,27,36,12,12,7.2820001,17.820999,1,9,5.8579998,6.9840002,0,0,0,0,1,0
0,0,1,1,1,1,11,121,49,68,22,34,16,17,0,11.645,1,13,5.4640002,6.4829998,0,1,0,0,0,0
0,0,0,1,1,1,12,112,33,70,20,30,12,12,0,7.6129999,1,10,5.4250002,6.6599998,0,0,0,1,0,0
0,1,1,1,1,0,12,103,36,71,27,36,12,15,0,8.4350004,7,2,6.0819998,6.9450002,0,0,0,0,1,0
0,0,1,1,1,1,16,99,48,66,23,37,16,16,1.3329999,16.238001,1,14,5.8460002,7.5619998,0,0,0,0,0,0
0,0,1,1,1,1,12,101,40,66,23,37,14,15,1.378,15.264,3,17,5.7589998,7.092,0,0,0,0,0,0
0,0,1,1,1,1,8,109,41,69,25,36,13,14,.37799999,11.318,3,14,5.7490001,6.8080001,0,0,1,0,0,0
0,0,0,1,1,1,12,73,46,68,19,31,12,12,0,6.237,1,8,5.835,6.7909999,0,1,0,0,0,0
0,1,1,1,1,0,16,116,27,70,21,31,16,16,.31099999,10.162,1,7,5.7839999,6.7059999,0,0,0,1,0,0
0,0,0,0,1,1,12,98,42,69,18,29,12,12,0,9.8620005,1,2,5.1420002,6.6999998,0,0,1,0,0,0
1,1,0,1,1,1,14,104,43,70,20,30,13,14,.32800001,5.8800001,1,2,5.2979999,6.3579998,0,0,0,1,0,0
0,0,0,1,1,1,12,78,29,68,19,31,12,14,0,9.0039997,0,2,4.9200001,6.6279998,0,1,0,0,0,0
0,0,1,1,1,1,12,85,39,66,20,34,11,12,2.128,14.03,1,1,5.2979999,7.052,0,0,0,0,0,0
0,0,0,1,1,1,12,104,25,68,17,29,12,12,.45300001,12.385,1,7,5.3800001,6.9320002,0,1,0,0,0,0
0,0,1,1,1,1,8,109,48,66,23,37,12,12,6.3779998,20.284,8,22,5.7589998,6.9089999,0,0,0,0,0,0
0,0,0,1,1,1,10,96,33,69,19,30,13,13,0,10.722,1,12,5.4809999,7.1149998,0,0,1,0,0,0
0,0,1,1,1,0,12,90,32,66,23,37,12,12,4.3330002,17.032,4,1,5.3940001,6.5710001,0,0,0,0,0,0
0,0,1,1,1,1,12,103,29,73,24,32,15,15,1.462,8.3979998,2,3,6.1529999,6.908,0,0,0,0,0,1
0,1,1,1,1,1,14,106,41,68,21,33,16,16,.333,12.342,1,13,5.9349999,7.6339998,0,1,0,0,0,0
0,0,1,1,1,1,14,96,32,73,22,30,16,16,4.2350001,11.108,0,5,6.105,6.816,0,0,0,0,0,1
0,1,1,1,1,1,8,114,39,70,20,30,12,12,.49200001,7.757,2,5,5.2979999,6.3969998,0,0,0,1,0,0
0,0,0,1,1,1,9,86,33,66,17,31,10,11,.333,12.982,1,1,4.7870002,6.8569999,0,0,0,0,0,0
1,1,1,1,1,1,13,110,38,73,24,32,16,16,1.753,8.4799995,0,5,6.052,6.5669999,0,0,0,0,0,1
0,0,1,1,1,1,12,87,41,66,24,38,12,12,4.2950001,18.263,7,9,5.8520002,7.0479999,0,0,0,0,0,0
0,0,0,1,1,1,13,89,31,69,17,28,12,12,0,9.1599998,2,5,5.2979999,6.908,0,0,1,0,0,0
0,0,1,1,1,1,8,106,40,67,18,31,12,12,1.7690001,14.749,1,10,5.743,6.7350001,1,0,0,0,0,0
0,0,0,1,1,1,5,100,43,67,19,32,12,12,.91000003,12.281,1,3,5.4759998,5.9910002,1,0,0,0,0,0
0,0,1,1,1,1,16,111,38,67,21,34,12,12,4.428,17.445999,1,14,5.8579998,7.0689998,1,0,0,0,0,0
0,0,1,1,1,1,12,100,40,66,23,37,12,12,3.5150001,17.620001,4,2,5.927,7.092,0,0,0,0,0,0
0,0,1,1,1,1,12,114,38,67,20,33,12,12,3.378,16.365,4,17,5.6630001,7.2740002,1,0,0,0,0,0
0,0,1,1,1,1,13,98,45,73,26,34,18,18,0,5.0570002,0,1,6.033,6.2870002,0,0,0,0,0,1
0,0,0,1,1,1,9,89,24,68,18,30,11,11,.79500002,12.795,1,10,5.8579998,6.6609998,0,1,0,0,0,0
0,0,1,1,1,1,11,74,23,67,17,30,10,10,.46200001,13.419,1,9,5.2979999,6.6199999,1,0,0,0,0,0
0,0,1,1,0,1,11,130,29,68,26,38,13,13,2.7950001,14.369,3,1,5.704,6.5510001,0,1,0,0,0,0
0,0,1,1,1,1,12,108,51,71,27,36,16,16,.36500001,9.4110003,1,4,6.165,7.2049999,0,0,0,0,1,0
0,0,1,1,0,0,10,98,31,66,19,33,12,12,2.3329999,16.094,2,12,5.3889999,6.6849999,0,0,0,0,0,0
0,0,0,1,1,1,16,125,27,71,21,30,16,16,.36899999,9.3070002,1,10,5.9530001,7.131,0,0,0,0,1,0
0,0,1,1,1,1,12,104,29,73,21,29,16,16,0,4.7270002,1,8,5.7620001,7.0079999,0,0,0,0,0,1
0,0,0,0,1,1,8,98,33,69,19,30,12,14,3,11.819,0,1,5.5570002,6.1630001,0,0,1,0,0,0
0,0,1,1,0,0,11,104,37,73,25,33,15,15,0,6.0630002,3,4,6.033,6.6360002,0,0,0,0,0,1
0,0,0,1,1,1,8,120,33,66,22,36,12,12,4.6170001,18.495001,5,19,5.5209999,6.869,0,0,0,0,0,0
0,1,0,0,1,1,8,134,38,67,17,30,12,13,0,9.3859997,1,9,5.2979999,6.5809999,1,0,0,0,0,0
0,0,1,1,1,1,8,92,28,66,20,34,9,9,4.25,18.41,4,13,5.375,6.6849999,0,0,0,0,0,0
0,0,1,1,0,1,13,129,34,73,22,30,16,16,4.5479999,11.47,2,9,5.8660002,6.4889998,0,0,0,0,0,1
0,0,1,1,0,1,12,118,42,71,27,36,13,14,0,4.349,7,16,6.1919999,7.1469998,0,0,0,0,1,0
0,0,0,1,0,0,12,107,37,69,17,28,12,12,.37799999,10.789,1,7,5.8200002,7.1799998,0,0,1,0,0,0
0,0,1,1,1,1,12,92,37,66,24,38,12,12,5.461,19.406,1,15,5.6059999,6.7140002,0,0,0,0,0,0
0,0,0,1,1,1,16,118,33,73,21,29,16,16,.37799999,6.4559999,0,7,4.8280001,7.2740002,0,0,0,0,0,1
0,0,1,1,1,1,12,108,38,73,23,31,17,17,.66900003,6.5159998,0,3,6.052,7.244,0,0,0,0,0,1
0,0,1,1,0,0,12,119,42,66,22,36,12,12,5.3330002,19.735001,1,5,5.2090001,6.9450002,0,0,0,0,0,0
0,0,0,1,0,0,8,109,29,69,18,29,12,12,.414,11.436,1,12,5.5009999,6.5040002,0,0,1,0,0,0
0,0,1,1,0,0,8,91,41,71,27,36,12,12,9.0860004,17.907,1,10,5.908,7.0029998,0,0,0,0,1,0
0,0,0,1,0,1,12,118,38,69,19,30,14,14,0,8.552,1,7,5.2979999,6.908,0,0,1,0,0,0
0,0,0,1,0,0,14,119,37,68,18,30,13,13,0,9.1379995,1,2,5.3709998,6.2600002,0,1,0,0,0,0
0,0,0,1,0,0,14,103,33,68,19,31,13,14,1.314,13.249,1,13,6.1589999,7.013,0,1,0,0,0,0
0,0,1,1,0,0,12,120,25,73,20,28,16,16,0,6.072,0,4,5.927,6.869,0,0,0,0,0,1
0,0,1,1,1,1,8,122,40,67,21,34,16,18,0,6.165,1,13,5.0939999,6.5910001,1,0,0,0,0,0
0,0,0,1,0,1,8,119,35,69,17,28,12,12,.42300001,9.2049999,2,5,5.2979999,6.5370002,0,0,1,0,0,0
0,0,1,1,0,0,9,104,37,71,29,38,11,11,7.3179998,14.944,6,7,6.4380002,6.9180002,0,0,0,0,1,0
0,1,0,1,0,1,8,96,22,69,18,29,10,11,.73699999,7.1360002,0,2,5.4029999,6.3969998,0,0,1,0,0,0
0,0,1,1,0,0,8,83,36,67,21,34,12,12,2.914,15.805,4,17,5.4159999,6.3899999,1,0,0,0,0,0
0,0,0,1,0,1,10,88,27,69,18,29,12,12,.46200001,9.2969999,0,2,5.7680001,6.507,0,0,1,0,0,0
0,0,0,1,0,0,8,96,43,66,22,36,12,12,2.9949999,16.882999,4,18,5.2979999,6.6760001,0,0,0,0,0,0
0,1,1,1,1,0,12,123,42,66,24,38,17,17,1.8329999,14.39,2,7,6.0089998,7.2740002,0,0,0,0,0,0
0,1,1,1,1,1,11,108,43,66,20,34,12,12,2.3329999,14.272,1,8,5.0110002,6.507,0,0,0,0,0,0
0,0,0,1,1,1,12,116,35,73,21,29,16,16,2.5,9.5600004,1,8,6.323,6.7750001,0,0,0,0,0,1
0,0,1,1,0,0,16,109,45,68,24,36,18,18,.90799999,12.7,1,2,5.9660001,6.7350001,0,1,0,0,0,0
0,0,0,1,1,1,12,97,39,71,22,31,12,13,2.5680001,7.6300001,1,0,4.9419999,6.882,0,0,0,0,1,0
0,0,0,1,0,0,12,107,34,69,17,28,12,12,1,7.355,2,3,5.0110002,7.1090002,0,0,1,0,0,0
0,1,1,1,0,1,12,95,27,71,26,35,12,12,8.0270004,16.396999,2,5,5.8940001,6.8130002,0,0,0,0,1,0
0,0,1,1,1,1,15,109,31,73,22,30,14,15,1.3839999,8.3240004,2,2,5.7399998,6.2789998,0,0,0,0,0,1
0,0,1,1,0,0,12,104,36,66,19,33,12,12,1.9,15.281,3,11,5.7680001,6.6199999,0,0,0,0,0,0
0,0,1,1,0,1,12,110,37,66,24,38,12,12,1.6670001,15.672,2,4,5.704,7.0949998,0,0,0,0,0,0
0,0,0,0,1,0,13,94,40,71,27,36,13,13,4.0879998,16.722,1,1,6.1760001,6.6139998,0,0,0,0,1,0
0,1,1,1,0,0,8,103,38,66,23,37,12,12,2.4159999,15.271,2,1,5.9000001,6.802,0,0,0,0,0,0
0,0,0,1,1,1,8,123,45,66,18,32,12,14,0,8.6520004,1,14,5.7270002,7.0650001,0,0,0,0,0,0
0,0,0,1,0,0,6,113,33,68,19,31,12,12,.37799999,12.246,1,3,5.2979999,6.2919998,0,1,0,0,0,0
0,0,0,1,0,0,12,100,31,70,20,30,13,14,0,9.2189999,1,4,5.1360002,6.4219999,0,0,0,1,0,0
0,0,0,1,0,1,12,95,39,66,17,31,12,13,0,6.1560001,1,2,4.9770002,6.8119998,0,0,0,0,0,0
0,0,1,1,0,0,8,100,34,66,22,36,12,12,3.8310001,17.695999,5,12,5.2729998,6.645,0,0,0,0,0,0
0,0,1,1,1,1,15,108,39,66,23,37,13,13,3.7249999,17.410999,4,18,5.6700001,6.8920002,0,0,0,0,0,0
0,0,1,1,1,1,12,101,47,67,24,37,12,12,.76899999,14.63,1,12,5.3610001,6.7249999,1,0,0,0,0,0
0,0,0,0,1,1,12,90,43,66,21,35,12,12,2.25,16.750999,2,10,5.2979999,6.7789998,0,0,0,0,0,0
0,0,1,1,1,1,8,115,41,66,21,35,12,12,2.9400001,16.165001,4,7,5.737,6.934,0,0,0,0,0,0
0,0,0,1,1,1,11,84,33,70,19,29,13,13,.49700001,10.391,1,1,5.3610001,6.1420002,0,0,0,1,0,0
0,0,1,1,1,1,12,125,44,67,24,37,14,14,0,8.9060001,2,0,5.572,6.4629998,1,0,0,0,0,0
0,0,1,1,1,1,11,107,42,66,24,38,12,12,6.3330002,21.121,5,14,6.2290001,6.9419999,0,0,0,0,0,0
0,0,0,0,1,1,8,129,33,68,20,32,13,14,0,8.8579998,1,3,5.8579998,7.0999999,0,1,0,0,0,0
0,0,0,1,1,1,12,98,40,69,19,30,12,12,1.692,11.084,1,6,5.927,6.8559999,0,0,1,0,0,0
0,0,0,1,1,1,8,108,41,66,24,38,12,12,5.1900001,18.667,6,20,5.684,6.8439999,0,0,0,0,0,0
1,0,1,1,1,1,2,114,37,73,22,30,16,16,.77999997,7.6490002,1,8,6.2049999,7.131,0,0,0,0,0,1
0,0,1,1,0,0,12,111,37,71,25,34,16,18,0,6.145,1,10,5.6630001,6.3740001,0,0,0,0,1,0
0,0,0,1,0,0,12,101,29,71,19,28,12,12,.98100001,6.6609998,1,6,5.2979999,6.5409999,0,0,0,0,1,0
0,0,0,0,0,0,12,99,25,66,20,34,12,12,3.0829999,17.500999,1,12,4.9489999,6.3319998,0,0,0,0,0,0
0,0,0,0,0,0,12,75,24,68,18,30,11,12,1.192,12.29,1,5,5.1059999,5.928,0,1,0,0,0,0
0,0,0,1,0,0,6,91,29,66,24,38,12,12,0,7.3189998,1,11,5.7870002,6.5120001,0,0,0,0,0,0
0,0,1,1,0,0,12,113,38,68,21,33,16,17,0,.69199997,1,13,5.4720001,6.4829998,0,1,0,0,0,0
0,0,1,1,0,0,8,120,34,71,26,35,12,12,8.4440002,16.690001,1,7,5.5009999,6.54,0,0,0,0,1,0
0,0,0,1,1,1,12,98,32,70,19,29,13,14,.36899999,9.7950001,1,1,5.5209999,7.013,0,0,0,1,0,0
0,1,1,1,1,1,16,107,31,70,23,33,16,16,.458,10.512,2,1,6.098,7.2210002,0,0,0,1,0,0
0,0,1,1,1,1,12,121,39,73,24,32,18,18,.384,7.25,5,13,6.2150002,7.1560001,0,0,0,0,0,1
0,0,0,1,1,1,12,134,42,67,22,35,15,15,0,15.057,1,7,5.6630001,7.2049999,1,0,0,0,0,0
0,0,0,0,1,1,12,120,38,73,21,29,16,16,.75,7.6630001,1,5,6.2969999,6.75,0,0,0,0,0,1
0,0,0,0,1,1,12,105,36,70,22,32,15,15,1.02,9.0550003,1,5,5.6170001,6.789,0,0,0,1,0,0
0,0,1,1,1,1,10,121,40,73,26,34,12,12,0,4.5630002,3,10,6.3010001,7.0570002,0,0,0,0,0,1
0,0,1,1,1,1,12,113,29,71,21,30,16,16,.463,8.7729998,1,0,5.823,6.369,0,0,0,0,1,0
0,0,1,1,1,1,12,106,37,71,20,29,12,12,0,4.8010001,1,3,5.7839999,7.1389999,0,0,0,0,1,0
0,0,1,1,1,0,9,104,41,73,27,35,18,18,1.408,8.3190002,5,13,6.6030002,6.8530002,0,0,0,0,0,1
0,0,0,1,1,1,10,80,23,66,19,33,11,11,0,13.924,1,15,5.6170001,7.5229998,0,0,0,0,0,0
0,0,0,1,1,1,10,117,28,67,17,30,12,12,1,13.226,1,2,5.7839999,7.362,1,0,0,0,0,0
0,0,0,0,1,1,12,126,42,73,20,28,16,16,1.385,10.349,1,8,5.7140002,6.631,0,0,0,0,0,1
0,0,0,1,1,1,10,112,42,66,22,36,12,12,4.961,18.957001,1,15,5.5799999,7.2740002,0,0,0,0,0,0
0,0,0,1,1,1,6,83,20,70,22,32,12,12,3.1559999,13.083,1,11,5.7620001,6.2150002,0,0,0,1,0,0
0,0,0,1,1,1,6,84,13,67,19,32,10,12,0,12.559,1,9,4.8280001,7.0900002,1,0,0,0,0,0
0,0,0,1,1,0,12,109,32,67,18,31,12,12,.37799999,13.031,1,2,5.9889998,7.5599999,1,0,0,0,0,0
0,0,0,1,1,1,12,111,25,73,21,29,14,14,0,6.5110002,0,7,6.131,6.5279999,0,0,0,0,0,1
0,0,1,1,0,0,12,94,33,66,23,37,12,12,6.4619999,20.285999,1,4,5.5489998,6.651,0,0,0,0,0,0
0,0,0,1,0,0,12,96,32,67,17,30,12,16,0,7.289,1,4,5.704,5.4520001,1,0,0,0,0,0
0,0,0,1,0,0,12,101,33,69,19,30,13,13,.67299998,12.273,1,10,5.724,6.882,0,0,1,0,0,0
0,0,1,1,1,1,12,90,35,68,18,30,11,12,0,13.26,1,1,5.869,7.2199998,0,1,0,0,0,0
0,1,1,1,1,1,12,120,48,67,24,37,16,16,3.378,16.298,4,3,6.2249999,7.6669998,1,0,0,0,0,0
0,1,0,1,1,1,12,120,38,73,21,29,16,16,2.2309999,10.18,0,1,6.066,6.5510001,0,0,0,0,0,1
0,0,1,1,1,1,8,108,29,66,19,33,12,12,2.378,16.236,3,11,5.737,7.0900002,0,0,0,0,0,0
0,0,1,1,1,1,12,99,43,66,22,36,13,13,2.1900001,16.131001,4,18,5.7620001,7.0570002,0,0,0,0,0,0
0,0,1,1,1,1,12,80,31,66,20,34,11,11,2.4619999,16.312,1,15,5.6020002,6.592,0,0,0,0,0,0
0,0,1,1,1,1,10,93,45,66,22,36,11,11,5.3330002,17.393,3,2,5.631,6.6199999,0,0,0,0,0,0
0,0,0,1,1,1,11,118,43,69,21,32,13,15,.37799999,11.079,1,3,5.5209999,7.013,0,0,1,0,0,0
0,0,0,1,1,1,12,115,31,67,18,31,11,12,1,11.834,1,8,5.5050001,6.4380002,1,0,0,0,0,0
0,0,0,1,1,1,10,119,28,73,22,30,16,16,3.7390001,10.63,0,5,5.2979999,7.0900002,0,0,0,0,0,1
0,0,0,1,1,1,12,94,39,67,19,32,12,12,0,8.0190001,1,1,5.5009999,7.3400002,1,0,0,0,0,0
0,0,1,1,1,1,13,109,42,73,26,34,16,16,4.842,11.757,0,9,5.9429998,7.0510001,0,0,0,0,0,1
0,0,0,0,1,0,14,104,37,68,21,33,13,13,2.378,10.424,1,0,5.0809999,5.737,0,1,0,0,0,0
0,0,0,1,0,0,7,89,21,67,17,30,11,12,1.09,14.048,1,4,4.8280001,6.4130001,1,0,0,0,0,0
0,0,0,1,0,0,12,101,28,66,22,36,12,12,2.3540001,16.306999,3,17,5.5209999,7.467,0,0,0,0,0,0
0,1,0,0,0,1,12,96,34,71,22,31,16,16,0,8.7340002,1,1,5.704,6.908,0,0,0,0,1,0
0,0,1,1,0,0,9,109,48,66,22,36,12,12,1.5829999,14.175,1,1,5.0630002,5.8579998,0,0,0,0,0,0
0,0,1,1,0,0,4,94,38,66,23,37,12,12,3.0829999,17.063,4,18,5.3709998,6.6399999,0,0,0,0,0,0
0,0,0,1,0,0,6,115,34,66,20,34,12,12,1.473,15.304,2,2,5.5209999,6.6719999,0,0,0,0,0,0
0,0,1,1,0,0,8,92,41,66,24,38,12,12,2.161,16.061001,3,17,5.6490002,6.7069998,0,0,0,0,0,0
0,0,0,1,0,0,11,71,32,67,17,30,9,9,.51899999,11.783,1,1,5.46,6.1669998,1,0,0,0,0,0
0,0,1,1,0,0,12,130,39,66,19,33,11,14,0,14.634,1,1,4.8829999,6.8439999,0,0,0,0,0,0
0,0,0,1,0,1,12,119,38,70,22,32,16,16,.228,9.6820002,1,4,5.8460002,7.6490002,0,0,0,1,0,0
0,0,0,1,1,1,10,74,24,66,18,32,9,12,.46200001,14.389,1,3,4.8600001,5.8579998,0,0,0,0,0,0
0,0,1,1,1,1,10,124,23,73,20,28,15,15,3.7539999,10.612,1,8,6.033,7.092,0,0,0,0,0,1
0,0,1,1,0,0,12,94,29,71,22,31,14,15,.45699999,9.3620005,1,4,5.2979999,6.1090002,0,0,0,0,1,0
0,0,1,1,0,0,12,120,44,71,28,37,16,16,6.3629999,16.273001,4,13,5.5009999,6.9640002,0,0,0,0,1,0
0,0,1,1,1,1,8,96,40,66,23,37,11,11,1.545,15.407,1,15,5.7589998,6.908,0,0,0,0,0,0
0,0,0,1,1,1,12,98,42,69,17,28,12,12,.42300001,11.213,1,9,5.2979999,6.8649998,0,0,1,0,0,0
0,0,0,1,0,0,9,109,44,66,19,33,12,14,2.3329999,16.281,2,5,5.198,7.3779998,0,0,0,0,0,0
0,0,0,0,1,0,12,100,39,73,22,30,17,18,0,5.8070002,0,5,6.2010002,6.4070001,0,0,0,0,0,1
0,0,0,1,0,1,11,101,25,68,18,30,12,12,.53799999,12.653,1,1,5.2519999,6.237,0,1,0,0,0,0
0,1,1,1,0,1,12,111,40,69,21,32,16,16,.167,11.055,1,12,6.1739998,7.2519999,0,0,1,0,0,0
0,0,1,1,0,1,8,106,38,69,26,37,16,16,2.9809999,14.728,5,11,6.1329999,7.2049999,0,0,1,0,0,0
0,0,1,1,0,0,12,102,37,66,23,37,12,12,1.128,15.075,2,16,5.704,7.3280001,0,0,0,0,0,0
0,0,0,1,0,0,12,115,28,71,21,30,14,14,.741,9.3170004,1,10,5.8460002,6.98,0,0,0,0,1,0
0,0,1,1,0,1,10,99,37,70,18,28,12,12,1.387,11.332,1,11,6.2150002,7.0900002,0,0,0,1,0,0
0,0,1,1,0,1,11,118,48,66,22,36,16,16,1.3329999,15.237,2,1,5.5570002,7.2280002,0,0,0,0,0,0
0,0,0,1,1,0,13,132,37,69,22,33,13,13,0,7.6459999,1,2,5.7779999,6.7729998,0,0,1,0,0,0
0,0,0,1,1,1,12,108,26,68,18,30,13,13,.333,11.166,1,9,5.7589998,6.4380002,0,1,0,0,0,0
0,0,0,1,1,1,14,98,40,66,19,33,12,12,2.1659999,16.976,2,2,5.5450001,7.131,0,0,0,0,0,0
0,0,0,1,1,1,8,111,44,66,22,36,12,13,6.0830002,20.358999,1,12,5.553,6.987,0,0,0,0,0,0
0,0,1,1,1,0,8,79,36,66,24,38,11,11,4.3559999,17.941,4,3,5.4120002,6.5409999,0,0,0,0,0,0
0,0,0,1,0,0,12,97,29,68,19,31,12,12,1,11.097,1,11,5.2979999,6.5890002,0,1,0,0,0,0
0,0,1,1,0,0,12,99,49,66,24,38,15,15,2.3329999,16.283001,1,15,4.6539998,6.4219999,0,0,0,0,0,0
0,0,0,1,1,1,12,101,33,73,23,31,16,16,0,5.2810001,0,7,5.704,6.8169999,0,0,0,0,0,1
0,0,0,1,0,0,12,120,45,66,22,36,17,17,0,3.9030001,2,10,5.3940001,6.7839999,0,0,0,0,0,0
0,0,0,1,1,1,8,97,33,69,18,29,12,12,.37799999,10.357,2,4,5.2979999,6.5479999,0,0,1,0,0,0
0,0,1,1,0,0,8,106,34,67,23,36,12,12,4.7470002,16.698,5,18,4.9899998,6.684,1,0,0,0,0,0
0,0,0,0,0,0,12,131,44,71,21,30,16,16,.47799999,8.9250002,2,3,6.1760001,6.6999998,0,0,0,0,1,0
0,0,1,1,0,1,12,93,32,66,20,34,10,11,2.0450001,16.101,1,14,5.5009999,6.908,0,0,0,0,0,0
0,0,0,0,0,0,8,79,23,68,20,32,12,12,.37799999,11.423,1,3,5.704,6.309,0,1,0,0,0,0
0,0,0,1,1,1,11,100,38,66,17,31,12,12,.37799999,12.634,1,15,5.704,7.1700001,0,0,0,0,0,0
