taxableinc,federaltax,hsiblings,hfathereduc,hmothereduc,siblings,lfp,hours,kidsl6,kids618,age,educ,wage,wage76,hhours,hage,heduc,hwage,faminc,mtr,mothereduc,fathereduc,unemployment,largecity,exper
26000,3707,6,7,7,8,1,1336,0,2,44,9,2.6870999,2.6400001,1920,46,11,4.6875,14027,.75150001,7,10,11,0,19
15500,1519,1,16,10,2,1,1008,0,1,43,12,2.9762001,2.5,2338,42,9,7.6989002,21195,.66149998,7,7,11,1,14
15317,1482,4,7,7,3,1,1944,0,1,34,12,3.1728001,3.23,2945,37,8,4.3287001,19013,.69150001,10,7,7.5,0,16
11625,850,8,7,7,1,1,2000,0,0,45,13,3.55,3.45,2047,52,12,6.7416,20900,.66149998,12,7,11,1,10
13530,1160,6,7,9,1,1,258,0,0,39,12,17.907,0,1668,47,7,9.3525,26820,.62150002,10,3,11,0,12
16700,1740,8,3,7,4,1,1785,0,0,50,12,3.4173999,5.75,175,48,10,9.1429005,12800,.75150001,0,0,14,1,24
19000,2173,0,7,12,3,1,480,0,0,52,12,3.3333001,0,1798,53,12,2.6417999,7850,.75150001,7,7,14,0,6
16200,1648,8,3,3,4,1,772,0,2,41,12,3.8859999,7.5,1222,45,12,7.3649998,18600,.72149998,12,12,7.5,1,9
3777,0,4,3,3,6,1,900,0,0,59,10,2.3111,2.22,1820,59,7,1.4066,5380,.77149999,12,7,5,0,14
26400,3801,4,7,12,8,1,1428,0,0,52,12,1.7108001,2.5,1560,60,8,1.5192,6114,.77149999,10,7,14,0,26
18214,1821,0,3,7,8,1,210,0,0,46,16,2.1143,4,2210,49,12,3.3439,8234,.75150001,12,12,14,0,7
14700,1178,3,7,9,5,1,239,1,5,41,12,9.9330997,4.5,2874,48,16,2.9105999,20646,.72149998,3,7,11,1,4
24400,3277,0,10,10,4,1,1878,0,2,33,11,3.0276999,3.5,2499,35,8,4.3834,16640,.72149998,7,7,9.5,0,15
15000,1052,4,7,12,8,1,215,0,0,45,12,1.8605,2.3,3088,38,12,4.2097998,13900,.72149998,12,12,5,1,23
32750,4889,4,7,3,3,1,2340,1,2,36,10,.12819999,0,2020,37,8,3.7128999,11500,.78149998,10,7,7.5,0,1
18200,1821,3,7,3,4,1,1960,0,1,48,12,6.6327,6.3000002,1980,56,10,10.606,34000,.55150002,7,7,14,1,29
7500,0,8,7,3,8,1,532,0,1,47,12,5.6391001,3.5999999,1968,47,11,8.6381998,28700,.66149998,7,3,11,1,9
13900,1066,4,7,7,0,1,394,0,0,45,12,1.599,2.5,2100,45,12,3.8367,9563,.75150001,7,7,7.5,0,6
15865,1378,3,7,9,4,1,675,0,2,37,12,2.6666999,3,2651,48,17,7.1671,20960,.69150001,7,7,7.5,0,11
24000,3004,0,7,10,2,1,1515,0,4,46,16,7.9208002,6.8000002,1918,49,14,8.8634005,38590,.62150002,12,10,14,1,17
15700,1164,3,9,14,2,1,1030,0,3,43,17,5.3397999,5.8000002,2585,46,16,7.7368999,27900,.66149998,12,12,5,1,6
20000,1958,2,10,7,5,1,1250,0,2,42,12,4,4,2250,46,17,9.1702003,25633,.62150002,7,7,7.5,1,7
26000,3224,8,7,7,4,1,1158,1,2,34,17,6.0448999,5.0999999,2480,39,17,11.29,35200,.55150002,12,12,7.5,1,2
12243,562,2,10,7,3,1,112,0,0,52,12,6.25,0,2924,53,12,6.3269,29500,.58149999,7,7,7.5,1,24
3000,0,3,7,7,3,1,336,0,3,37,12,2.9762001,2.2,1896,52,9,4.7467999,10000,.75150001,10,7,7.5,0,4
5000,0,2,3,7,8,1,1984,0,1,37,12,4.2339001,4.7800002,2332,40,12,4.8885002,19800,.69150001,10,7,5,0,11
22800,3614,1,7,12,4,1,716,0,0,52,8,3.4916,2.2,3482,59,7,2.4842,12900,.72149998,7,7,5,0,25
19392,2671,4,14,7,1,1,1410,1,0,30,12,4.9645,1.28,2106,30,14,8.5469999,26080,.62150002,12,12,7.5,0,11
10800,1043,6,7,7,8,1,1300,0,1,31,13,2.7692001,0,1160,32,12,6.6378999,13066,.75150001,17,7,11,1,2
18200,2440,7,10,12,3,1,1640,0,1,38,12,3.6585,3.25,2040,46,12,3.1863,12500,.72149998,7,7,7.5,0,19
17500,2293,3,7,12,1,1,1202,0,3,43,12,5.3934999,0,2856,48,16,4.5465999,35600,.58149999,7,7,9,1,7
19768,2755,1,12,12,0,1,489,0,1,49,8,.65640002,2.29,950,51,8,12.789,19424,.75150001,7,7,5,1,2
8068,517,8,7,7,0,1,2076,0,0,55,12,4.7687998,4.6799998,2068,58,10,6.5279999,26250,.66149998,7,7,5,1,20
24350,3547,2,12,12,4,1,526,0,2,38,17,8.5551004,4.1999998,1896,42,17,16.403,36525,.55150002,12,14,9.5,1,10
25100,3735,4,7,7,2,1,1721,0,0,52,17,10.459,9.5,2000,56,16,7,34700,.61000001,14,17,14,1,19
22000,3020,2,12,12,1,1,1327,0,0,48,12,2.6375,2.5699999,288,51,11,13.542,8311,.75150001,7,7,11,1,17
42250,8746,6,7,12,1,1,584,0,2,32,13,6.8492999,4.3200002,2160,33,12,6.7129998,28626,.69150001,12,10,11,1,12
26040,3947,0,10,12,1,1,1376,0,1,32,12,5.0872002,5,3120,33,17,5.4487,24400,.66149998,7,7,5,1,11
25700,3455,0,16,14,1,1,1040,0,2,38,12,.96149999,0,1944,41,17,6.6872001,14025,.72149998,7,7,7.5,1,6
7000,190,1,7,3,4,1,548,0,3,46,12,4.3066001,3.6900001,2046,47,12,9.0943003,21367,.69150001,16,12,14,1,10
4000,0,3,12,10,1,1,15,0,3,40,12,7.0667,0,2005,42,9,6.5337,14136,.75150001,7,7,7.5,0,4
12000,921,7,12,12,2,1,1980,0,4,31,9,2.5253,2.5599999,2070,36,10,4.6859999,19900,.75150001,10,7,5,1,2
19022,2390,2,16,16,2,1,1520,0,1,43,10,7.8947001,5,3000,50,12,8,37000,.52149999,12,9,9.5,1,13
11100,927,1,10,7,1,1,1880,0,0,51,12,4.1489,3.9000001,2640,51,12,4.053,18500,.69150001,7,7,7.5,0,21
14800,1389,4,7,12,4,1,1260,1,0,30,16,8.1745996,8.1700001,2450,34,17,8.1632996,34550,.55150002,16,14,5,1,9
14500,1529,1,10,12,3,1,1092,0,0,52,13,9.5971003,0,1000,53,15,16.5,49620,.46149999,10,7,11,1,4
50300,11683,0,7,12,1,1,1587,1,5,30,8,2.0164001,2.3,2080,33,8,3.4614999,10400,.78149998,3,3,7.5,0,2
9400,600,4,12,12,2,1,156,0,0,51,16,7.6217999,0,2413,51,16,11.361,33000,.55150002,16,16,11,1,19
29000,4709,0,12,17,1,1,1939,0,2,31,13,3.1975,3.4300001,2570,31,12,3.8910999,16200,.72149998,7,3,7.5,1,4
30300,4788,1,7,7,5,1,1250,0,4,34,12,1.6,1.36,2030,52,12,9.6058998,22660,.69150001,12,16,7.5,1,9
13700,1381,2,10,9,2,1,610,0,0,49,11,4.0984001,4,4684,59,17,2.6687,16000,.72149998,7,7,7.5,1,14
24701,3641,2,14,12,1,1,270,1,3,35,13,1.4815,5,2802,41,17,8.8865004,25780,.66149998,7,16,9.5,1,6
16028,1806,1,7,10,4,1,660,1,0,53,12,3.6364,3.1500001,2090,59,12,6.3635998,20675,.72149998,7,12,7.5,1,24
16200,1843,4,12,12,1,1,1000,0,3,32,12,1,0,2053,46,16,17.728001,40213,.55150002,12,7,11,0,1
37600,7224,1,12,12,8,1,1920,0,3,38,10,2.6041999,2.9300001,1984,42,10,5.2923002,15500,.72149998,12,7,7.5,1,13
8607,453,2,7,7,4,1,200,0,0,54,12,1.75,0,2040,54,16,15.686,35207,.58149999,7,12,9.5,1,3
13075,1253,5,10,12,8,1,1500,0,1,47,17,4.8000002,3.5999999,2794,58,8,5.2423,35702,.55150002,10,12,11,1,10
27850,4386,4,14,12,8,1,868,0,1,45,15,5.5300002,6,3290,47,14,3.0395,17800,.72149998,14,12,9.5,1,16
9800,676,3,7,12,3,1,2318,0,1,47,16,4.0984001,4.1999998,1911,46,16,16.745001,50900,.49149999,16,16,5,1,9
20000,2600,5,10,7,7,1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,.69150001,7,7,5,0,19
14000,1436,4,3,3,4,1,60,0,1,32,11,1.6667,0,2580,31,12,5.8140001,15150,.72149998,10,9,5,1,4
7500,121,2,16,12,6,1,1715,0,1,45,12,3.7901001,3.3800001,2400,49,17,10.833,36200,.58149999,7,7,7.5,1,10
20500,2488,3,12,12,1,1,550,0,4,40,12,2.3636,2.26,1740,47,12,9.0029001,17465,.72149998,14,12,5,1,5
6500,0,2,7,3,5,1,1960,0,2,47,14,10.204,0,2500,50,12,6.54,45205,.61000001,14,12,3,1,7
45250,9114,2,12,12,1,1,44,1,2,36,16,6.8182001,1.36,1840,37,17,5.9783001,14500,.75150001,12,10,5,0,3
6800,16,4,7,3,6,1,1920,0,0,56,14,7.2146001,6.9200001,2036,56,14,8.6247997,32011,.58149999,7,7,7.5,0,38
7286,84,3,7,7,0,1,2540,0,1,41,8,2.4484,0,3536,43,11,4.8329,35200,.62150002,7,12,9.5,0,16
8009,200,1,7,9,2,1,156,0,3,48,7,1.1987,0,880,51,11,10.909,13579,.75150001,3,7,11,0,13
18220,2018,7,7,12,3,1,780,1,2,36,12,1.641,0,2007,38,12,3.8864,10455,.75150001,7,7,11,0,1
96000,31386,3,7,14,1,1,3120,0,0,41,12,1.7821,0,2632,44,13,8.4574003,32600,.55150002,7,3,5,0,7
18010,1981,2,10,12,3,1,2040,0,0,41,14,2.9412,2.8,2600,43,12,5,19150,.69150001,7,10,11,1,15
28450,4277,1,7,12,1,1,1610,0,3,36,12,4.9689002,4.25,2156,36,13,7.4211998,24400,.66149998,12,17,9.5,1,10
10800,698,2,7,10,1,1,215,0,3,37,12,1.8605,0,3625,41,12,4.4938002,21700,.69150001,10,7,3,0,2
17045,1796,2,10,7,5,1,1120,0,0,38,12,8.0356998,0,2420,42,12,7.0251999,26201,.62150002,7,3,9.5,1,19
13600,1176,8,7,10,3,1,846,0,2,43,14,3.9716001,4.1999998,2080,43,9,3.2788,11920,.75150001,3,3,7.5,1,25
21000,2593,4,16,7,3,1,3225,0,0,54,16,3.0416,0,3443,59,17,1.2861,16300,.72149998,12,12,9.5,1,25
16510,1703,1,12,12,1,1,1376,0,1,38,12,2.9070001,3.75,2250,41,12,5.5556002,16500,.72149998,7,7,5,1,7
25000,3472,4,12,12,1,1,980,1,0,30,12,3.0611999,3.5999999,2535,34,16,7.4951,30000,.58149999,12,7,11,1,15
12200,953,2,7,7,6,1,1838,0,0,49,12,4.8965998,5,2352,48,15,22.108999,62500,.44150001,7,7,9.5,1,11
9890,513,4,7,9,6,1,1494,0,1,45,13,4.0160999,2.5,3036,49,6,9.0579996,58500,.44150001,10,10,9.5,1,25
47500,9908,4,7,12,1,1,450,0,0,51,13,5.5556002,3.5,2600,57,14,11.538,40900,.52149999,7,7,9.5,1,19
23500,2899,4,12,12,3,1,1976,0,0,34,10,1.2227,2.45,2223,39,7,6.0468001,16308,.69150001,0,10,7.5,1,4
15000,1230,3,7,7,3,1,2012,0,2,34,12,2.6839001,3.6099999,2666,34,10,1.3653001,9300,.75150001,7,7,7.5,1,14
6000,0,3,12,12,5,1,561,0,1,41,12,2.6738,3.25,2006,41,17,16.549999,35700,.55150002,10,9,7.5,1,19
24000,3004,1,12,10,2,1,1715,0,1,49,12,9.3294001,7.0500002,1710,49,17,8.7719002,35700,.63999999,9,9,11,1,18
24900,3207,1,7,12,0,1,1912,0,0,32,12,3.1380999,3.5999999,1920,46,14,9.6353998,24500,.66149998,12,12,5,1,14
17000,1600,6,7,7,7,1,3686,0,0,32,14,.54259998,0,1647,39,14,6.6788001,13000,.72149998,12,12,7.5,1,11
14750,1208,2,12,12,3,1,1080,0,2,32,17,8.6111002,4.6500001,3080,35,15,7.5727,52600,.44150001,12,12,5,0,4
27360,3771,3,12,17,1,1,1799,0,0,47,10,3.6687,3.25,1920,48,10,7.8125,25360,.66149998,3,7,7.5,1,29
24760,3136,1,14,14,8,1,1984,0,1,39,9,2.3185,2.3,2420,47,4,1.9835,9400,.75150001,9,9,7.5,0,21
26000,3465,1,10,12,1,1,1839,0,0,49,12,2.882,3.27,2205,53,15,9.5237999,26800,.62150002,12,12,11,1,24
27975,3912,7,3,7,3,1,1579,0,3,37,12,3.1666,0,3035,39,14,6.4250002,33040,.66149998,12,7,7.5,1,19
30000,4164,1,7,9,1,1,96,0,0,59,16,3.6458001,0,2185,60,15,10.984,26350,.62150002,14,12,7.5,1,31
19700,2101,1,16,14,2,1,1920,0,0,50,12,6.25,5.4699998,1880,56,12,12.766,39000,.52149999,7,7,14,1,28
40420,8141,5,3,3,8,1,1688,0,1,32,17,10.249,9.8000002,1863,33,17,9.5544996,35100,.61000001,12,12,9.5,1,15
7000,0,5,7,3,8,1,1589,0,0,46,12,3.2096,5.54,2456,48,16,5.4966998,22502,.66149998,12,12,11,0,27
11000,0,7,7,12,8,1,345,0,2,43,17,7.6522002,5,1847,46,17,9.7617998,21950,.69150001,12,14,14,0,13
26000,3224,1,7,3,4,1,1521,0,3,37,11,1.9724,2.3,2000,42,6,5,13000,.75150001,7,7,7.5,0,4
12100,1109,0,12,12,3,1,1490,0,2,32,16,4.698,3.9000001,1856,35,14,5.9994998,18180,.72149998,12,14,9,1,10
23600,3382,2,7,10,2,1,989,0,1,39,11,2.1234,2.76,1880,43,14,6.9148998,20957,.69150001,10,10,9,1,8
16050,1806,5,7,12,6,1,600,0,2,34,13,2.3333001,2.9000001,3020,35,12,4.9668999,13700,.72149998,12,12,7.5,0,4
16150,1825,3,17,17,3,1,2646,0,1,39,11,2.3896,0,2646,41,8,2.3896,20000,.69150001,7,7,5,1,18
14700,1371,1,12,12,2,1,2149,0,3,45,8,1.2564,2.5,1640,48,9,4.5121999,12260,.75150001,7,7,5,1,3
18520,2285,5,7,12,2,1,320,0,0,50,11,1.0937999,0,1950,54,11,9.2307997,24850,.66149998,3,12,7.5,1,11
17200,2028,1,12,12,2,1,1600,0,1,40,12,3.75,3.3,1920,39,12,11.458,29150,.58149999,12,7,7.5,1,8
18600,2306,3,10,12,3,1,2419,0,1,30,10,3.3072,3.9000001,2025,34,12,7.6992998,23591,.66149998,7,7,11,1,10
7800,168,4,7,7,6,1,2005,0,0,57,17,5.1352,5.25,2470,56,17,4.1830001,24717,.66149998,16,12,11,1,33
23000,3013,1,14,16,2,1,1960,0,1,39,12,6.6327,3.5999999,1800,43,12,8.3332996,30455,.62150002,12,12,9,1,19
40250,8046,8,12,12,2,1,2147,0,0,53,12,4.5644999,4.9000001,1920,56,8,5.1041999,19600,.69150001,12,12,7.5,1,35
15000,1426,8,10,7,3,1,1207,0,1,48,17,11.848,7.1500001,2039,53,17,8.2271004,31875,.63999999,7,12,5,1,21
9900,334,2,7,12,2,1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634002,24055,.66149998,14,14,7.5,0,7
35000,6747,4,7,7,5,1,1260,0,0,47,12,4.3650999,4.3499999,1914,54,12,5.2220001,18795,.72149998,7,10,7.5,0,18
36000,6119,1,7,12,1,1,90,0,1,43,12,3.9333,4,1516,47,10,7.1900001,12198,.75150001,7,7,7.5,0,4
10000,172,7,12,12,5,1,1800,0,0,47,12,3.3333001,3.25,2520,47,16,13.907,52645,.49149999,12,7,7.5,1,12
3200,0,4,7,7,3,1,573,0,1,47,12,3.3159001,2.2,2327,48,12,6.0163002,16600,.72149998,10,7,14,0,16
18000,1588,4,7,12,2,1,1825,0,0,47,12,3.5616,3,2188,50,12,7.6781998,32590,.62150002,7,7,7.5,1,14
7000,0,6,7,10,8,1,75,0,0,46,12,1.6,0,1864,48,12,5.3112001,10020,.75150001,3,7,7.5,1,3
51200,11656,1,17,12,4,1,1348,0,4,34,9,2.2255001,2.3,2183,33,10,4.1227999,12048,.75150001,7,7,11,0,1
73600,20702,2,12,12,2,1,1880,0,0,48,10,4.7872,4.25,1920,55,12,7.8125,39750,.62150002,7,7,11,0,27
12200,184,8,7,7,3,1,1240,0,1,30,12,5.8065,6.9000001,1824,31,12,4.6052999,15700,.72149998,10,7,7.5,1,12
91044,28627,5,12,12,2,1,848,0,1,51,12,2.3585,2.3,2878,54,12,3.9746001,24250,.66149998,7,7,3,0,6
24751,3641,8,7,7,1,1,150,0,5,52,12,2,0,2390,54,16,15.063,43210,.52149999,7,12,14,1,9
13236,1112,8,7,7,4,1,2000,0,2,37,12,1.9,1.85,3120,39,13,4.5064001,37100,.62150002,12,12,5,0,2
10780,1196,4,7,10,2,1,1952,0,2,32,12,5.1230001,3.25,2040,33,12,5.8824,23820,.66149998,12,7,5,0,6
11500,831,4,17,14,1,1,1456,0,2,36,17,5.4945002,6.04,2151,35,15,10.228,31600,.58149999,12,14,5,1,9
20880,2768,2,12,14,0,1,1740,0,2,35,12,6.3218002,5.5,1976,37,14,6.5788999,24000,.66149998,10,10,7.5,1,16
12473,1336,4,7,10,8,1,1400,0,0,45,17,7.1429,7.1399999,2286,51,16,8.8144999,30750,.58149999,14,12,5,0,22
15150,1835,6,9,12,2,1,2000,0,0,56,12,2.375,2.7,2032,60,10,2.9528,11050,.75150001,7,7,14,0,26
23750,3166,1,7,10,1,1,1750,0,2,40,10,2.5429001,2.74,1680,45,4,4.5173001,12239,.75150001,7,7,14,0,11
17900,2159,4,12,12,3,1,1101,1,2,45,12,2.1798,2.3,1560,49,14,5.1282001,12870,.75150001,14,12,7.5,1,11
10020,1063,1,3,7,2,1,2000,0,2,32,12,2.5999999,2.5,2895,30,12,4.1451001,17200,.72149998,10,7,7.5,0,15
8337,736,2,12,12,2,1,1877,0,0,45,12,3.7293999,3.5999999,1820,50,8,8.7911997,23980,.66149998,10,10,7.5,0,13
11282,1119,3,7,7,4,1,160,0,2,40,12,4.375,1.85,2450,44,12,7.3060999,18600,.69150001,7,12,14,1,6
11555,630,7,12,14,3,1,1886,0,1,38,12,4.4432998,4,1748,42,8,6.0068998,23920,.69150001,7,10,9.5,1,20
25950,4445,1,12,12,1,1,1446,0,4,49,12,4.2877002,4.4000001,1020,45,12,8.3332996,16084,.75150001,7,7,14,1,17
14700,1761,2,7,12,1,1,1500,0,1,47,16,1.6667,1.5,2342,49,17,11.529,31100,.58149999,14,14,11,1,8
30370,5598,2,17,14,0,1,860,0,0,52,13,3.2558,5.8299999,2250,53,12,6.6666999,20460,.66149998,7,7,11,1,13
29500,5383,7,7,7,8,1,1848,0,1,34,13,5.4113002,6,2880,40,16,8.6806002,36000,.55150002,12,12,7.5,1,15
15810,1574,3,10,12,4,1,1678,0,2,44,12,2.2049999,2.3,2032,46,12,3.4679999,17302,.72149998,14,12,3,0,14
15850,2159,8,7,7,4,1,160,0,3,36,16,4.0625,0,3120,42,16,3.0321,16450,.72149998,14,7,3,0,14
21120,2614,1,9,7,3,1,108,0,0,50,17,.64819998,0,1760,57,16,13.807,41170,.58149999,14,16,9.5,1,6
24000,3004,8,7,10,3,1,1738,0,0,45,12,5.3825998,6.1799998,1725,47,12,6.2174001,20130,.66149998,0,0,7.5,1,24
17290,2028,4,12,12,1,1,1170,0,2,44,14,.1709,0,2080,46,13,4.2308002,9200,.75150001,16,12,9.5,1,10
14000,1241,4,9,12,3,1,15,0,2,57,12,23.466999,0,2040,57,10,11.47,24751,.66149998,7,7,11,1,2
42300,7792,1,7,16,2,1,2088,0,0,35,17,9.5784998,9.9799995,2940,42,17,12.245,57300,.5,12,17,9.5,1,9
35300,7116,1,12,12,0,1,2490,0,0,46,12,3.6947999,3.77,2280,52,12,9.2104998,37200,.58149999,7,7,7.5,1,23
33000,6414,0,12,12,7,1,135,2,1,30,14,2.2221999,0,2164,35,16,6.3309002,14000,.72149998,10,12,14,1,12
9787,494,7,7,10,8,1,1944,0,3,42,12,1.749,2.3,1999,44,12,7.8038998,20610,.69150001,7,3,14,0,8
18600,2092,3,14,12,7,1,690,0,1,34,12,1.1594,2.25,1824,36,13,7.6753998,14800,.72149998,10,7,7.5,1,16
19200,1613,4,7,12,1,1,608,0,2,45,17,6.9900999,3,2182,47,16,15.582,40005,.55150002,10,14,14,1,10
16450,1675,5,7,7,2,1,63,1,2,35,16,3.9683001,0,2385,37,16,9.6436005,23750,.66149998,14,7,14,1,7
26500,3825,1,14,12,1,1,154,0,0,40,16,21.429001,8.1300001,2460,44,17,12.886,35300,.55150002,7,12,14,1,19
2300,0,8,7,12,7,1,420,0,1,32,12,.47620001,2.8499999,2595,35,16,6.5510998,17350,.69150001,12,12,7.5,1,2
12732,1205,3,3,10,1,1,651,0,0,54,9,2.1505001,1.4400001,2400,57,10,8.25,21650,.66149998,7,7,7.5,1,9
33450,5635,7,7,7,8,1,675,0,3,38,12,1.8578,2.2,3120,42,8,1.3792,6740,.79149997,7,7,14,0,14
23000,3481,1,7,12,1,1,1663,0,3,43,12,4.3295002,3.5999999,2850,42,12,5.2631998,32275,.69150001,12,14,5,1,9
43500,8512,8,7,10,1,1,1680,0,0,54,16,8.9286003,7,760,60,12,10.526,33220,.72000003,14,7,9.5,1,16
8234,544,7,7,7,7,1,180,0,3,39,14,2.7778001,4,2500,37,17,10,26500,.62150002,12,12,7.5,1,7
13900,1808,1,16,17,4,1,1581,0,1,37,12,2.6565001,3.25,2630,39,14,12.548,38700,.52149999,7,12,5,1,6
20200,2425,1,12,12,3,1,1200,0,2,46,12,2.5,3.0799999,2597,48,8,4.6206999,15400,.72149998,7,7,5,1,22
16037,1611,3,9,12,3,1,450,0,0,56,11,18.267,0,2760,60,11,1.854,19007,.69150001,7,7,3,0,9
25490,3566,1,12,14,2,1,547,0,3,41,12,.81900001,2,2070,44,8,7.4266,16771,.72149998,12,7,7.5,0,9
21450,3112,5,7,7,1,1,300,0,1,45,16,2,0,2256,48,16,13.298,31100,.58149999,16,7,11,1,14
19469,1669,2,7,3,1,1,975,0,1,44,17,15.385,8.5,1505,47,16,26.577999,66300,.5,3,3,7.5,1,17
18900,2369,5,7,7,2,1,1621,0,1,50,17,6.4775,0,2364,52,17,13.959,43550,.49149999,16,12,5,0,12
6985,182,5,7,12,1,1,300,0,5,37,14,8.3332996,3.5,2895,38,14,13.126,37250,.62150002,7,7,11,0,13
15500,1519,2,7,7,1,1,1868,0,1,44,12,4.5503001,4.25,2041,46,12,7.8882999,24900,.66149998,16,7,14,0,8
17590,2083,4,7,7,1,1,1803,0,2,32,14,2.4958,1.9,2195,34,17,8.6560001,24200,.66149998,7,14,9.5,1,10
26220,4496,8,3,7,4,1,2143,1,1,34,12,4.4797001,4.8000002,1935,40,12,3.4109001,16200,.72149998,10,10,14,0,16
25780,3418,1,7,7,1,1,1080,0,2,32,10,2.2323999,2.3,1950,35,10,4.6255999,11431,.75150001,10,10,7.5,0,1
25700,4362,2,12,7,3,1,1352,0,3,37,12,2.0710001,1.8,2375,38,14,4.2104998,13200,.75150001,10,10,11,0,6
17955,2159,0,12,10,1,1,537,0,1,44,13,1.676,0,1920,55,8,4.2708001,15420,.77149999,10,10,9,1,4
13500,1160,2,7,12,2,1,352,0,2,34,16,3.4091001,0,3300,33,12,3.3424001,18400,.69150001,12,12,14,0,8
23580,3359,3,12,12,4,1,200,1,3,33,12,2.5,8,3680,33,16,8.6358995,43500,.49149999,10,3,5,1,4
31100,5173,2,7,7,0,1,2045,0,3,43,7,3.9609001,4.0700002,1968,43,12,6.7581,21972,.69150001,7,7,7.5,1,15
30100,3705,4,7,12,8,1,1253,0,2,35,16,6.2275,3.97,2504,33,10,.58429998,7774,.77149999,16,16,11,0,7
13100,1465,4,12,3,5,1,1960,0,1,43,14,3.9286001,3.8499999,2000,45,14,5.335,24470,.69150001,7,7,7.5,0,14
24850,3665,8,3,9,3,1,2000,0,0,34,12,2.9000001,2.5,1656,37,12,4.7101002,13600,.72149998,7,7,7.5,0,16
10000,546,8,7,3,1,1,1960,0,3,36,10,4.0816002,4.5500002,1968,39,7,4.9797001,22500,.72149998,7,0,7.5,0,15
19870,2122,0,7,7,5,1,2000,0,2,41,12,2.8499999,4.1999998,2016,41,12,2.9762001,13600,.72149998,7,7,14,0,23
9600,983,1,7,12,8,1,1568,0,0,41,16,7.0152998,6.3099999,2602,44,17,12.744,90800,.44150001,7,7,7.5,0,19
13900,299,2,7,9,6,1,1225,0,3,35,10,2.9388001,2.4000001,1560,43,9,3.8462,10776,.75150001,10,10,7.5,0,4
20970,2789,2,14,7,3,1,780,1,3,32,12,1.9231,3.25,1827,37,10,7.2233,19007,.75150001,10,7,5,1,12
12030,1457,1,7,14,2,1,480,0,0,30,14,6.875,0,2080,34,14,8.8077002,23900,.66149998,12,12,14,1,12
18400,2264,4,7,12,1,1,1923,0,0,43,12,3.9001999,4.7399998,3390,47,12,5.3864002,26060,.62150002,7,7,7.5,1,25
20500,2488,4,12,12,0,1,2000,0,0,54,6,2,0,2524,57,6,3.6846001,13300,.72149998,7,7,7.5,0,14
12320,1512,0,7,12,4,1,2110,0,2,35,15,4.9762998,4.3699999,2777,34,12,1.8437001,15620,.72149998,7,7,7.5,0,14
32650,5406,2,7,10,2,1,1664,0,0,50,12,1.2019,5,3120,54,13,1.3013,16500,.72149998,7,7,7.5,0,11
8687,802,2,7,7,1,1,48,1,1,34,17,22.5,0,2700,36,17,7.2221999,20880,.69150001,14,16,5,1,7
5610,0,8,7,10,4,1,1791,0,0,52,14,6.8677001,6.1799998,1904,57,12,7.3529,30600,.66149998,14,12,9.5,1,18
27000,4182,5,12,12,2,1,1404,0,3,35,13,3.5613,5.3000002,2360,38,14,11.864,39000,.62150002,7,10,9,1,4
11800,687,3,12,10,3,1,1920,0,0,55,6,1.9792,2.5799999,1960,58,8,5.3326998,15428,.72149998,7,7,7.5,0,37
17350,2251,2,16,12,1,1,2141,0,0,35,16,5.3713002,6,2000,42,16,5.5,23300,.66149998,7,7,7.5,0,13
2400,0,1,7,12,3,1,1720,0,1,49,14,1.7442,0,2600,45,16,7.2308002,42100,.52149999,16,16,9.5,1,14
40500,8174,1,12,12,1,1,3533,2,2,38,15,5.0948,8.5,2000,38,9,7,36430,.63999999,12,7,9.5,1,17
19007,2825,1,12,7,5,1,2000,0,2,42,14,2.5,0,2218,45,14,7.2136998,26000,.69150001,7,7,9.5,1,5
13300,1128,8,7,3,5,1,800,0,1,48,8,3.825,2.3,2000,52,5,4.5,62060,.75150001,7,7,7.5,0,2
12900,1428,3,12,12,3,1,3000,0,0,51,14,1,0,2595,53,16,8.8632002,28300,.62150002,12,12,9.5,1,0
7300,91,3,7,7,7,1,293,0,2,43,12,3.0717001,4,2400,47,12,9.3332996,24149,.66149998,12,10,7.5,1,3
17300,2046,1,7,7,2,1,1872,0,1,43,12,1.7163,0,2856,48,12,3.8262999,28141,.66149998,12,10,7.5,1,21
23900,3933,2,7,12,5,1,2058,0,1,38,12,4.0208998,4,2601,38,14,5.4447999,23057,.66149998,10,10,7.5,1,20
7850,650,8,9,7,8,1,1832,0,1,44,12,5.4584999,4.9499998,2054,48,9,8.7634001,28900,.62150002,3,7,7.5,1,19
19820,2993,0,7,7,3,1,120,1,3,36,12,25,9.9799995,2500,35,12,8.3999996,24000,.66149998,12,10,9.5,1,4
22172,3041,4,7,7,2,1,1632,0,0,38,12,2.3896999,2.3,1960,31,12,5.1020002,13900,.72149998,12,12,7.5,0,19
13800,1034,3,7,7,1,1,778,0,0,47,8,3.2133999,7.25,2058,51,8,7.4101,31810,.69150001,12,12,5,1,11
12791,1205,5,7,7,3,1,1984,0,2,34,12,3.3770001,3.1400001,2410,49,10,5.3527002,19840,.69150001,7,7,7.5,0,14
18000,2398,2,12,12,1,1,225,1,2,40,17,1.7778,0,1278,38,17,19.562,25490,.66149998,16,17,14,1,8
