siostrzeniec/bratanek;synovec;nephew;core1000 A2_B1_Family_Extended_and_Life_Events
złoto;zlato;gold;core1000 A2_B1_Materials_Shapes_Quantities
witryna;vitrína;display cabinet;core1000 A2_B1_Furniture_and_Home_Interior
trzeć/ścierać;strouhat;to grate;core1000 A2_B1_Cooking_and_Kitchen
zespół/kapela;kapela/skupina;band;core1000 A2_B1_Music_Arts_Entertainment
świerk;smrk;spruce;core1000 A2_B1_Plants_Trees_Landscape
brzoskwinia;broskev;peach;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
suszyć (włosy);sušit (vlasy);to dry (hair);core1000 A2_B1_Verbs_of_Daily_Life
sprzątać;uklízet;to clean/tidy;core1000 A2_06_10_House_Culture_Nature_Services_Narration
płaszcz;kabát;coat;core1000 A2_Clothes_and_Fashion
pogodnie/jasno;jasno;clear;core1000 A2_B1_Weather_Extended
mózg;mozek;brain;core1000 A2_B1_Body_Extended_and_Medical
grzebień;hřeben;comb;core1000 A2_B1_Household_Tools_DIY
rower;kolo/bicykl;bicycle;core1000 A2_02_05_Transport_Education_Work_Appearance
opona;pneumatika/guma;tire;core1000 A2_B1_Car_Driving_Transportation
język;jazyk;tongue/language;core1000 A2_01_Health_and_Body
Antarktyda;Antarktida;Antarctica;core1000 A2_B1_Geography_Countries_Nationalities
owca;ovce;sheep;core1000 A2_Animals_Detailed
drukarka;tiskárna;printer;core1000 A2_B1_Office_and_Professional_Life
bieganie/bieg;běh;running;core1000 A2_B1_Sports_and_Activities
siostrzenica/bratanica;neteř;niece;core1000 A2_B1_Family_Extended_and_Life_Events
srebro;stříbro;silver;core1000 A2_B1_Materials_Shapes_Quantities
mieszać;míchat/mísit;to mix/stir;core1000 A2_B1_Cooking_and_Kitchen
dyrygent;dirigent;conductor;core1000 A2_B1_Music_Arts_Entertainment
jodła;jedle;fir;core1000 A2_B1_Plants_Trees_Landscape
truskawka;jahoda;strawberry;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
malować się;líčit se/malovat se;to put on makeup;core1000 A2_B1_Verbs_of_Daily_Life
prać;prát;to do laundry;core1000 A2_06_10_House_Culture_Nature_Services_Narration
spodnie;kalhoty;trousers/pants;core1000 A2_Clothes_and_Fashion
pochmurno;zataženo;overcast;core1000 A2_B1_Weather_Extended
kręgosłup;páteř;spine;core1000 A2_B1_Body_Extended_and_Medical
lotnisko;letiště;airport;core1000 A2_02_05_Transport_Education_Work_Appearance
kark/szyja;krk;neck;core1000 A2_01_Health_and_Body
Czechy;Česko/Česká republika;Czechia;core1000 A2_B1_Geography_Countries_Nationalities
koza;koza;goat;core1000 A2_Animals_Detailed
skaner;skener;scanner;core1000 A2_B1_Office_and_Professional_Life
kolarstwo;cyklistika;cycling;core1000 A2_B1_Sports_and_Activities
szkło;sklo;glass;core1000 A2_B1_Materials_Shapes_Quantities
firanka/zasłona;záclona;curtain;core1000 A2_B1_Furniture_and_Home_Interior
ubijać;šlehat;to whip/beat;core1000 A2_B1_Cooking_and_Kitchen
kompozytor;skladatel;composer;core1000 A2_B1_Music_Arts_Entertainment
topola;topol;poplar;core1000 A2_B1_Plants_Trees_Landscape
malina;malina;raspberry;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
naprawić;opravit;to repair;core1000 A2_06_10_House_Culture_Nature_Services_Narration
dżinsy;džíny;jeans;core1000 A2_Clothes_and_Fashion
mgła;mlha;fog;core1000 A2_B1_Weather_Extended
żebro;žebro;rib;core1000 A2_B1_Body_Extended_and_Medical
świeczka;svíčka;candle;core1000 A2_B1_Household_Tools_DIY
zderzak;nárazník;bumper;core1000 A2_B1_Car_Driving_Transportation
ramię;rameno;shoulder;core1000 A2_01_Health_and_Body
Polska;Polsko;Poland;core1000 A2_B1_Geography_Countries_Nationalities
kura/kurczak;slepice/kuře;chicken/hen;core1000 A2_Animals_Detailed
ksero/kopiarka;kopírka;copier;core1000 A2_B1_Office_and_Professional_Life
narciarstwo;lyžování;skiing;core1000 A2_B1_Sports_and_Activities
plastik/tworzywo;plast/umělá hmota;plastic;core1000 A2_B1_Materials_Shapes_Quantities
żaluzje/roleta;žaluzie/roleta;blinds;core1000 A2_B1_Furniture_and_Home_Interior
obierać;loupat;to peel;core1000 A2_B1_Cooking_and_Kitchen
gitara;kytara;guitar;core1000 A2_B1_Music_Arts_Entertainment
wierzba;vrba;willow;core1000 A2_B1_Plants_Trees_Landscape
borówka/jagoda;borůvka;blueberry;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
zdejmować buty;zouvat se;to take shoes off;core1000 A2_B1_Verbs_of_Daily_Life
przeprowadzać się;stěhovat se;to move (house);core1000 A2_06_10_House_Culture_Nature_Services_Narration
szorty;šortky;shorts;core1000 A2_Clothes_and_Fashion
mróz;mráz;frost;core1000 A2_B1_Weather_Extended
mięśnie;svaly;muscles;core1000 A2_B1_Body_Extended_and_Medical
zapałki;zápalky;matches;core1000 A2_B1_Household_Tools_DIY
przystanek;zastávka;stop;core1000 A2_02_05_Transport_Education_Work_Appearance
maska;kapota;hood/bonnet;core1000 A2_B1_Car_Driving_Transportation
Niemcy;Německo;Germany;core1000 A2_B1_Geography_Countries_Nationalities
kogut;kohout;rooster;core1000 A2_Animals_Detailed
projektor/rzutnik;projektor;projector;core1000 A2_B1_Office_and_Professional_Life
łyżwiarstwo;bruslení;ice skating;core1000 A2_B1_Sports_and_Activities
papier;papír;paper;core1000 A2_B1_Materials_Shapes_Quantities
żyrandol/lampa;lustr/svítidlo;chandelier/light fixture;core1000 A2_B1_Furniture_and_Home_Interior
sypać;sypat;to sprinkle;core1000 A2_B1_Cooking_and_Kitchen
fortepian/pianino;klavír/piano;piano;core1000 A2_B1_Music_Arts_Entertainment
jesion;jasan;ash;core1000 A2_B1_Plants_Trees_Landscape
winogrono;hrozen/víno;grape;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
kino;kino;cinema;core1000 A2_06_10_House_Culture_Nature_Services_Narration
spódnica;sukně;skirt;core1000 A2_Clothes_and_Fashion
gołoledź/lód;námraza/led;black ice;core1000 A2_B1_Weather_Extended
staw;kloub;joint;core1000 A2_B1_Body_Extended_and_Medical
żarówka;žárovka;light bulb;core1000 A2_B1_Household_Tools_DIY
bilet;jízdenka;ticket;core1000 A2_02_05_Transport_Education_Work_Appearance
bagażnik;kufr/zavazadlový prostor;trunk/boot;core1000 A2_B1_Car_Driving_Transportation
palec;prst;finger;core1000 A2_01_Health_and_Body
Słowacja;Slovensko;Slovakia;core1000 A2_B1_Geography_Countries_Nationalities
kaczka;kachna;duck;core1000 A2_Animals_Detailed
tablica (biała);tabule (bílá);whiteboard;core1000 A2_B1_Office_and_Professional_Life
gimnastyka;gymnastika;gymnastics;core1000 A2_B1_Sports_and_Activities
guma;guma/pryž;rubber;core1000 A2_B1_Materials_Shapes_Quantities
poduszka;polštář;cushion/pillow;core1000 A2_B1_Furniture_and_Home_Interior
nalać;nalít;to pour;core1000 A2_B1_Cooking_and_Kitchen
skrzypce;housle;violin;core1000 A2_B1_Music_Arts_Entertainment
klon;javor;maple;core1000 A2_B1_Plants_Trees_Landscape
banan;banán;banana;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
teatr;divadlo;theater;core1000 A2_06_10_House_Culture_Nature_Services_Narration
sukienka;šaty;dress;core1000 A2_Clothes_and_Fashion
rosa;rosa;dew;core1000 A2_B1_Weather_Extended
ścięgno;šlacha;tendon;core1000 A2_B1_Body_Extended_and_Medical
gniazdko/kontakt;zásuvka;socket/outlet;core1000 A2_B1_Household_Tools_DIY
przyjazd;příjezd;arrival;core1000 A2_02_05_Transport_Education_Work_Appearance
lusterko wsteczne;zpětné zrcátko;rearview mirror;core1000 A2_B1_Car_Driving_Transportation
noga;noha;leg/foot;core1000 A2_01_Health_and_Body
Austria;Rakousko;Austria;core1000 A2_B1_Geography_Countries_Nationalities
gęś;husa;goose;core1000 A2_Animals_Detailed
zszywacz;sešívačka;stapler;core1000 A2_B1_Office_and_Professional_Life
lekkoatletyka;atletika;athletics;core1000 A2_B1_Sports_and_Activities
zięć;zeť;son-in-law;core1000 A2_B1_Family_Extended_and_Life_Events
beton;beton;concrete;core1000 A2_B1_Materials_Shapes_Quantities
koc/narzuta;deka/přikrývka;blanket/throw;core1000 A2_B1_Furniture_and_Home_Interior
podgrzać;ohřát;to reheat;core1000 A2_B1_Cooking_and_Kitchen
perkusja/bęben;bicí/buben;drums;core1000 A2_B1_Music_Arts_Entertainment
jabłoń;jabloň;apple tree;core1000 A2_B1_Plants_Trees_Landscape
pomarańcza;pomeranč;orange;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
gryźć;kousat;to bite/chew;core1000 A2_B1_Verbs_of_Daily_Life
wystawa;výstava;exhibition;core1000 A2_06_10_House_Culture_Nature_Services_Narration
garnitur;oblek;suit;core1000 A2_Clothes_and_Fashion
burza;bouřka;thunderstorm;core1000 A2_B1_Weather_Extended
żyła;žíla;vein;core1000 A2_B1_Body_Extended_and_Medical
wtyczka;zástrčka;plug;core1000 A2_B1_Household_Tools_DIY
odjazd;odjezd;departure;core1000 A2_02_05_Transport_Education_Work_Appearance
kierunkowskaz;blikr/blinkr;turn signal;core1000 A2_B1_Car_Driving_Transportation
kolano;koleno;knee;core1000 A2_01_Health_and_Body
Węgry;Maďarsko;Hungary;core1000 A2_B1_Geography_Countries_Nationalities
królik;králík;rabbit;core1000 A2_Animals_Detailed
dziurkacz;děrovačka;hole punch;core1000 A2_B1_Office_and_Professional_Life
boks;box;boxing;core1000 A2_B1_Sports_and_Activities
synowa;snacha;daughter-in-law;core1000 A2_B1_Family_Extended_and_Life_Events
cegła;cihla;brick;core1000 A2_B1_Materials_Shapes_Quantities
wazon;váza;vase;core1000 A2_B1_Furniture_and_Home_Interior
ochłodzić;ochladit;to cool down;core1000 A2_B1_Cooking_and_Kitchen
flet;flétna;flute;core1000 A2_B1_Music_Arts_Entertainment
czereśnia (drzewo);třešeň;cherry tree;core1000 A2_B1_Plants_Trees_Landscape
cytryna;citrón;lemon;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
żuć;žvýkat;to chew;core1000 A2_B1_Verbs_of_Daily_Life
koncert;koncert;concert;core1000 A2_06_10_House_Culture_Nature_Services_Narration
piżama;pyžamo;pajamas;core1000 A2_Clothes_and_Fashion
błyskawica;blesk;lightning;core1000 A2_B1_Weather_Extended
tętnica;tepna;artery;core1000 A2_B1_Body_Extended_and_Medical
przedłużacz;prodlužovačka;extension cord;core1000 A2_B1_Household_Tools_DIY
w jedną stronę;jednosměrný;one-way;core1000 A2_02_05_Transport_Education_Work_Appearance
reflektor/światło;světlomet;headlight;core1000 A2_B1_Car_Driving_Transportation
plecy;záda;back;core1000 A2_01_Health_and_Body
Ukraina;Ukrajina;Ukraine;core1000 A2_B1_Geography_Countries_Nationalities
chomik;křeček;hamster;core1000 A2_Animals_Detailed
teczka/folder;složka/desky;folder/binder;core1000 A2_B1_Office_and_Professional_Life
zapasy;zápas/wrestling;wrestling;core1000 A2_B1_Sports_and_Activities
glina;hlína/jíl;clay;core1000 A2_B1_Materials_Shapes_Quantities
ramka;rám/rámeček;frame;core1000 A2_B1_Furniture_and_Home_Interior
spróbować;ochutnat;to taste/try;core1000 A2_B1_Cooking_and_Kitchen
trąbka;trubka/trumpeta;trumpet;core1000 A2_B1_Music_Arts_Entertainment
orzech włoski;ořešák/vlašský ořech;walnut tree;core1000 A2_B1_Plants_Trees_Landscape
melon/arbuz;meloun;melon/watermelon;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
połykać;polykat;to swallow;core1000 A2_B1_Verbs_of_Daily_Life
kąpielówki/kostium;plavky;swimsuit;core1000 A2_Clothes_and_Fashion
grzmot;hrom;thunder;core1000 A2_B1_Weather_Extended
układ nerwowy;nervový systém;nervous system;core1000 A2_B1_Body_Extended_and_Medical
kosz na śmieci;koš/koš na odpadky;trash bin;core1000 A2_B1_Household_Tools_DIY
powrotny;zpáteční;return;core1000 A2_02_05_Transport_Education_Work_Appearance
wycieraczka;stěrač;windshield wiper;core1000 A2_B1_Car_Driving_Transportation
brzuch;břicho;belly;core1000 A2_01_Health_and_Body
Rosja;Rusko;Russia;core1000 A2_B1_Geography_Countries_Nationalities
papuga;papoušek;parrot;core1000 A2_Animals_Detailed
koperta;obálka;envelope;core1000 A2_B1_Office_and_Professional_Life
szachy;šachy;chess;core1000 A2_B1_Sports_and_Activities
szwagierka;švagrová;sister-in-law;core1000 A2_B1_Family_Extended_and_Life_Events
piasek;písek;sand;core1000 A2_B1_Materials_Shapes_Quantities
kominek;krb/kamin;fireplace;core1000 A2_B1_Furniture_and_Home_Interior
mąka;mouka;flour;core1000 A2_B1_Cooking_and_Kitchen
kwiat;květina;flower;core1000 A2_B1_Plants_Trees_Landscape
ziemniak/ziemniaki/kartofle;brambora/brambory;potato;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
lizać;lízat;to lick;core1000 A2_B1_Verbs_of_Daily_Life
taniec;tanec;dance;core1000 A2_06_10_House_Culture_Nature_Services_Narration
buty;boty;shoes;core1000 A2_Clothes_and_Fashion
tęcza;duha;rainbow;core1000 A2_B1_Weather_Extended
czoło;čelo;forehead;core1000 A2_B1_Body_Extended_and_Medical
młotek;kladivo;hammer;core1000 A2_B1_Household_Tools_DIY
prowadzić/kierować;řídit;to drive;core1000 A2_B1_Car_Driving_Transportation
Francja;Francie;France;core1000 A2_B1_Geography_Countries_Nationalities
wilk;vlk;wolf;core1000 A2_Animals_Detailed
pieczątka;razítko;stamp/seal;core1000 A2_B1_Office_and_Professional_Life
narodzenie/narodziny;narození;birth;core1000 A2_B1_Family_Extended_and_Life_Events
koło/okrąg;kruh/kolo;circle;core1000 A2_B1_Materials_Shapes_Quantities
cukier;cukr;sugar;core1000 A2_B1_Cooking_and_Kitchen
reżyser;režisér;director;core1000 A2_B1_Music_Arts_Entertainment
róża;růže;rose;core1000 A2_B1_Plants_Trees_Landscape
dmuchać;foukat;to blow;core1000 A2_B1_Verbs_of_Daily_Life
obraz;obraz;picture/painting;core1000 A2_06_10_House_Culture_Nature_Services_Narration
tenisówki/adidasy;tenisky;sneakers;core1000 A2_Clothes_and_Fashion
grad;krupobití;hail;core1000 A2_B1_Weather_Extended
brwi;obočí;eyebrows;core1000 A2_B1_Body_Extended_and_Medical
śrubokręt;šroubovák;screwdriver;core1000 A2_B1_Household_Tools_DIY
klasa;třída;class;core1000 A2_02_05_Transport_Education_Work_Appearance
uruchomić/odpalić;nastartovat;to start (engine);core1000 A2_B1_Car_Driving_Transportation
krew;krev;blood;core1000 A2_01_Health_and_Body
Hiszpania;Španělsko;Spain;core1000 A2_B1_Geography_Countries_Nationalities
niedźwiedź;medvěd;bear;core1000 A2_Animals_Detailed
spinacze;kancelářské sponky;paper clips;core1000 A2_B1_Office_and_Professional_Life
noworodek;novorozenec;newborn;core1000 A2_B1_Family_Extended_and_Life_Events
kwadrat;čtverec;square;core1000 A2_B1_Materials_Shapes_Quantities
materac;matrace;mattress;core1000 A2_B1_Furniture_and_Home_Interior
sól;sůl;salt;core1000 A2_B1_Cooking_and_Kitchen
aktor/aktorka;herec/herečka;actor/actress;core1000 A2_B1_Music_Arts_Entertainment
tulipan;tulipán;tulip;core1000 A2_B1_Plants_Trees_Landscape
ogórek;okurka;cucumber;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
sandały;sandály;sandals;core1000 A2_Clothes_and_Fashion
zamieć/zawieja;vánice/sněhová bouře;blizzard;core1000 A2_B1_Weather_Extended
rzęsa;řasa;eyelash;core1000 A2_B1_Body_Extended_and_Medical
szczypce/kombinerki;kleště;pliers;core1000 A2_B1_Household_Tools_DIY
podręcznik;učebnice;textbook;core1000 A2_02_05_Transport_Education_Work_Appearance
przyspieszyć;zrychlit;to accelerate;core1000 A2_B1_Car_Driving_Transportation
kość;kost;bone;core1000 A2_01_Health_and_Body
Włochy;Itálie;Italy;core1000 A2_B1_Geography_Countries_Nationalities
lis;liška;fox;core1000 A2_Animals_Detailed
gumka;guma (na mazání);eraser;core1000 A2_B1_Office_and_Professional_Life
niemowlę;kojenec;infant;core1000 A2_B1_Family_Extended_and_Life_Events
prostokąt;obdélník;rectangle;core1000 A2_B1_Materials_Shapes_Quantities
pieprz;pepř;pepper;core1000 A2_B1_Cooking_and_Kitchen
scenariusz;scénář;screenplay;core1000 A2_B1_Music_Arts_Entertainment
słonecznik;slunečnice;sunflower;core1000 A2_B1_Plants_Trees_Landscape
papryka;paprika;pepper (bell);core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
gazeta;noviny;newspaper;core1000 A2_06_10_House_Culture_Nature_Services_Narration
skarpetki;ponožky;socks;core1000 A2_Clothes_and_Fashion
powódź;povodeň/záplava;flood;core1000 A2_B1_Weather_Extended
powieka;víčko;eyelid;core1000 A2_B1_Body_Extended_and_Medical
śruba;šroub;screw;core1000 A2_B1_Household_Tools_DIY
zeszyt;sešit;notebook;core1000 A2_02_05_Transport_Education_Work_Appearance
zwolnić;zpomalit;to slow down;core1000 A2_B1_Car_Driving_Transportation
skóra;kůže;skin;core1000 A2_01_Health_and_Body
Wielka Brytania;Velká Británie;Great Britain;core1000 A2_B1_Geography_Countries_Nationalities
jeleń;jelen;deer/stag;core1000 A2_Animals_Detailed
linijka;pravítko;ruler;core1000 A2_B1_Office_and_Professional_Life
zremisować;remizovat;to draw/tie;core1000 A2_B1_Sports_and_Activities
maluch;batole;toddler;core1000 A2_B1_Family_Extended_and_Life_Events
trójkąt;trojúhelník;triangle;core1000 A2_B1_Materials_Shapes_Quantities
kołdra;přikrývka/deka;duvet/blanket;core1000 A2_B1_Furniture_and_Home_Interior
olej;olej;oil;core1000 A2_B1_Cooking_and_Kitchen
scena;scéna;scene;core1000 A2_B1_Music_Arts_Entertainment
stokrotka;sedmikráska;daisy;core1000 A2_B1_Plants_Trees_Landscape
marchew(ka);mrkev;carrot;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
czasopismo;časopis;magazine;core1000 A2_06_10_House_Culture_Nature_Services_Narration
rajstopy/pończochy;punčochy;tights/stockings;core1000 A2_Clothes_and_Fashion
susza;sucho;drought;core1000 A2_B1_Weather_Extended
gwóźdź;hřebík;nail;core1000 A2_B1_Household_Tools_DIY
ołówek;tužka;pencil;core1000 A2_02_05_Transport_Education_Work_Appearance
zatrzymać się;zastavit;to stop;core1000 A2_B1_Car_Driving_Transportation
Stany Zjednoczone;Spojené státy;United States;core1000 A2_B1_Geography_Countries_Nationalities
zając;zajíc;hare;core1000 A2_Animals_Detailed
kalkulator;kalkulačka;calculator;core1000 A2_B1_Office_and_Professional_Life
trenować;trénovat;to train;core1000 A2_B1_Sports_and_Activities
dzieciństwo;dětství;childhood;core1000 A2_B1_Family_Extended_and_Life_Events
gwiazda;hvězda;star;core1000 A2_B1_Materials_Shapes_Quantities
prześcieradło;prostěradlo;bed sheet;core1000 A2_B1_Furniture_and_Home_Interior
ocet;ocet;vinegar;core1000 A2_B1_Cooking_and_Kitchen
premiera;premiéra;premiere;core1000 A2_B1_Music_Arts_Entertainment
fiołek;fialka;violet;core1000 A2_B1_Plants_Trees_Landscape
wiadomości;zprávy;news;core1000 A2_06_10_House_Culture_Nature_Services_Narration
czapka;čepice;hat/cap;core1000 A2_Clothes_and_Fashion
broda/podbródek;brada;chin;core1000 A2_B1_Body_Extended_and_Medical
piła;pila;saw;core1000 A2_B1_Household_Tools_DIY
długopis;pero;pen;core1000 A2_02_05_Transport_Education_Work_Appearance
parkować;parkovat;to park;core1000 A2_B1_Car_Driving_Transportation
zdrowie;zdraví;health;core1000 A2_01_Health_and_Body
Czech/Czeszka;Čech/Češka;;core1000 A2_B1_Geography_Countries_Nationalities
wiewiórka;veverka;squirrel;core1000 A2_Animals_Detailed
spotkanie/zebranie;schůzka/porada;meeting;core1000 A2_B1_Office_and_Professional_Life
rywalizować/konkurować;soutěžit;to compete;core1000 A2_B1_Sports_and_Activities
dojrzewanie/okres dojrzewania;dospívání/puberta;puberty/adolescence;core1000 A2_B1_Family_Extended_and_Life_Events
kula;koule;sphere/ball;core1000 A2_B1_Materials_Shapes_Quantities
pościel;povlečení;bedding;core1000 A2_B1_Furniture_and_Home_Interior
drożdże;droždí;yeast;core1000 A2_B1_Cooking_and_Kitchen
napisy;titulky;subtitles;core1000 A2_B1_Music_Arts_Entertainment
konwalia;konvalinka;lily of the valley;core1000 A2_B1_Plants_Trees_Landscape
myć naczynia;mýt nádobí;to wash dishes;core1000 A2_B1_Verbs_of_Daily_Life
reklama;reklama;advertisement;core1000 A2_06_10_House_Culture_Nature_Services_Narration
kapelusz;klobouk;hat (brimmed);core1000 A2_Clothes_and_Fashion
wietrzyk;vánek/větřík;breeze;core1000 A2_B1_Weather_Extended
szczęka;čelist;jaw;core1000 A2_B1_Body_Extended_and_Medical
wiertarka;vrtačka;drill;core1000 A2_B1_Household_Tools_DIY
tablica;tabule;blackboard;core1000 A2_02_05_Transport_Education_Work_Appearance
cofać;couvat;to reverse;core1000 A2_B1_Car_Driving_Transportation
choroba;nemoc;illness;core1000 A2_01_Health_and_Body
Polak/Polka;Polák/Polka;;core1000 A2_B1_Geography_Countries_Nationalities
jeż;ježek;hedgehog;core1000 A2_Animals_Detailed
konferencja;konference;conference;core1000 A2_B1_Office_and_Professional_Life
gol;skóre/gól;goal/score;core1000 A2_B1_Sports_and_Activities
nastolatek;teenager/mladistvý;teenager;core1000 A2_B1_Family_Extended_and_Life_Events
walec/cylinder;válec;cylinder;core1000 A2_B1_Materials_Shapes_Quantities
szafka nocna;noční stolek;nightstand;core1000 A2_B1_Furniture_and_Home_Interior
przyprawy;koření;spices;core1000 A2_B1_Cooking_and_Kitchen
dubbing;dabing;dubbing;core1000 A2_B1_Music_Arts_Entertainment
chryzantema;chryzantéma;chrysanthemum;core1000 A2_B1_Plants_Trees_Landscape
kapusta;zelí;cabbage;core1000 A2_Food_Extended_Fruits_Vegetables_Dishes
wycierać;utírat;to wipe/dry;core1000 A2_B1_Verbs_of_Daily_Life
szalik/szal;šála/šátek;scarf;core1000 A2_Clothes_and_Fashion
wichura;vichřice/vichr;storm;core1000 A2_B1_Weather_Extended
warga/wargi;ret/rty;lip/lips;core1000 A2_B1_Body_Extended_and_Medical
miara/metr;měřidlo/metr;tape measure;core1000 A2_B1_Household_Tools_DIY
egzamin;zkouška;exam;core2000 A2_02_05_Transport_Education_Work_Appearance
wyprzedzać;předjíždět;to overtake;core2000 A2_B1_Car_Driving_Transportation
ból;bolest;pain;core2000 A2_01_Health_and_Body
Niemiec/Niemka;Němec/Němka;;core2000 A2_B1_Geography_Countries_Nationalities
wąż;had;snake;core2000 A2_Animals_Detailed
prezentacja;prezentace;presentation;core2000 A2_B1_Office_and_Professional_Life
faulować;faulovat;to foul;core2000 A2_B1_Sports_and_Activities
dorosłość;dospělost;adulthood;core2000 A2_B1_Family_Extended_and_Life_Events
stożek;kužel;cone;core2000 A2_B1_Materials_Shapes_Quantities
szafa;šatní skříň;wardrobe;core2000 A2_B1_Furniture_and_Home_Interior
film animowany;animovaný film;animated film;core2000 A2_B1_Music_Arts_Entertainment
orchidea;orchidej;orchid;core2000 A2_B1_Plants_Trees_Landscape
kalafior;květák;cauliflower;core2000 A2_Food_Extended_Fruits_Vegetables_Dishes
zamiatać;zametat;to sweep;core2000 A2_B1_Verbs_of_Daily_Life
rękawiczki;rukavice;gloves;core2000 A2_Clothes_and_Fashion
tornado;tornádo;tornado;core2000 A2_B1_Weather_Extended
dziąsło;dáseň;gum;core2000 A2_B1_Body_Extended_and_Medical
sznurek/lina;provaz/lano;rope/string;core2000 A2_B1_Household_Tools_DIY
ocena/stopień;známka;grade;core2000 A2_02_05_Transport_Education_Work_Appearance
skręcić;odbočit;to turn;core2000 A2_B1_Car_Driving_Transportation
gorączka;horečka;fever;core2000 A2_01_Health_and_Body
Rosjanin/Rosjanka;Rus/Ruska;;core2000 A2_B1_Geography_Countries_Nationalities
żaba;žába;frog;core2000 A2_Animals_Detailed
porządek obrad/agenda;agenda/program;agenda;core2000 A2_B1_Office_and_Professional_Life
sędzia;rozhodčí;referee;core2000 A2_B1_Sports_and_Activities
starość;stáří;old age;core2000 A2_B1_Family_Extended_and_Life_Events
linia/kreska;přímka/čára;line;core2000 A2_B1_Materials_Shapes_Quantities
szuflada;šuplík;drawer;core2000 A2_B1_Furniture_and_Home_Interior
pietruszka;petržel;parsley;core2000 A2_B1_Cooking_and_Kitchen
dokumentalny;dokumentární;documentary;core2000 A2_B1_Music_Arts_Entertainment
pokrzywa;kopřiva;nettle;core2000 A2_B1_Plants_Trees_Landscape
brokuł(y);brokolice;broccoli;core2000 A2_Food_Extended_Fruits_Vegetables_Dishes
odkurzać;vysávat;to vacuum;core2000 A2_B1_Verbs_of_Daily_Life
zaproszenie;pozvání/pozvánka;invitation;core2000 A2_06_10_House_Culture_Nature_Services_Narration
pasek;pásek/opasek;belt;core2000 A2_Clothes_and_Fashion
huragan;hurikán;hurricane;core2000 A2_B1_Weather_Extended
gardło;hrdlo;throat;core2000 A2_B1_Body_Extended_and_Medical
klej;lepidlo;glue;core2000 A2_B1_Household_Tools_DIY
zadanie domowe;domácí úkol;homework;core2000 A2_02_05_Transport_Education_Work_Appearance
ustąpić pierwszeństwa;dát přednost;to give way/yield;core2000 A2_B1_Car_Driving_Transportation
kaszel;kašel;cough;core2000 A2_01_Health_and_Body
Francuz/Francuzka;Francouz/Francouzka;;core2000 A2_B1_Geography_Countries_Nationalities
mysz;myš;mouse;core2000 A2_Animals_Detailed
protokół;zápis (z porady);minutes;core2000 A2_B1_Office_and_Professional_Life
boisko;hřiště;field/pitch;core2000 A2_B1_Sports_and_Activities
punkt;bod;point/dot;core2000 A2_B1_Materials_Shapes_Quantities
thriller;thriller;thriller;core2000 A2_B1_Music_Arts_Entertainment
mniszek/dmuchawiec;pampeliška;dandelion;core2000 A2_B1_Plants_Trees_Landscape
szpinak;špenát;spinach;core2000 A2_Food_Extended_Fruits_Vegetables_Dishes
myć (podłogę);vytírat (podlahu);to mop;core2000 A2_B1_Verbs_of_Daily_Life
las;les;forest;core2000 A2_06_10_House_Culture_Nature_Services_Narration
torebka/torba;kabelka/taška;bag/purse;core2000 A2_Clothes_and_Fashion
tajfun;tajfun;typhoon;core2000 A2_B1_Weather_Extended
taśma (klejąca);páska (lepicí);tape;core2000 A2_B1_Household_Tools_DIY
przedmiot;předmět;subject;core2000 A2_02_05_Transport_Education_Work_Appearance
droga;silnice/cesta;road;core2000 A2_B1_Car_Driving_Transportation
katar;rýma;cold/runny nose;core2000 A2_01_Health_and_Body
Anglik/Angielka;Angličan/Angličanka;;core2000 A2_B1_Geography_Countries_Nationalities
szczur;krysa;rat;core2000 A2_Animals_Detailed
e-mail/wiadomość;e-mail/zpráva;email/message;core2000 A2_B1_Office_and_Professional_Life
stadion;stadion;stadium;core2000 A2_B1_Sports_and_Activities
kąt;úhel;angle/corner;core2000 A2_B1_Materials_Shapes_Quantities
budzik;budík;alarm clock;core2000 A2_B1_Furniture_and_Home_Interior
grzyb;houba;mushroom;core2000 A2_B1_Cooking_and_Kitchen
komedia;komedie;comedy;core2000 A2_B1_Music_Arts_Entertainment
mak;mák;poppy;core2000 A2_B1_Plants_Trees_Landscape
fasola;fazole;bean;core2000 A2_Food_Extended_Fruits_Vegetables_Dishes
prać (pranie);prát (prádlo);to do laundry;core2000 A2_B1_Verbs_of_Daily_Life
góra;hora;mountain;core2000 A2_06_10_House_Culture_Nature_Services_Narration
portfel;peněženka;wallet;core2000 A2_Clothes_and_Fashion
wietrzny;větrný;windy;core2000 A2_B1_Weather_Extended
ramię;paže;upper arm;core2000 A2_B1_Body_Extended_and_Medical
