id;age;creditcard;woman;instalments;mattress
781;57.4222886204094;0;1;0;1
782;48.3467360841989;1;0;0;1
783;32.0564129032497;1;1;0;0
784;53.1507695939554;0;0;0;1
785;58.374772494546;1;0;0;2
786;30.4269413424744;0;1;0;0
787;39.4658335941033;1;0;0;1
788;36.9816293562326;0;0;0;1
789;57.2780151402146;0;0;0;2
790;26.0712230599185;0;0;0;0
791;38.6324013732192;1;1;0;1
792;43.8661545892043;1;1;0;1
793;62.7373615855798;0;1;0;2
794;35.4079194791032;1;1;0;1
795;57.6175744701943;1;0;1;1
796;60.9866646757965;0;1;1;1
797;44.6258307482694;1;1;0;1
798;62.2852416947125;0;0;0;2
799;54.4158145868175;1;1;0;2
800;38.1467157214831;0;0;0;1
801;39.8764704132444;0;1;0;1
802;60.0828018284802;1;0;0;2
803;28.3021735835529;1;1;0;0
804;45.8183579446499;1;0;0;1
805;30.2867267597663;0;1;0;0
806;63.5970486015045;0;0;0;2
807;53.4584995345207;0;1;1;2
808;57.6911013742601;0;1;0;1
809;40.6197277629514;0;1;0;0
810;51.2635200279021;1;1;0;1
811;60.7284687348796;0;1;0;2
812;28.1923119140478;0;0;0;0
813;40.31117264305;0;0;1;0
814;38.3339392944546;1;0;0;1
815;60.1228825073337;0;1;0;2
816;37.6465058395235;0;1;0;1
817;53.9630959523378;0;1;0;1
818;27.2779073988533;1;1;0;0
819;44.8519931931896;0;1;0;1
820;37.0360164329223;0;1;1;1
821;34.0801448951464;1;0;0;0
822;46.3178139836735;0;1;0;1
823;47.9756309632879;1;0;0;1
824;61.1330832885996;0;1;0;2
825;31.1646987570963;1;1;0;0
826;29.6516108205146;1;0;1;0
827;61.4524926429752;0;0;0;2
828;59.9819395605474;0;1;0;2
829;55.9834875352184;0;0;0;1
830;62.2783234391044;0;0;0;2
831;42.1545987628541;0;1;0;1
832;37.0925229468379;1;0;0;1
833;29.2825783718745;0;0;0;0
834;54.4927170378122;0;1;0;2
835;36.3709467212076;0;0;0;1
