date,tmax_om,tmin_om,tavg_om,precip_om_mm,et0_mm,wind_max_kmh,solar_mj_m2,water_balance_mm,cumulative_water_mm
2025-10-07,8.4,5.2,7.4,0.0,1.89,17.4,8.8,-1.89,-482.6700000000001
2025-10-08,10.7,5.7,8.7,0.0,1.99,18.7,7.6,-1.99,-484.6600000000001
2025-10-09,13.1,7.2,10.1,0.0,1.85,17.5,3.8,-1.85,-486.5100000000001
2025-10-10,16.4,8.6,12.7,4.5,1.83,17.4,6.5,2.67,-483.8400000000001
2025-10-11,5.9,-0.0,4.0,0.0,0.93,19.2,0.1,-0.93,-484.7700000000001
2025-10-12,17.2,8.8,13.9,0.0,2.08,16.8,7.3,-2.08,-486.8500000000001
2025-10-13,3.3,1.0,1.4,0.0,2.1,19.3,6.2,-2.1,-488.9500000000001
2025-10-14,8.7,1.8,6.6,5.4,1.36,17.0,7.0,4.04,-484.9100000000001
2025-10-15,9.5,4.6,8.6,0.0,1.42,16.6,8.1,-1.42,-486.3300000000001
2025-10-16,9.1,3.4,7.5,0.0,0.63,17.3,5.8,-0.63,-486.9600000000001
2025-10-17,5.6,2.9,4.6,0.0,1.62,18.8,5.0,-1.62,-488.5800000000001
2025-10-18,7.2,2.2,5.6,0.0,1.61,15.6,1.7,-1.61,-490.1900000000001
2025-10-19,9.1,3.4,4.6,0.0,1.25,16.0,2.0,-1.25,-491.4400000000001
2025-10-20,5.7,0.1,4.1,0.0,1.81,19.8,7.5,-1.81,-493.2500000000001
2025-10-21,15.1,5.6,8.2,0.0,1.04,15.9,8.1,-1.04,-494.29000000000013
2025-10-22,10.2,2.3,6.5,7.5,1.46,17.8,2.9,6.04,-488.2500000000001
2025-10-23,6.4,3.4,3.2,3.8,0.63,17.9,3.6,3.17,-485.0800000000001
2025-10-24,9.4,3.0,7.7,0.0,1.09,17.4,0.6,-1.09,-486.1700000000001
2025-10-25,9.8,3.2,5.8,0.0,0.98,18.2,6.6,-0.98,-487.1500000000001
2025-10-26,9.2,5.0,7.1,0.0,1.14,16.1,4.9,-1.14,-488.2900000000001
2025-10-27,9.5,3.9,6.3,0.0,0.81,17.8,8.6,-0.81,-489.1000000000001
2025-10-28,8.6,-1.5,1.8,2.1,0.9,16.9,0.0,1.2000000000000002,-487.9000000000001
2025-10-29,5.2,-0.8,2.4,0.0,1.34,18.3,1.3,-1.34,-489.24000000000007
2025-10-30,10.8,3.2,6.1,0.0,0.68,15.7,3.0,-0.68,-489.9200000000001
2025-10-31,7.4,2.3,5.5,0.0,0.06,17.9,4.1,-0.06,-489.9800000000001
2025-11-01,6.4,1.9,3.4,0.0,1.7,15.9,1.3,-1.7,-491.68000000000006
2025-11-02,9.3,3.9,3.6,0.0,1.49,16.4,0.0,-1.49,-493.1700000000001
2025-11-03,9.0,3.1,6.9,0.3,0.12,16.1,4.3,0.18,-492.99000000000007
2025-11-04,6.8,-3.9,1.1,0.0,1.08,15.9,3.7,-1.08,-494.07000000000005
2025-11-05,8.4,1.2,4.4,0.0,0.45,19.1,0.0,-0.45,-494.52000000000004
2025-11-06,4.1,2.8,1.9,0.0,0.81,16.4,5.3,-0.81,-495.33000000000004
2025-11-07,5.6,-2.5,1.7,0.0,0.79,19.6,4.6,-0.79,-496.12000000000006
2025-11-08,9.9,4.9,5.5,0.0,0.5,19.8,1.4,-0.5,-496.62000000000006
2025-11-09,8.4,4.0,4.5,0.0,0.2,17.9,1.1,-0.2,-496.82000000000005
2025-11-10,4.9,0.4,4.2,0.0,0.22,15.7,2.4,-0.22,-497.0400000000001
2025-11-11,7.5,3.4,5.5,0.0,0.08,16.9,0.0,-0.08,-497.12000000000006
2025-11-12,4.1,1.0,1.5,0.0,0.09,19.0,0.5,-0.09,-497.21000000000004
2025-11-13,6.2,-0.2,3.3,2.1,0.45,16.8,0.0,1.6500000000000001,-495.56000000000006
2025-11-14,4.1,-3.1,0.2,0.0,0.1,15.4,2.8,-0.1,-495.6600000000001
2025-11-15,5.2,-2.0,1.9,0.0,0.78,17.8,0.0,-0.78,-496.44000000000005
2025-11-16,1.4,-4.1,0.4,0.0,1.15,19.2,4.5,-1.15,-497.59000000000003
2025-11-17,4.5,-3.1,0.9,0.0,0.1,19.0,0.0,-0.1,-497.69000000000005
2025-11-18,6.2,-2.6,2.2,0.0,0.48,15.9,0.0,-0.48,-498.1700000000001
2025-11-19,1.7,-5.1,-2.2,0.0,0.59,18.4,0.0,-0.59,-498.76000000000005
2025-11-20,11.0,2.3,6.4,0.0,0.56,16.1,0.0,-0.56,-499.32000000000005
2025-11-21,1.2,-5.7,-3.0,1.6,0.34,16.1,3.7,1.26,-498.06000000000006
2025-11-22,-0.1,-9.1,-3.8,0.0,0.65,19.4,0.0,-0.65,-498.71000000000004
2025-11-23,6.0,0.7,3.2,1.0,0.5,16.2,3.1,0.5,-498.21000000000004
2025-11-24,2.4,0.2,1.9,0.0,0.0,16.3,0.2,0.0,-498.21000000000004
2025-11-25,4.9,-4.7,1.3,0.0,0.66,15.0,0.0,-0.66,-498.87000000000006
2025-11-26,4.4,-1.3,1.1,3.7,0.65,19.4,0.0,3.0500000000000003,-495.82000000000005
2025-11-27,2.5,-2.1,-0.9,0.0,0.0,19.0,3.9,0.0,-495.82000000000005
2025-11-28,-2.6,-8.5,-3.7,0.0,0.19,18.1,0.0,-0.19,-496.01000000000005
2025-11-29,0.4,-1.4,-0.9,0.5,0.5,18.8,0.0,0.0,-496.01000000000005
2025-11-30,1.2,-5.7,-3.3,0.0,0.04,15.8,2.1,-0.04,-496.05000000000007
2025-12-01,4.4,-2.6,1.5,0.0,0.67,17.3,0.0,-0.67,-496.7200000000001
2025-12-02,2.0,-5.1,-2.0,0.0,1.3,16.8,0.0,-1.3,-498.0200000000001
2025-12-03,-1.1,-6.3,-4.2,0.0,0.0,15.5,0.0,0.0,-498.0200000000001
2025-12-04,0.3,-5.6,-2.8,0.0,0.0,17.4,0.0,0.0,-498.0200000000001
2025-12-05,3.7,-2.9,-0.7,0.0,0.23,19.6,1.7,-0.23,-498.2500000000001
2025-12-06,-1.5,-8.1,-3.7,0.0,0.43,15.2,1.5,-0.43,-498.6800000000001
2025-12-07,-1.5,-7.4,-4.6,0.0,0.0,16.5,0.0,0.0,-498.6800000000001
2025-12-08,0.8,-6.6,-1.5,5.0,0.78,16.0,0.0,4.22,-494.4600000000001
2025-12-09,0.7,-4.8,-1.6,0.0,0.0,16.2,3.5,0.0,-494.4600000000001
2025-12-10,-1.4,-8.3,-4.0,0.0,0.38,19.5,0.0,-0.38,-494.8400000000001
2025-12-11,-0.6,-8.1,-4.0,3.2,0.0,17.3,0.0,3.2,-491.6400000000001
2025-12-12,0.3,-3.1,-2.0,2.9,0.88,17.3,0.0,2.02,-489.6200000000001
2025-12-13,-2.2,-8.5,-7.1,0.0,1.01,18.8,4.3,-1.01,-490.6300000000001
2025-12-14,-5.4,-9.1,-7.1,0.0,0.0,15.8,0.0,0.0,-490.6300000000001
2025-12-15,-2.4,-9.7,-5.1,0.0,0.0,17.4,0.0,0.0,-490.6300000000001
2025-12-16,-1.3,-7.1,-3.7,0.0,0.44,17.1,0.0,-0.44,-491.0700000000001
2025-12-17,3.0,-3.3,-2.2,1.3,0.0,18.0,0.0,1.3,-489.7700000000001
2025-12-18,4.6,-1.5,1.3,0.0,0.0,20.0,0.0,0.0,-489.7700000000001
2025-12-19,3.9,-0.2,-0.7,4.0,0.01,18.8,1.4,3.99,-485.7800000000001
2025-12-20,-3.0,-6.2,-3.8,0.0,0.0,17.0,5.0,0.0,-485.7800000000001
2025-12-21,-0.0,-6.1,-3.4,0.0,0.0,19.1,0.0,0.0,-485.7800000000001
2025-12-22,-2.1,-9.9,-6.5,0.0,0.0,15.9,0.0,0.0,-485.7800000000001
2025-12-23,-0.4,-6.4,-3.6,0.0,0.0,15.2,0.0,0.0,-485.7800000000001
2025-12-24,0.2,-7.7,-4.4,0.0,0.73,16.0,0.0,-0.73,-486.5100000000001
2025-12-25,-0.4,-4.6,-2.6,0.0,0.0,16.7,1.4,0.0,-486.5100000000001
2025-12-26,-1.0,-7.7,-6.1,0.0,0.42,17.6,0.0,-0.42,-486.9300000000001
2025-12-27,4.3,-6.3,-2.2,0.0,0.0,18.1,0.0,0.0,-486.9300000000001
2025-12-28,3.3,-4.2,0.8,0.0,0.0,19.6,0.0,0.0,-486.9300000000001
2025-12-29,-1.8,-9.9,-4.1,0.0,0.43,17.5,0.0,-0.43,-487.3600000000001
2025-12-30,2.6,-4.9,-2.6,0.0,0.21,17.5,0.7,-0.21,-487.5700000000001
2025-12-31,3.6,-6.4,-1.8,0.0,0.33,15.3,1.0,-0.33,-487.9000000000001
2026-01-01,-2.9,-11.3,-5.1,5.4,0.54,15.2,0.0,4.86,-483.0400000000001
2026-01-02,-0.9,-5.7,-3.2,0.0,0.0,17.8,3.1,0.0,-483.0400000000001
2026-01-03,-1.3,-3.2,-3.9,0.0,0.0,17.2,0.1,0.0,-483.0400000000001
2026-01-04,-2.7,-6.7,-3.7,1.8,0.0,19.2,2.6,1.8,-481.24000000000007
2026-01-05,-4.7,-8.0,-6.3,0.0,0.0,15.8,0.0,0.0,-481.24000000000007
2026-01-06,-2.4,-6.8,-3.9,7.4,1.58,15.1,0.0,5.82,-475.4200000000001
2026-01-07,-0.7,-5.6,-2.5,0.0,0.74,17.2,0.0,-0.74,-476.1600000000001
2026-01-08,3.3,-1.3,0.4,0.0,0.0,16.2,0.2,0.0,-476.1600000000001
2026-01-09,2.2,-4.6,-1.1,0.0,0.0,15.2,4.1,0.0,-476.1600000000001
2026-01-10,7.8,-0.1,2.5,0.0,0.41,18.6,0.9,-0.41,-476.5700000000001
2026-01-11,-4.8,-8.8,-6.3,0.0,0.45,15.6,0.0,-0.45,-477.0200000000001
2026-01-12,3.1,-5.4,-1.4,0.0,0.47,18.0,0.0,-0.47,-477.4900000000001
2026-01-13,-0.7,-4.9,-3.4,0.0,0.09,16.4,2.7,-0.09,-477.5800000000001
2026-01-14,5.5,-0.6,2.6,0.0,0.17,15.9,0.0,-0.17,-477.7500000000001
2026-01-15,-2.3,-10.5,-6.4,0.0,0.41,16.9,4.1,-0.41,-478.16000000000014
2026-01-16,-5.1,-8.6,-6.4,0.0,0.31,19.0,0.0,-0.31,-478.47000000000014
2026-01-17,-2.1,-10.0,-5.7,2.0,0.0,17.0,4.2,2.0,-476.47000000000014
2026-01-18,-7.0,-13.2,-10.2,0.0,0.2,18.8,1.5,-0.2,-476.67000000000013
2026-01-19,-1.7,-8.4,-5.4,0.0,0.0,15.6,0.0,0.0,-476.67000000000013
2026-01-20,-2.6,-7.4,-6.1,0.0,0.44,18.9,0.0,-0.44,-477.1100000000001
2026-01-21,3.4,-5.6,-3.3,0.7,1.87,16.2,0.0,-1.1700000000000002,-478.28000000000014
2026-01-22,-0.6,-5.7,-2.7,5.0,0.58,18.4,1.2,4.42,-473.8600000000001
2026-01-23,4.2,0.2,2.0,0.0,0.27,17.8,0.3,-0.27,-474.1300000000001
2026-01-24,1.3,-1.7,-0.7,13.5,0.91,19.6,0.0,12.59,-461.54000000000013
2026-01-25,-3.1,-7.4,-5.3,0.0,0.71,16.9,0.0,-0.71,-462.2500000000001
2026-01-26,-4.1,-9.2,-6.2,0.0,0.71,15.3,0.6,-0.71,-462.9600000000001
2026-01-27,2.8,-6.9,-1.9,0.0,0.83,15.1,0.0,-0.83,-463.7900000000001
2026-01-28,-2.2,-11.9,-7.3,0.0,1.58,19.1,2.0,-1.58,-465.37000000000006
2026-01-29,4.4,-1.2,2.2,0.0,0.01,17.6,0.0,-0.01,-465.38000000000005
2026-01-30,2.1,-3.6,0.3,0.0,0.84,18.9,0.0,-0.84,-466.22
2026-01-31,-0.8,-7.8,-4.5,4.1,0.17,16.2,0.0,3.9299999999999997,-462.29
2026-02-01,-6.0,-11.1,-8.2,0.2,0.94,16.7,0.0,-0.74,-463.03000000000003
2026-02-02,5.0,-1.1,1.1,0.0,0.23,15.2,0.0,-0.23,-463.26000000000005
2026-02-03,0.1,-6.3,-3.2,0.0,0.51,19.8,0.0,-0.51,-463.77000000000004
2026-02-04,1.6,-1.4,0.9,0.0,0.6,18.3,7.5,-0.6,-464.37000000000006
2026-02-05,-2.2,-10.4,-7.5,0.0,1.27,19.7,0.2,-1.27,-465.64000000000004
2026-02-06,1.3,-10.4,-4.4,0.0,1.27,16.3,2.4,-1.27,-466.91
2026-02-07,-0.4,-6.9,-2.5,0.0,0.22,18.1,3.3,-0.22,-467.13000000000005
2026-02-08,0.1,-5.5,-2.3,0.0,0.91,18.4,2.6,-0.91,-468.0400000000001
2026-02-09,-0.2,-8.5,-3.7,1.8,0.56,16.6,2.1,1.24,-466.80000000000007
2026-02-10,3.2,-2.4,-0.3,0.0,0.32,19.2,0.0,-0.32,-467.12000000000006
2026-02-11,-1.3,-6.0,-5.3,0.0,0.87,19.7,7.1,-0.87,-467.99000000000007
2026-02-12,3.6,-3.6,-2.4,0.0,0.86,19.4,8.3,-0.86,-468.8500000000001
2026-02-13,1.2,-4.8,-1.5,6.9,2.26,18.7,0.0,4.640000000000001,-464.2100000000001
2026-02-14,1.6,-1.0,-0.2,0.0,1.3,16.4,0.1,-1.3,-465.5100000000001
2026-02-15,1.4,-2.3,0.5,0.0,0.43,16.4,2.5,-0.43,-465.9400000000001
2026-02-16,-3.0,-8.4,-4.9,0.0,0.87,19.8,0.7,-0.87,-466.8100000000001
2026-02-17,-3.0,-9.9,-6.0,0.0,1.7,15.1,5.2,-1.7,-468.5100000000001
2026-02-18,8.3,-0.9,2.6,0.0,2.27,18.6,1.7,-2.27,-470.7800000000001
2026-02-19,2.1,-3.7,-0.1,0.0,0.47,18.5,10.6,-0.47,-471.2500000000001
2026-02-20,0.1,-6.0,-3.2,4.5,0.36,18.1,7.8,4.14,-467.1100000000001
2026-02-21,6.8,1.1,3.8,0.0,2.28,20.0,5.1,-2.28,-469.3900000000001
2026-02-22,4.4,-3.3,-0.3,1.4,1.57,16.6,7.7,-0.17000000000000015,-469.5600000000001
2026-02-23,9.8,0.7,3.0,0.0,0.98,16.7,8.1,-0.98,-470.54000000000013
2026-02-24,2.0,-1.4,-0.2,0.0,1.72,15.4,3.3,-1.72,-472.26000000000016
2026-02-25,8.2,4.4,5.9,5.4,0.18,17.2,2.7,5.220000000000001,-467.04000000000013
2026-02-26,9.7,-0.1,5.2,0.0,1.54,16.3,5.6,-1.54,-468.58000000000015
2026-02-27,3.3,-7.5,-0.7,4.1,1.74,16.7,8.1,2.3599999999999994,-466.22000000000014
2026-02-28,8.9,1.5,3.1,0.0,2.08,19.2,6.2,-2.08,-468.3000000000001
2026-03-01,6.2,-2.7,2.3,0.0,1.15,19.7,1.2,-1.15,-469.4500000000001
2026-03-02,7.1,1.3,4.6,0.0,1.74,15.9,3.7,-1.74,-471.1900000000001
2026-03-03,1.7,-7.0,-2.2,8.8,1.27,16.9,6.1,7.530000000000001,-463.6600000000001
2026-03-04,7.6,-2.8,2.9,0.0,1.91,19.6,6.3,-1.91,-465.5700000000001
2026-03-05,8.4,2.0,4.2,0.0,1.37,15.3,12.7,-1.37,-466.9400000000001
2026-03-06,-0.3,-5.9,-4.1,0.2,1.66,15.5,2.8,-1.46,-468.4000000000001
2026-03-07,2.4,-6.0,-2.2,0.0,1.41,15.8,8.7,-1.41,-469.8100000000001
2026-03-08,0.2,-11.5,-4.6,2.9,2.27,18.0,11.8,0.6299999999999999,-469.1800000000001
2026-03-09,6.0,-2.9,0.9,0.0,2.42,15.8,14.4,-2.42,-471.60000000000014
2026-03-10,8.0,1.6,4.0,7.2,1.91,19.8,6.5,5.29,-466.3100000000001
2026-03-11,9.3,1.4,6.6,0.0,2.09,17.2,9.4,-2.09,-468.4000000000001
2026-03-12,5.7,-0.2,2.5,0.0,1.39,17.5,9.9,-1.39,-469.7900000000001
2026-03-13,12.1,4.3,7.3,1.6,2.01,16.2,8.9,-0.4099999999999997,-470.2000000000001
2026-03-14,0.3,-3.7,-1.5,0.1,2.17,17.4,8.3,-2.07,-472.2700000000001
2026-03-15,1.2,-5.1,-2.3,0.5,3.55,18.3,10.1,-3.05,-475.3200000000001
2026-03-16,5.2,-1.6,2.8,0.0,1.73,18.8,1.4,-1.73,-477.0500000000001
2026-03-17,7.4,3.1,4.3,2.7,3.06,18.8,11.2,-0.3599999999999999,-477.41000000000014
2026-03-18,8.2,0.0,3.3,0.0,2.87,17.9,9.8,-2.87,-480.28000000000014
2026-03-19,0.6,-5.7,-2.6,3.0,2.55,19.5,8.9,0.4500000000000002,-479.83000000000015
2026-03-20,6.6,-0.9,3.5,3.6,3.34,19.1,15.9,0.26000000000000023,-479.57000000000016
2026-03-21,1.0,-3.6,0.0,0.0,2.69,18.8,8.0,-2.69,-482.26000000000016
2026-03-22,10.3,1.8,6.2,2.5,2.74,15.3,9.0,-0.2400000000000002,-482.50000000000017
2026-03-23,9.4,2.2,5.4,0.0,2.56,15.0,16.4,-2.56,-485.0600000000002
2026-03-24,8.0,1.3,1.7,0.0,3.24,16.1,8.1,-3.24,-488.3000000000002
2026-03-25,5.7,-1.9,3.2,0.0,3.22,18.3,9.2,-3.22,-491.5200000000002
2026-03-26,5.1,-3.7,1.8,0.0,2.4,17.1,10.6,-2.4,-493.9200000000002
2026-03-27,8.3,4.2,4.9,0.0,2.1,17.0,13.8,-2.1,-496.0200000000002
2026-03-28,13.6,4.9,8.2,5.9,2.7,19.4,12.1,3.2,-492.8200000000002
2026-03-29,5.4,-1.4,2.6,2.9,2.44,19.5,7.8,0.45999999999999996,-492.36000000000024
2026-03-30,10.7,5.8,7.3,14.9,2.85,19.5,10.3,12.05,-480.31000000000023
2026-03-31,8.3,0.4,4.4,0.0,3.55,16.6,10.2,-3.55,-483.86000000000024
2026-04-01,7.0,3.5,3.8,0.1,2.74,18.5,12.0,-2.64,-486.5000000000002
2026-04-02,8.4,4.0,6.0,0.0,2.99,16.4,13.7,-2.99,-489.49000000000024
2026-04-03,6.7,-0.3,3.5,0.0,3.08,16.0,13.9,-3.08,-492.5700000000002
2026-04-04,9.7,5.3,5.1,0.0,3.52,15.9,7.5,-3.52,-496.0900000000002
2026-04-05,4.8,-0.5,3.4,0.0,2.01,16.7,16.3,-2.01,-498.1000000000002
2026-04-06,16.3,11.2,13.1,0.1,2.88,17.1,14.0,-2.78,-500.88000000000017
2026-04-07,9.4,4.9,7.5,0.0,3.33,19.2,17.6,-3.33,-504.21000000000015
